# Renewables.ninja Solar PV (Point API) - 53.381, -1.486 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""53.381"""," ""lon"": ""-1.486"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
28/02/2015 23:00,28/02/2015 23:00,0,0,0,8.213,,,,,,,,,,,,,
01/03/2015 00:00,01/03/2015 00:00,0,0,0,6.638,,,,,,,,,,,,,
01/03/2015 01:00,01/03/2015 01:00,0,0,0,5.233,,,,,,,,,,,,,
01/03/2015 02:00,01/03/2015 02:00,0,0,0,4.63,,,,,,,,,,,,,
01/03/2015 03:00,01/03/2015 03:00,0,0,0,4.269,,,,,,,,,,,,,
01/03/2015 04:00,01/03/2015 04:00,0,0,0,4.009,,,,,,,,,,,,,
01/03/2015 05:00,01/03/2015 05:00,0,0,0,3.849,,,,,,,,,,,,,
01/03/2015 06:00,01/03/2015 06:00,0,0,0.001,3.686,,,,,,,,,,,,,
01/03/2015 07:00,01/03/2015 07:00,0.041,0.019,0.037,3.805,,,,,,,,,,,,,
01/03/2015 08:00,01/03/2015 08:00,0.142,0.066,0.096,4.492,,,,,,,,,,,,,
01/03/2015 09:00,01/03/2015 09:00,0.209,0.095,0.138,5.179,,,,,,,,,,,,,
01/03/2015 10:00,01/03/2015 10:00,0.374,0.25,0.164,5.862,,,,,,,,,,,,,
01/03/2015 11:00,01/03/2015 11:00,0.429,0.306,0.174,6.375,,,,,,,,,,,,,
01/03/2015 12:00,01/03/2015 12:00,0.404,0.269,0.181,6.636,,,,,,,,,,,,,
01/03/2015 13:00,01/03/2015 13:00,0.338,0.197,0.179,6.611,,,,,,,,,,,,,
01/03/2015 14:00,01/03/2015 14:00,0.161,0.046,0.138,6.104,,,,,,,,,,,,,
01/03/2015 15:00,01/03/2015 15:00,0.058,0.008,0.068,5.081,,,,,,,,,,,,,
01/03/2015 16:00,01/03/2015 16:00,0.012,0.001,0.022,3.685,,,,,,,,,,,,,
01/03/2015 17:00,01/03/2015 17:00,0,0,0.001,3.072,,,,,,,,,,,,,
01/03/2015 18:00,01/03/2015 18:00,0,0,0,2.866,,,,,,,,,,,,,
01/03/2015 19:00,01/03/2015 19:00,0,0,0,2.258,,,,,,,,,,,,,
01/03/2015 20:00,01/03/2015 20:00,0,0,0,2.009,,,,,,,,,,,,,
01/03/2015 21:00,01/03/2015 21:00,0,0,0,2.098,,,,,,,,,,,,,
01/03/2015 22:00,01/03/2015 22:00,0,0,0,2.075,,,,,,,,,,,,,
01/03/2015 23:00,01/03/2015 23:00,0,0,0,1.88,,,,,,,,,,,,,
02/03/2015 00:00,02/03/2015 00:00,0,0,0,1.667,,,,,,,,,,,,,
02/03/2015 01:00,02/03/2015 01:00,0,0,0,1.492,,,,,,,,,,,,,
02/03/2015 02:00,02/03/2015 02:00,0,0,0,1.351,,,,,,,,,,,,,
02/03/2015 03:00,02/03/2015 03:00,0,0,0,1.128,,,,,,,,,,,,,
02/03/2015 04:00,02/03/2015 04:00,0,0,0,0.871,,,,,,,,,,,,,
02/03/2015 05:00,02/03/2015 05:00,0,0,0,0.676,,,,,,,,,,,,,
02/03/2015 06:00,02/03/2015 06:00,0,0,0,0.783,,,,,,,,,,,,,
02/03/2015 07:00,02/03/2015 07:00,0.025,0.008,0.03,1.127,,,,,,,,,,,,,
02/03/2015 08:00,02/03/2015 08:00,0.212,0.139,0.093,1.732,,,,,,,,,,,,,
02/03/2015 09:00,02/03/2015 09:00,0.372,0.285,0.119,2.511,,,,,,,,,,,,,
02/03/2015 10:00,02/03/2015 10:00,0.328,0.192,0.165,3.086,,,,,,,,,,,,,
02/03/2015 11:00,02/03/2015 11:00,0.331,0.176,0.186,3.547,,,,,,,,,,,,,
02/03/2015 12:00,02/03/2015 12:00,0.365,0.213,0.187,3.977,,,,,,,,,,,,,
02/03/2015 13:00,02/03/2015 13:00,0.321,0.179,0.173,4.146,,,,,,,,,,,,,
02/03/2015 14:00,02/03/2015 14:00,0.313,0.202,0.142,4.199,,,,,,,,,,,,,
02/03/2015 15:00,02/03/2015 15:00,0.208,0.126,0.105,3.924,,,,,,,,,,,,,
02/03/2015 16:00,02/03/2015 16:00,0.076,0.039,0.055,3.252,,,,,,,,,,,,,
02/03/2015 17:00,02/03/2015 17:00,0,0.001,0.004,2.281,,,,,,,,,,,,,
02/03/2015 18:00,02/03/2015 18:00,0,0,0,1.848,,,,,,,,,,,,,
02/03/2015 19:00,02/03/2015 19:00,0,0,0,1.531,,,,,,,,,,,,,
02/03/2015 20:00,02/03/2015 20:00,0,0,0,1.211,,,,,,,,,,,,,
02/03/2015 21:00,02/03/2015 21:00,0,0,0,1.036,,,,,,,,,,,,,
02/03/2015 22:00,02/03/2015 22:00,0,0,0,0.956,,,,,,,,,,,,,
02/03/2015 23:00,02/03/2015 23:00,0,0,0,0.837,,,,,,,,,,,,,
03/03/2015 00:00,03/03/2015 00:00,0,0,0,0.633,,,,,,,,,,,,,
03/03/2015 01:00,03/03/2015 01:00,0,0,0,0.366,,,,,,,,,,,,,
03/03/2015 02:00,03/03/2015 02:00,0,0,0,0.047,,,,,,,,,,,,,
03/03/2015 03:00,03/03/2015 03:00,0,0,0,-0.058,,,,,,,,,,,,,
03/03/2015 04:00,03/03/2015 04:00,0,0,0,0.027,,,,,,,,,,,,,
03/03/2015 05:00,03/03/2015 05:00,0,0,0,0.124,,,,,,,,,,,,,
03/03/2015 06:00,03/03/2015 06:00,0,0,0,0.239,,,,,,,,,,,,,
03/03/2015 07:00,03/03/2015 07:00,0.013,0.002,0.022,0.629,,,,,,,,,,,,,
03/03/2015 08:00,03/03/2015 08:00,0.073,0.014,0.076,1.456,,,,,,,,,,,,,
03/03/2015 09:00,03/03/2015 09:00,0.15,0.039,0.131,2.51,,,,,,,,,,,,,
03/03/2015 10:00,03/03/2015 10:00,0.243,0.091,0.177,3.589,,,,,,,,,,,,,
03/03/2015 11:00,03/03/2015 11:00,0.329,0.161,0.2,4.222,,,,,,,,,,,,,
03/03/2015 12:00,03/03/2015 12:00,0.299,0.129,0.199,4.327,,,,,,,,,,,,,
03/03/2015 13:00,03/03/2015 13:00,0.252,0.097,0.181,4.25,,,,,,,,,,,,,
03/03/2015 14:00,03/03/2015 14:00,0.247,0.117,0.156,4.286,,,,,,,,,,,,,
03/03/2015 15:00,03/03/2015 15:00,0.191,0.099,0.114,4.142,,,,,,,,,,,,,
03/03/2015 16:00,03/03/2015 16:00,0.06,0.022,0.055,3.503,,,,,,,,,,,,,
03/03/2015 17:00,03/03/2015 17:00,0,0.001,0.005,2.606,,,,,,,,,,,,,
03/03/2015 18:00,03/03/2015 18:00,0,0,0,2.109,,,,,,,,,,,,,
03/03/2015 19:00,03/03/2015 19:00,0,0,0,1.92,,,,,,,,,,,,,
03/03/2015 20:00,03/03/2015 20:00,0,0,0,1.903,,,,,,,,,,,,,
03/03/2015 21:00,03/03/2015 21:00,0,0,0,1.956,,,,,,,,,,,,,
03/03/2015 22:00,03/03/2015 22:00,0,0,0,2.04,,,,,,,,,,,,,
03/03/2015 23:00,03/03/2015 23:00,0,0,0,2.108,,,,,,,,,,,,,
04/03/2015 00:00,04/03/2015 00:00,0,0,0,2.099,,,,,,,,,,,,,
04/03/2015 01:00,04/03/2015 01:00,0,0,0,2.031,,,,,,,,,,,,,
04/03/2015 02:00,04/03/2015 02:00,0,0,0,1.985,,,,,,,,,,,,,
04/03/2015 03:00,04/03/2015 03:00,0,0,0,2.009,,,,,,,,,,,,,
04/03/2015 04:00,04/03/2015 04:00,0,0,0,2.041,,,,,,,,,,,,,
04/03/2015 05:00,04/03/2015 05:00,0,0,0,2.046,,,,,,,,,,,,,
04/03/2015 06:00,04/03/2015 06:00,0,0,0.002,2.081,,,,,,,,,,,,,
04/03/2015 07:00,04/03/2015 07:00,0.062,0.035,0.044,2.578,,,,,,,,,,,,,
04/03/2015 08:00,04/03/2015 08:00,0.187,0.115,0.094,3.682,,,,,,,,,,,,,
04/03/2015 09:00,04/03/2015 09:00,0.323,0.231,0.125,4.841,,,,,,,,,,,,,
04/03/2015 10:00,04/03/2015 10:00,0.466,0.39,0.131,5.771,,,,,,,,,,,,,
04/03/2015 11:00,04/03/2015 11:00,0.543,0.489,0.129,6.463,,,,,,,,,,,,,
04/03/2015 12:00,04/03/2015 12:00,0.558,0.512,0.126,6.9,,,,,,,,,,,,,
04/03/2015 13:00,04/03/2015 13:00,0.507,0.452,0.123,7.06,,,,,,,,,,,,,
04/03/2015 14:00,04/03/2015 14:00,0.42,0.36,0.109,6.954,,,,,,,,,,,,,
04/03/2015 15:00,04/03/2015 15:00,0.289,0.233,0.089,6.605,,,,,,,,,,,,,
04/03/2015 16:00,04/03/2015 16:00,0.1,0.063,0.057,5.69,,,,,,,,,,,,,
04/03/2015 17:00,04/03/2015 17:00,0.002,0.003,0.006,3.929,,,,,,,,,,,,,
04/03/2015 18:00,04/03/2015 18:00,0,0,0,2.764,,,,,,,,,,,,,
04/03/2015 19:00,04/03/2015 19:00,0,0,0,1.879,,,,,,,,,,,,,
04/03/2015 20:00,04/03/2015 20:00,0,0,0,1.242,,,,,,,,,,,,,
04/03/2015 21:00,04/03/2015 21:00,0,0,0,0.835,,,,,,,,,,,,,
04/03/2015 22:00,04/03/2015 22:00,0,0,0,0.586,,,,,,,,,,,,,
04/03/2015 23:00,04/03/2015 23:00,0,0,0,0.412,,,,,,,,,,,,,
05/03/2015 00:00,05/03/2015 00:00,0,0,0,0.429,,,,,,,,,,,,,
05/03/2015 01:00,05/03/2015 01:00,0,0,0,0.158,,,,,,,,,,,,,
05/03/2015 02:00,05/03/2015 02:00,0,0,0,0.06,,,,,,,,,,,,,
05/03/2015 03:00,05/03/2015 03:00,0,0,0,0.197,,,,,,,,,,,,,
05/03/2015 04:00,05/03/2015 04:00,0,0,0,0.489,,,,,,,,,,,,,
05/03/2015 05:00,05/03/2015 05:00,0,0,0,0.566,,,,,,,,,,,,,
05/03/2015 06:00,05/03/2015 06:00,0,0,0.002,0.729,,,,,,,,,,,,,
05/03/2015 07:00,05/03/2015 07:00,0.029,0.008,0.035,1.691,,,,,,,,,,,,,
05/03/2015 08:00,05/03/2015 08:00,0.125,0.046,0.098,2.846,,,,,,,,,,,,,
05/03/2015 09:00,05/03/2015 09:00,0.205,0.084,0.143,3.878,,,,,,,,,,,,,
05/03/2015 10:00,05/03/2015 10:00,0.268,0.123,0.173,5.1,,,,,,,,,,,,,
05/03/2015 11:00,05/03/2015 11:00,0.455,0.343,0.167,6.616,,,,,,,,,,,,,
05/03/2015 12:00,05/03/2015 12:00,0.607,0.588,0.119,8.058,,,,,,,,,,,,,
05/03/2015 13:00,05/03/2015 13:00,0.537,0.5,0.119,8.859,,,,,,,,,,,,,
05/03/2015 14:00,05/03/2015 14:00,0.409,0.343,0.12,9.025,,,,,,,,,,,,,
05/03/2015 15:00,05/03/2015 15:00,0.213,0.131,0.11,8.527,,,,,,,,,,,,,
05/03/2015 16:00,05/03/2015 16:00,0.063,0.025,0.057,7.529,,,,,,,,,,,,,
05/03/2015 17:00,05/03/2015 17:00,0.002,0.002,0.007,6.078,,,,,,,,,,,,,
05/03/2015 18:00,05/03/2015 18:00,0,0,0,5.262,,,,,,,,,,,,,
05/03/2015 19:00,05/03/2015 19:00,0,0,0,5.099,,,,,,,,,,,,,
05/03/2015 20:00,05/03/2015 20:00,0,0,0,4.856,,,,,,,,,,,,,
05/03/2015 21:00,05/03/2015 21:00,0,0,0,4.442,,,,,,,,,,,,,
05/03/2015 22:00,05/03/2015 22:00,0,0,0,3.93,,,,,,,,,,,,,
05/03/2015 23:00,05/03/2015 23:00,0,0,0,3.495,,,,,,,,,,,,,
06/03/2015 00:00,06/03/2015 00:00,0,0,0,3.466,,,,,,,,,,,,,
06/03/2015 01:00,06/03/2015 01:00,0,0,0,3.191,,,,,,,,,,,,,
06/03/2015 02:00,06/03/2015 02:00,0,0,0,2.868,,,,,,,,,,,,,
06/03/2015 03:00,06/03/2015 03:00,0,0,0,2.693,,,,,,,,,,,,,
06/03/2015 04:00,06/03/2015 04:00,0,0,0,2.512,,,,,,,,,,,,,
06/03/2015 05:00,06/03/2015 05:00,0,0,0,2.387,,,,,,,,,,,,,
06/03/2015 06:00,06/03/2015 06:00,0,0,0.002,2.374,,,,,,,,,,,,,
06/03/2015 07:00,06/03/2015 07:00,0.021,0.004,0.029,3.041,,,,,,,,,,,,,
06/03/2015 08:00,06/03/2015 08:00,0.121,0.043,0.098,4.252,,,,,,,,,,,,,
06/03/2015 09:00,06/03/2015 09:00,0.205,0.086,0.144,5.818,,,,,,,,,,,,,
06/03/2015 10:00,06/03/2015 10:00,0.278,0.137,0.173,7.171,,,,,,,,,,,,,
06/03/2015 11:00,06/03/2015 11:00,0.482,0.391,0.157,8.425,,,,,,,,,,,,,
06/03/2015 12:00,06/03/2015 12:00,0.658,0.686,0.097,9.665,,,,,,,,,,,,,
06/03/2015 13:00,06/03/2015 13:00,0.614,0.635,0.091,10.485,,,,,,,,,,,,,
06/03/2015 14:00,06/03/2015 14:00,0.44,0.395,0.108,10.607,,,,,,,,,,,,,
06/03/2015 15:00,06/03/2015 15:00,0.242,0.17,0.104,10.08,,,,,,,,,,,,,
06/03/2015 16:00,06/03/2015 16:00,0.103,0.062,0.063,8.972,,,,,,,,,,,,,
06/03/2015 17:00,06/03/2015 17:00,0.004,0.004,0.008,7.448,,,,,,,,,,,,,
06/03/2015 18:00,06/03/2015 18:00,0,0,0,6.412,,,,,,,,,,,,,
06/03/2015 19:00,06/03/2015 19:00,0,0,0,5.588,,,,,,,,,,,,,
06/03/2015 20:00,06/03/2015 20:00,0,0,0,4.947,,,,,,,,,,,,,
06/03/2015 21:00,06/03/2015 21:00,0,0,0,4.626,,,,,,,,,,,,,
06/03/2015 22:00,06/03/2015 22:00,0,0,0,4.554,,,,,,,,,,,,,
06/03/2015 23:00,06/03/2015 23:00,0,0,0,4.648,,,,,,,,,,,,,
07/03/2015 00:00,07/03/2015 00:00,0,0,0,4.999,,,,,,,,,,,,,
07/03/2015 01:00,07/03/2015 01:00,0,0,0,5.304,,,,,,,,,,,,,
07/03/2015 02:00,07/03/2015 02:00,0,0,0,5.469,,,,,,,,,,,,,
07/03/2015 03:00,07/03/2015 03:00,0,0,0,5.567,,,,,,,,,,,,,
07/03/2015 04:00,07/03/2015 04:00,0,0,0,5.705,,,,,,,,,,,,,
07/03/2015 05:00,07/03/2015 05:00,0,0,0,5.817,,,,,,,,,,,,,
07/03/2015 06:00,07/03/2015 06:00,0,0,0.002,5.842,,,,,,,,,,,,,
07/03/2015 07:00,07/03/2015 07:00,0.029,0.007,0.036,6.208,,,,,,,,,,,,,
07/03/2015 08:00,07/03/2015 08:00,0.055,0.009,0.063,6.755,,,,,,,,,,,,,
07/03/2015 09:00,07/03/2015 09:00,0.222,0.108,0.142,7.858,,,,,,,,,,,,,
07/03/2015 10:00,07/03/2015 10:00,0.569,0.56,0.103,9.624,,,,,,,,,,,,,
07/03/2015 11:00,07/03/2015 11:00,0.64,0.67,0.094,11.046,,,,,,,,,,,,,
07/03/2015 12:00,07/03/2015 12:00,0.652,0.695,0.091,11.968,,,,,,,,,,,,,
07/03/2015 13:00,07/03/2015 13:00,0.602,0.632,0.088,12.726,,,,,,,,,,,,,
07/03/2015 14:00,07/03/2015 14:00,0.5,0.502,0.083,13.009,,,,,,,,,,,,,
07/03/2015 15:00,07/03/2015 15:00,0.347,0.323,0.075,12.671,,,,,,,,,,,,,
07/03/2015 16:00,07/03/2015 16:00,0.153,0.124,0.056,11.631,,,,,,,,,,,,,
07/03/2015 17:00,07/03/2015 17:00,0.009,0.009,0.01,10.021,,,,,,,,,,,,,
07/03/2015 18:00,07/03/2015 18:00,0,0,0,8.802,,,,,,,,,,,,,
07/03/2015 19:00,07/03/2015 19:00,0,0,0,7.922,,,,,,,,,,,,,
07/03/2015 20:00,07/03/2015 20:00,0,0,0,7.092,,,,,,,,,,,,,
07/03/2015 21:00,07/03/2015 21:00,0,0,0,6.334,,,,,,,,,,,,,
07/03/2015 22:00,07/03/2015 22:00,0,0,0,5.901,,,,,,,,,,,,,
07/03/2015 23:00,07/03/2015 23:00,0,0,0,5.863,,,,,,,,,,,,,
08/03/2015 00:00,08/03/2015 00:00,0,0,0,5.903,,,,,,,,,,,,,
08/03/2015 01:00,08/03/2015 01:00,0,0,0,5.997,,,,,,,,,,,,,
08/03/2015 02:00,08/03/2015 02:00,0,0,0,6.042,,,,,,,,,,,,,
08/03/2015 03:00,08/03/2015 03:00,0,0,0,6.194,,,,,,,,,,,,,
08/03/2015 04:00,08/03/2015 04:00,0,0,0,6.392,,,,,,,,,,,,,
08/03/2015 05:00,08/03/2015 05:00,0,0,0,6.626,,,,,,,,,,,,,
08/03/2015 06:00,08/03/2015 06:00,0,0,0.002,6.941,,,,,,,,,,,,,
08/03/2015 07:00,08/03/2015 07:00,0.019,0.002,0.03,7.532,,,,,,,,,,,,,
08/03/2015 08:00,08/03/2015 08:00,0.052,0.005,0.064,8.354,,,,,,,,,,,,,
08/03/2015 09:00,08/03/2015 09:00,0.084,0.008,0.097,8.934,,,,,,,,,,,,,
08/03/2015 10:00,08/03/2015 10:00,0.116,0.012,0.127,9.169,,,,,,,,,,,,,
08/03/2015 11:00,08/03/2015 11:00,0.105,0.008,0.118,8.963,,,,,,,,,,,,,
08/03/2015 12:00,08/03/2015 12:00,0.095,0.007,0.109,8.442,,,,,,,,,,,,,
08/03/2015 13:00,08/03/2015 13:00,0.094,0.008,0.107,7.935,,,,,,,,,,,,,
08/03/2015 14:00,08/03/2015 14:00,0.236,0.088,0.177,8.236,,,,,,,,,,,,,
08/03/2015 15:00,08/03/2015 15:00,0.185,0.082,0.128,8.013,,,,,,,,,,,,,
08/03/2015 16:00,08/03/2015 16:00,0.1,0.047,0.073,7.145,,,,,,,,,,,,,
08/03/2015 17:00,08/03/2015 17:00,0.008,0.006,0.012,5.09,,,,,,,,,,,,,
08/03/2015 18:00,08/03/2015 18:00,0,0,0,3.418,,,,,,,,,,,,,
08/03/2015 19:00,08/03/2015 19:00,0,0,0,2.305,,,,,,,,,,,,,
08/03/2015 20:00,08/03/2015 20:00,0,0,0,1.395,,,,,,,,,,,,,
08/03/2015 21:00,08/03/2015 21:00,0,0,0,0.81,,,,,,,,,,,,,
08/03/2015 22:00,08/03/2015 22:00,0,0,0,0.543,,,,,,,,,,,,,
08/03/2015 23:00,08/03/2015 23:00,0,0,0,0.98,,,,,,,,,,,,,
09/03/2015 00:00,09/03/2015 00:00,0,0,0,0.97,,,,,,,,,,,,,
09/03/2015 01:00,09/03/2015 01:00,0,0,0,0.224,,,,,,,,,,,,,
09/03/2015 02:00,09/03/2015 02:00,0,0,0,-0.584,,,,,,,,,,,,,
09/03/2015 03:00,09/03/2015 03:00,0,0,0,-0.717,,,,,,,,,,,,,
09/03/2015 04:00,09/03/2015 04:00,0,0,0,-0.487,,,,,,,,,,,,,
09/03/2015 05:00,09/03/2015 05:00,0,0,0,-0.068,,,,,,,,,,,,,
09/03/2015 06:00,09/03/2015 06:00,0,0,0.003,0.502,,,,,,,,,,,,,
09/03/2015 07:00,09/03/2015 07:00,0.041,0.009,0.047,1.111,,,,,,,,,,,,,
09/03/2015 08:00,09/03/2015 08:00,0.242,0.148,0.117,2.75,,,,,,,,,,,,,
09/03/2015 09:00,09/03/2015 09:00,0.367,0.254,0.151,4.771,,,,,,,,,,,,,
09/03/2015 10:00,09/03/2015 10:00,0.336,0.171,0.202,6.283,,,,,,,,,,,,,
09/03/2015 11:00,09/03/2015 11:00,0.186,0.032,0.179,6.944,,,,,,,,,,,,,
09/03/2015 12:00,09/03/2015 12:00,0.081,0.005,0.095,7.096,,,,,,,,,,,,,
09/03/2015 13:00,09/03/2015 13:00,0.077,0.004,0.092,7.491,,,,,,,,,,,,,
09/03/2015 14:00,09/03/2015 14:00,0.048,0.002,0.063,7.975,,,,,,,,,,,,,
09/03/2015 15:00,09/03/2015 15:00,0.023,0.001,0.036,8.507,,,,,,,,,,,,,
09/03/2015 16:00,09/03/2015 16:00,0.004,0,0.013,8.907,,,,,,,,,,,,,
09/03/2015 17:00,09/03/2015 17:00,0,0,0.003,8.996,,,,,,,,,,,,,
09/03/2015 18:00,09/03/2015 18:00,0,0,0,8.45,,,,,,,,,,,,,
09/03/2015 19:00,09/03/2015 19:00,0,0,0,7.565,,,,,,,,,,,,,
09/03/2015 20:00,09/03/2015 20:00,0,0,0,6.378,,,,,,,,,,,,,
09/03/2015 21:00,09/03/2015 21:00,0,0,0,5.688,,,,,,,,,,,,,
09/03/2015 22:00,09/03/2015 22:00,0,0,0,4.999,,,,,,,,,,,,,
09/03/2015 23:00,09/03/2015 23:00,0,0,0,4.511,,,,,,,,,,,,,
10/03/2015 00:00,10/03/2015 00:00,0,0,0,3.905,,,,,,,,,,,,,
10/03/2015 01:00,10/03/2015 01:00,0,0,0,3.222,,,,,,,,,,,,,
10/03/2015 02:00,10/03/2015 02:00,0,0,0,2.519,,,,,,,,,,,,,
10/03/2015 03:00,10/03/2015 03:00,0,0,0,2.087,,,,,,,,,,,,,
10/03/2015 04:00,10/03/2015 04:00,0,0,0,1.664,,,,,,,,,,,,,
10/03/2015 05:00,10/03/2015 05:00,0,0,0,1.452,,,,,,,,,,,,,
10/03/2015 06:00,10/03/2015 06:00,0.001,0.002,0.006,1.385,,,,,,,,,,,,,
10/03/2015 07:00,10/03/2015 07:00,0.07,0.036,0.051,2.688,,,,,,,,,,,,,
10/03/2015 08:00,10/03/2015 08:00,0.343,0.309,0.068,4.389,,,,,,,,,,,,,
10/03/2015 09:00,10/03/2015 09:00,0.547,0.561,0.062,6.393,,,,,,,,,,,,,
10/03/2015 10:00,10/03/2015 10:00,0.658,0.707,0.066,7.64,,,,,,,,,,,,,
10/03/2015 11:00,10/03/2015 11:00,0.706,0.774,0.07,8.435,,,,,,,,,,,,,
10/03/2015 12:00,10/03/2015 12:00,0.707,0.777,0.072,8.916,,,,,,,,,,,,,
10/03/2015 13:00,10/03/2015 13:00,0.658,0.71,0.07,9.095,,,,,,,,,,,,,
10/03/2015 14:00,10/03/2015 14:00,0.556,0.577,0.066,8.938,,,,,,,,,,,,,
10/03/2015 15:00,10/03/2015 15:00,0.401,0.392,0.06,8.436,,,,,,,,,,,,,
10/03/2015 16:00,10/03/2015 16:00,0.197,0.174,0.049,7.292,,,,,,,,,,,,,
10/03/2015 17:00,10/03/2015 17:00,0.022,0.022,0.013,4.761,,,,,,,,,,,,,
10/03/2015 18:00,10/03/2015 18:00,0,0,0,3.945,,,,,,,,,,,,,
10/03/2015 19:00,10/03/2015 19:00,0,0,0,3.647,,,,,,,,,,,,,
10/03/2015 20:00,10/03/2015 20:00,0,0,0,2.89,,,,,,,,,,,,,
10/03/2015 21:00,10/03/2015 21:00,0,0,0,1.45,,,,,,,,,,,,,
10/03/2015 22:00,10/03/2015 22:00,0,0,0,0.356,,,,,,,,,,,,,
10/03/2015 23:00,10/03/2015 23:00,0,0,0,-0.101,,,,,,,,,,,,,
11/03/2015 00:00,11/03/2015 00:00,0,0,0,-0.13,,,,,,,,,,,,,
11/03/2015 01:00,11/03/2015 01:00,0,0,0,-0.043,,,,,,,,,,,,,
11/03/2015 02:00,11/03/2015 02:00,0,0,0,-0.067,,,,,,,,,,,,,
11/03/2015 03:00,11/03/2015 03:00,0,0,0,-0.487,,,,,,,,,,,,,
11/03/2015 04:00,11/03/2015 04:00,0,0,0,-0.935,,,,,,,,,,,,,
11/03/2015 05:00,11/03/2015 05:00,0,0,0,-1.216,,,,,,,,,,,,,
11/03/2015 06:00,11/03/2015 06:00,0.004,0.004,0.008,-1.075,,,,,,,,,,,,,
11/03/2015 07:00,11/03/2015 07:00,0.12,0.079,0.059,0.242,,,,,,,,,,,,,
11/03/2015 08:00,11/03/2015 08:00,0.379,0.34,0.071,2.117,,,,,,,,,,,,,
11/03/2015 09:00,11/03/2015 09:00,0.542,0.529,0.08,4.32,,,,,,,,,,,,,
11/03/2015 10:00,11/03/2015 10:00,0.634,0.643,0.093,6.425,,,,,,,,,,,,,
11/03/2015 11:00,11/03/2015 11:00,0.618,0.594,0.127,8.219,,,,,,,,,,,,,
11/03/2015 12:00,11/03/2015 12:00,0.371,0.209,0.209,9.136,,,,,,,,,,,,,
11/03/2015 13:00,11/03/2015 13:00,0.132,0.019,0.136,9.008,,,,,,,,,,,,,
11/03/2015 14:00,11/03/2015 14:00,0.072,0.006,0.085,8.786,,,,,,,,,,,,,
11/03/2015 15:00,11/03/2015 15:00,0.045,0.004,0.059,8.716,,,,,,,,,,,,,
11/03/2015 16:00,11/03/2015 16:00,0.025,0.003,0.037,8.617,,,,,,,,,,,,,
11/03/2015 17:00,11/03/2015 17:00,0,0,0.003,8.29,,,,,,,,,,,,,
11/03/2015 18:00,11/03/2015 18:00,0,0,0,7.995,,,,,,,,,,,,,
11/03/2015 19:00,11/03/2015 19:00,0,0,0,7.138,,,,,,,,,,,,,
11/03/2015 20:00,11/03/2015 20:00,0,0,0,5.506,,,,,,,,,,,,,
11/03/2015 21:00,11/03/2015 21:00,0,0,0,4.399,,,,,,,,,,,,,
11/03/2015 22:00,11/03/2015 22:00,0,0,0,3.635,,,,,,,,,,,,,
11/03/2015 23:00,11/03/2015 23:00,0,0,0,3.443,,,,,,,,,,,,,
12/03/2015 00:00,12/03/2015 00:00,0,0,0,3.416,,,,,,,,,,,,,
12/03/2015 01:00,12/03/2015 01:00,0,0,0,3.392,,,,,,,,,,,,,
12/03/2015 02:00,12/03/2015 02:00,0,0,0,3.83,,,,,,,,,,,,,
12/03/2015 03:00,12/03/2015 03:00,0,0,0,4.482,,,,,,,,,,,,,
12/03/2015 04:00,12/03/2015 04:00,0,0,0,5.045,,,,,,,,,,,,,
12/03/2015 05:00,12/03/2015 05:00,0,0,0,5.346,,,,,,,,,,,,,
12/03/2015 06:00,12/03/2015 06:00,0,0,0.004,5.413,,,,,,,,,,,,,
12/03/2015 07:00,12/03/2015 07:00,0.041,0.009,0.048,5.66,,,,,,,,,,,,,
12/03/2015 08:00,12/03/2015 08:00,0.172,0.078,0.118,6.545,,,,,,,,,,,,,
12/03/2015 09:00,12/03/2015 09:00,0.351,0.246,0.148,8.123,,,,,,,,,,,,,
12/03/2015 10:00,12/03/2015 10:00,0.477,0.393,0.154,9.816,,,,,,,,,,,,,
12/03/2015 11:00,12/03/2015 11:00,0.534,0.463,0.16,11.185,,,,,,,,,,,,,
12/03/2015 12:00,12/03/2015 12:00,0.489,0.389,0.18,11.939,,,,,,,,,,,,,
12/03/2015 13:00,12/03/2015 13:00,0.344,0.196,0.197,12.013,,,,,,,,,,,,,
12/03/2015 14:00,12/03/2015 14:00,0.217,0.08,0.169,11.609,,,,,,,,,,,,,
12/03/2015 15:00,12/03/2015 15:00,0.113,0.025,0.111,10.8,,,,,,,,,,,,,
