# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
2015/07/15 10:00,2015/07/15 13:00,0.777,0.808,0.237,33.383,0,,,,,,,,,,,,,
2015/07/15 11:00,2015/07/15 14:00,0.755,0.739,0.27,33.389,0,,,,,,,,,,,,,
2015/07/15 12:00,2015/07/15 15:00,0.723,0.731,0.227,33.197,0,,,,,,,,,,,,,
2015/07/15 13:00,2015/07/15 16:00,0.625,0.593,0.214,32.815,0,,,,,,,,,,,,,
2015/07/15 14:00,2015/07/15 17:00,0.477,0.392,0.204,32.163,0,,,,,,,,,,,,,
2015/07/15 15:00,2015/07/15 18:00,0.295,0.186,0.178,31.283,0,,,,,,,,,,,,,
2015/07/15 16:00,2015/07/15 19:00,0.11,0.013,0.133,30.193,0,,,,,,,,,,,,,
2015/07/15 17:00,2015/07/15 20:00,0.03,0,0.05,28.714,0,,,,,,,,,,,,,
2015/07/15 18:00,2015/07/15 21:00,0,0,0,27.262,0,,,,,,,,,,,,,
2015/07/15 19:00,2015/07/15 22:00,0,0,0,26.299,0,,,,,,,,,,,,,
2015/07/15 20:00,2015/07/15 23:00,0,0,0,25.736,0,,,,,,,,,,,,,
2015/07/15 21:00,2015/07/16 00:00,0,0,0,25.459,0,,,,,,,,,,,,,
2015/07/15 22:00,2015/07/16 01:00,0,0,0,25.323,0,,,,,,,,,,,,,
2015/07/15 23:00,2015/07/16 02:00,0,0,0,25.2,0,,,,,,,,,,,,,
2015/07/16 00:00,2015/07/16 03:00,0,0,0,25.09,0,,,,,,,,,,,,,
2015/07/16 01:00,2015/07/16 04:00,0,0,0,24.971,0,,,,,,,,,,,,,
2015/07/16 02:00,2015/07/16 05:00,0,0,0,25.055,0,,,,,,,,,,,,,
2015/07/16 03:00,2015/07/16 06:00,0,0,0.004,25.407,0,,,,,,,,,,,,,
2015/07/16 04:00,2015/07/16 07:00,0.036,0.004,0.053,27.744,0,,,,,,,,,,,,,
2015/07/16 05:00,2015/07/16 08:00,0.184,0.142,0.09,29.856,0,,,,,,,,,,,,,
2015/07/16 06:00,2015/07/16 09:00,0.373,0.346,0.115,31.545,0,,,,,,,,,,,,,
2015/07/16 07:00,2015/07/16 10:00,0.539,0.534,0.149,32.776,0,,,,,,,,,,,,,
2015/07/16 08:00,2015/07/16 11:00,0.604,0.495,0.284,33.65,0,,,,,,,,,,,,,
2015/07/16 09:00,2015/07/16 12:00,0.7,0.636,0.29,34.217,0,,,,,,,,,,,,,
2015/07/16 10:00,2015/07/16 13:00,0.763,0.773,0.256,34.525,0,,,,,,,,,,,,,
2015/07/16 11:00,2015/07/16 14:00,0.758,0.761,0.261,34.606,0,,,,,,,,,,,,,
2015/07/16 12:00,2015/07/16 15:00,0.717,0.723,0.231,34.462,0,,,,,,,,,,,,,
2015/07/16 13:00,2015/07/16 16:00,0.62,0.586,0.217,34.054,0,,,,,,,,,,,,,
2015/07/16 14:00,2015/07/16 17:00,0.472,0.389,0.205,33.359,0,,,,,,,,,,,,,
2015/07/16 15:00,2015/07/16 18:00,0.294,0.186,0.178,32.495,0,,,,,,,,,,,,,
2015/07/16 16:00,2015/07/16 19:00,0.108,0.013,0.131,31.453,0,,,,,,,,,,,,,
2015/07/16 17:00,2015/07/16 20:00,0.029,0,0.05,30.02,0,,,,,,,,,,,,,
2015/07/16 18:00,2015/07/16 21:00,0,0,0,28.752,0,,,,,,,,,,,,,
2015/07/16 19:00,2015/07/16 22:00,0,0,0,27.936,0,,,,,,,,,,,,,
2015/07/16 20:00,2015/07/16 23:00,0,0,0,27.465,0,,,,,,,,,,,,,
2015/07/16 21:00,2015/07/17 00:00,0,0,0,27.57,0,,,,,,,,,,,,,
2015/07/16 22:00,2015/07/17 01:00,0,0,0,27.198,0,,,,,,,,,,,,,
2015/07/16 23:00,2015/07/17 02:00,0,0,0,26.71,0,,,,,,,,,,,,,
2015/07/17 00:00,2015/07/17 03:00,0,0,0,26.243,0,,,,,,,,,,,,,
2015/07/17 01:00,2015/07/17 04:00,0,0,0,25.899,0,,,,,,,,,,,,,
2015/07/17 02:00,2015/07/17 05:00,0,0,0,25.471,0,,,,,,,,,,,,,
2015/07/17 03:00,2015/07/17 06:00,0,0,0.004,25.613,0,,,,,,,,,,,,,
2015/07/17 04:00,2015/07/17 07:00,0.035,0.004,0.053,26.923,0,,,,,,,,,,,,,
2015/07/17 05:00,2015/07/17 08:00,0.186,0.147,0.085,28.646,0,,,,,,,,,,,,,
2015/07/17 06:00,2015/07/17 09:00,0.38,0.365,0.102,30.236,0,,,,,,,,,,,,,
2015/07/17 07:00,2015/07/17 10:00,0.551,0.569,0.126,31.481,0,,,,,,,,,,,,,
2015/07/17 08:00,2015/07/17 11:00,0.681,0.736,0.152,32.367,0,,,,,,,,,,,,,
2015/07/17 09:00,2015/07/17 12:00,0.763,0.847,0.173,32.959,0,,,,,,,,,,,,,
2015/07/17 10:00,2015/07/17 13:00,0.797,0.884,0.194,33.232,0,,,,,,,,,,,,,
2015/07/17 11:00,2015/07/17 14:00,0.785,0.844,0.214,33.237,0,,,,,,,,,,,,,
2015/07/17 12:00,2015/07/17 15:00,0.729,0.75,0.216,33.096,0,,,,,,,,,,,,,
2015/07/17 13:00,2015/07/17 16:00,0.626,0.593,0.214,32.651,0,,,,,,,,,,,,,
2015/07/17 14:00,2015/07/17 17:00,0.476,0.389,0.207,32.089,0,,,,,,,,,,,,,
2015/07/17 15:00,2015/07/17 18:00,0.295,0.186,0.177,31.357,0,,,,,,,,,,,,,
2015/07/17 16:00,2015/07/17 19:00,0.109,0.014,0.131,30.31,0,,,,,,,,,,,,,
2015/07/17 17:00,2015/07/17 20:00,0.029,0,0.049,28.92,0,,,,,,,,,,,,,
2015/07/17 18:00,2015/07/17 21:00,0,0,0,27.53,0,,,,,,,,,,,,,
2015/07/17 19:00,2015/07/17 22:00,0,0,0,26.619,0,,,,,,,,,,,,,
2015/07/17 20:00,2015/07/17 23:00,0,0,0,26.03,0,,,,,,,,,,,,,
2015/07/17 21:00,2015/07/18 00:00,0,0,0,25.703,0,,,,,,,,,,,,,
2015/07/17 22:00,2015/07/18 01:00,0,0,0,25.426,0,,,,,,,,,,,,,
2015/07/17 23:00,2015/07/18 02:00,0,0,0,25.298,0,,,,,,,,,,,,,
2015/07/18 00:00,2015/07/18 03:00,0,0,0,25.106,0,,,,,,,,,,,,,
2015/07/18 01:00,2015/07/18 04:00,0,0,0,24.851,0,,,,,,,,,,,,,
2015/07/18 02:00,2015/07/18 05:00,0,0,0,24.658,0,,,,,,,,,,,,,
2015/07/18 03:00,2015/07/18 06:00,0,0,0.004,24.715,0,,,,,,,,,,,,,
2015/07/18 04:00,2015/07/18 07:00,0.03,0.005,0.045,26.102,0,,,,,,,,,,,,,
2015/07/18 05:00,2015/07/18 08:00,0.187,0.163,0.07,27.848,0,,,,,,,,,,,,,
2015/07/18 06:00,2015/07/18 09:00,0.382,0.371,0.096,29.525,0,,,,,,,,,,,,,
2015/07/18 07:00,2015/07/18 10:00,0.553,0.573,0.124,30.957,0,,,,,,,,,,,,,
2015/07/18 08:00,2015/07/18 11:00,0.681,0.735,0.151,32.118,0,,,,,,,,,,,,,
2015/07/18 09:00,2015/07/18 12:00,0.762,0.842,0.175,32.864,0,,,,,,,,,,,,,
2015/07/18 10:00,2015/07/18 13:00,0.797,0.883,0.195,33.163,0,,,,,,,,,,,,,
2015/07/18 11:00,2015/07/18 14:00,0.787,0.852,0.209,33.078,0,,,,,,,,,,,,,
2015/07/18 12:00,2015/07/18 15:00,0.728,0.74,0.224,32.817,0,,,,,,,,,,,,,
2015/07/18 13:00,2015/07/18 16:00,0.623,0.581,0.221,32.404,0,,,,,,,,,,,,,
2015/07/18 14:00,2015/07/18 17:00,0.476,0.385,0.209,31.765,0,,,,,,,,,,,,,
2015/07/18 15:00,2015/07/18 18:00,0.295,0.184,0.179,30.99,0,,,,,,,,,,,,,
2015/07/18 16:00,2015/07/18 19:00,0.11,0.014,0.131,29.973,0,,,,,,,,,,,,,
2015/07/18 17:00,2015/07/18 20:00,0.029,0,0.049,28.506,0,,,,,,,,,,,,,
2015/07/18 18:00,2015/07/18 21:00,0,0,0,27.262,0,,,,,,,,,,,,,
2015/07/18 19:00,2015/07/18 22:00,0,0,0,26.555,0,,,,,,,,,,,,,
2015/07/18 20:00,2015/07/18 23:00,0,0,0,26.1,0,,,,,,,,,,,,,
2015/07/18 21:00,2015/07/19 00:00,0,0,0,25.833,0,,,,,,,,,,,,,
2015/07/18 22:00,2015/07/19 01:00,0,0,0,25.677,0,,,,,,,,,,,,,
2015/07/18 23:00,2015/07/19 02:00,0,0,0,25.451,0,,,,,,,,,,,,,
2015/07/19 00:00,2015/07/19 03:00,0,0,0,25.066,0,,,,,,,,,,,,,
2015/07/19 01:00,2015/07/19 04:00,0,0,0,24.768,0,,,,,,,,,,,,,
2015/07/19 02:00,2015/07/19 05:00,0,0,0,24.629,0,,,,,,,,,,,,,
2015/07/19 03:00,2015/07/19 06:00,0,0,0.003,24.794,0,,,,,,,,,,,,,
2015/07/19 04:00,2015/07/19 07:00,0.032,0.004,0.049,26.372,0,,,,,,,,,,,,,
2015/07/19 05:00,2015/07/19 08:00,0.184,0.147,0.082,28.546,0,,,,,,,,,,,,,
2015/07/19 06:00,2015/07/19 09:00,0.376,0.353,0.11,30.468,0,,,,,,,,,,,,,
2015/07/19 07:00,2015/07/19 10:00,0.546,0.556,0.134,31.835,0,,,,,,,,,,,,,
2015/07/19 08:00,2015/07/19 11:00,0.676,0.728,0.155,32.772,0,,,,,,,,,,,,,
2015/07/19 09:00,2015/07/19 12:00,0.761,0.843,0.176,33.375,0,,,,,,,,,,,,,
2015/07/19 10:00,2015/07/19 13:00,0.796,0.882,0.197,33.656,0,,,,,,,,,,,,,
2015/07/19 11:00,2015/07/19 14:00,0.783,0.843,0.215,33.671,0,,,,,,,,,,,,,
2015/07/19 12:00,2015/07/19 15:00,0.725,0.735,0.227,33.489,0,,,,,,,,,,,,,
2015/07/19 13:00,2015/07/19 16:00,0.621,0.579,0.223,33.232,0,,,,,,,,,,,,,
2015/07/19 14:00,2015/07/19 17:00,0.473,0.383,0.21,32.81,0,,,,,,,,,,,,,
2015/07/19 15:00,2015/07/19 18:00,0.293,0.184,0.178,32.026,0,,,,,,,,,,,,,
2015/07/19 16:00,2015/07/19 19:00,0.109,0.013,0.131,30.933,0,,,,,,,,,,,,,
2015/07/19 17:00,2015/07/19 20:00,0.028,0,0.047,29.282,0,,,,,,,,,,,,,
2015/07/19 18:00,2015/07/19 21:00,0,0,0,27.85,0,,,,,,,,,,,,,
2015/07/19 19:00,2015/07/19 22:00,0,0,0,27.094,0,,,,,,,,,,,,,
2015/07/19 20:00,2015/07/19 23:00,0,0,0,26.375,0,,,,,,,,,,,,,
2015/07/19 21:00,2015/07/20 00:00,0,0,0,25.942,0,,,,,,,,,,,,,
2015/07/19 22:00,2015/07/20 01:00,0,0,0,25.719,0,,,,,,,,,,,,,
2015/07/19 23:00,2015/07/20 02:00,0,0,0,25.496,0,,,,,,,,,,,,,
2015/07/20 00:00,2015/07/20 03:00,0,0,0,25.266,0,,,,,,,,,,,,,
2015/07/20 01:00,2015/07/20 04:00,0,0,0,24.996,0,,,,,,,,,,,,,
2015/07/20 02:00,2015/07/20 05:00,0,0,0,24.65,0,,,,,,,,,,,,,
2015/07/20 03:00,2015/07/20 06:00,0,0,0.004,24.631,0,,,,,,,,,,,,,
2015/07/20 04:00,2015/07/20 07:00,0.03,0.004,0.046,26.379,0,,,,,,,,,,,,,
2015/07/20 05:00,2015/07/20 08:00,0.184,0.157,0.073,28.26,0,,,,,,,,,,,,,
2015/07/20 06:00,2015/07/20 09:00,0.38,0.368,0.098,30.299,0,,,,,,,,,,,,,
2015/07/20 07:00,2015/07/20 10:00,0.549,0.57,0.125,32.205,0,,,,,,,,,,,,,
2015/07/20 08:00,2015/07/20 11:00,0.678,0.741,0.149,33.685,0,,,,,,,,,,,,,
2015/07/20 09:00,2015/07/20 12:00,0.759,0.853,0.171,34.56,0,,,,,,,,,,,,,
2015/07/20 10:00,2015/07/20 13:00,0.793,0.893,0.19,35.044,0,,,,,,,,,,,,,
2015/07/20 11:00,2015/07/20 14:00,0.78,0.855,0.207,35.132,0,,,,,,,,,,,,,
2015/07/20 12:00,2015/07/20 15:00,0.722,0.747,0.219,35.004,0,,,,,,,,,,,,,
2015/07/20 13:00,2015/07/20 16:00,0.62,0.589,0.217,34.698,0,,,,,,,,,,,,,
2015/07/20 14:00,2015/07/20 17:00,0.471,0.388,0.207,34.215,0,,,,,,,,,,,,,
2015/07/20 15:00,2015/07/20 18:00,0.291,0.184,0.179,33.425,0,,,,,,,,,,,,,
2015/07/20 16:00,2015/07/20 19:00,0.108,0.013,0.131,32.146,0,,,,,,,,,,,,,
2015/07/20 17:00,2015/07/20 20:00,0.027,0,0.047,29.222,0,,,,,,,,,,,,,
2015/07/20 18:00,2015/07/20 21:00,0,0,0,27.44,0,,,,,,,,,,,,,
2015/07/20 19:00,2015/07/20 22:00,0,0,0,26.614,0,,,,,,,,,,,,,
2015/07/20 20:00,2015/07/20 23:00,0,0,0,26.113,0,,,,,,,,,,,,,
2015/07/20 21:00,2015/07/21 00:00,0,0,0,25.862,0,,,,,,,,,,,,,
2015/07/20 22:00,2015/07/21 01:00,0,0,0,25.747,0,,,,,,,,,,,,,
2015/07/20 23:00,2015/07/21 02:00,0,0,0,25.646,0,,,,,,,,,,,,,
2015/07/21 00:00,2015/07/21 03:00,0,0,0,25.493,0,,,,,,,,,,,,,
2015/07/21 01:00,2015/07/21 04:00,0,0,0,25.342,0,,,,,,,,,,,,,
2015/07/21 02:00,2015/07/21 05:00,0,0,0,25.23,0,,,,,,,,,,,,,
2015/07/21 03:00,2015/07/21 06:00,0,0,0.003,25.439,0,,,,,,,,,,,,,
2015/07/21 04:00,2015/07/21 07:00,0.033,0.003,0.051,27.546,0,,,,,,,,,,,,,
2015/07/21 05:00,2015/07/21 08:00,0.182,0.145,0.083,29.749,0,,,,,,,,,,,,,
2015/07/21 06:00,2015/07/21 09:00,0.373,0.354,0.107,32.091,0,,,,,,,,,,,,,
2015/07/21 07:00,2015/07/21 10:00,0.542,0.559,0.132,33.916,0,,,,,,,,,,,,,
2015/07/21 08:00,2015/07/21 11:00,0.67,0.729,0.156,34.968,0,,,,,,,,,,,,,
2015/07/21 09:00,2015/07/21 12:00,0.754,0.846,0.175,35.525,0,,,,,,,,,,,,,
2015/07/21 10:00,2015/07/21 13:00,0.789,0.89,0.192,35.962,0,,,,,,,,,,,,,
2015/07/21 11:00,2015/07/21 14:00,0.779,0.86,0.206,36.121,0,,,,,,,,,,,,,
2015/07/21 12:00,2015/07/21 15:00,0.717,0.739,0.225,35.989,0,,,,,,,,,,,,,
2015/07/21 13:00,2015/07/21 16:00,0.615,0.582,0.222,35.576,0,,,,,,,,,,,,,
2015/07/21 14:00,2015/07/21 17:00,0.47,0.387,0.208,34.93,0,,,,,,,,,,,,,
2015/07/21 15:00,2015/07/21 18:00,0.29,0.186,0.177,33.982,0,,,,,,,,,,,,,
2015/07/21 16:00,2015/07/21 19:00,0.107,0.013,0.13,32.614,0,,,,,,,,,,,,,
2015/07/21 17:00,2015/07/21 20:00,0.026,0,0.046,30.742,0,,,,,,,,,,,,,
2015/07/21 18:00,2015/07/21 21:00,0,0,0,29.312,0,,,,,,,,,,,,,
2015/07/21 19:00,2015/07/21 22:00,0,0,0,28.556,0,,,,,,,,,,,,,
2015/07/21 20:00,2015/07/21 23:00,0,0,0,28.083,0,,,,,,,,,,,,,
2015/07/21 21:00,2015/07/22 00:00,0,0,0,27.835,0,,,,,,,,,,,,,
2015/07/21 22:00,2015/07/22 01:00,0,0,0,27.65,0,,,,,,,,,,,,,
2015/07/21 23:00,2015/07/22 02:00,0,0,0,27.348,0,,,,,,,,,,,,,
2015/07/22 00:00,2015/07/22 03:00,0,0,0,26.931,0,,,,,,,,,,,,,
2015/07/22 01:00,2015/07/22 04:00,0,0,0,26.517,0,,,,,,,,,,,,,
2015/07/22 02:00,2015/07/22 05:00,0,0,0,26.162,0,,,,,,,,,,,,,
2015/07/22 03:00,2015/07/22 06:00,0,0,0.002,25.937,0,,,,,,,,,,,,,
2015/07/22 04:00,2015/07/22 07:00,0.033,0.003,0.051,26.941,0,,,,,,,,,,,,,
2015/07/22 05:00,2015/07/22 08:00,0.18,0.135,0.09,28.77,0,,,,,,,,,,,,,
2015/07/22 06:00,2015/07/22 09:00,0.372,0.342,0.115,30.616,0,,,,,,,,,,,,,
2015/07/22 07:00,2015/07/22 10:00,0.543,0.548,0.139,32.023,0,,,,,,,,,,,,,
2015/07/22 08:00,2015/07/22 11:00,0.675,0.724,0.159,32.988,0,,,,,,,,,,,,,
2015/07/22 09:00,2015/07/22 12:00,0.76,0.841,0.177,33.621,0,,,,,,,,,,,,,
2015/07/22 10:00,2015/07/22 13:00,0.797,0.89,0.192,33.923,0,,,,,,,,,,,,,
2015/07/22 11:00,2015/07/22 14:00,0.787,0.859,0.207,33.892,0,,,,,,,,,,,,,
2015/07/22 12:00,2015/07/22 15:00,0.727,0.745,0.221,33.719,0,,,,,,,,,,,,,
2015/07/22 13:00,2015/07/22 16:00,0.621,0.581,0.223,33.417,0,,,,,,,,,,,,,
2015/07/22 14:00,2015/07/22 17:00,0.474,0.385,0.21,32.929,0,,,,,,,,,,,,,
2015/07/22 15:00,2015/07/22 18:00,0.293,0.184,0.178,32.266,0,,,,,,,,,,,,,
2015/07/22 16:00,2015/07/22 19:00,0.108,0.013,0.13,31.296,0,,,,,,,,,,,,,
2015/07/22 17:00,2015/07/22 20:00,0.026,0,0.045,29.756,0,,,,,,,,,,,,,
2015/07/22 18:00,2015/07/22 21:00,0,0,0,28.441,0,,,,,,,,,,,,,
2015/07/22 19:00,2015/07/22 22:00,0,0,0,27.782,0,,,,,,,,,,,,,
2015/07/22 20:00,2015/07/22 23:00,0,0,0,27.382,0,,,,,,,,,,,,,
2015/07/22 21:00,2015/07/23 00:00,0,0,0,27.139,0,,,,,,,,,,,,,
2015/07/22 22:00,2015/07/23 01:00,0,0,0,26.825,0,,,,,,,,,,,,,
2015/07/22 23:00,2015/07/23 02:00,0,0,0,26.289,0,,,,,,,,,,,,,
2015/07/23 00:00,2015/07/23 03:00,0,0,0,25.808,0,,,,,,,,,,,,,
2015/07/23 01:00,2015/07/23 04:00,0,0,0,25.479,0,,,,,,,,,,,,,
2015/07/23 02:00,2015/07/23 05:00,0,0,0,25.202,0,,,,,,,,,,,,,
2015/07/23 03:00,2015/07/23 06:00,0,0,0.003,24.94,0,,,,,,,,,,,,,
2015/07/23 04:00,2015/07/23 07:00,0.027,0.004,0.042,25.568,0,,,,,,,,,,,,,
2015/07/23 05:00,2015/07/23 08:00,0.183,0.158,0.069,26.747,0,,,,,,,,,,,,,
2015/07/23 06:00,2015/07/23 09:00,0.382,0.368,0.097,28.185,0,,,,,,,,,,,,,
2015/07/23 07:00,2015/07/23 10:00,0.556,0.571,0.125,29.619,0,,,,,,,,,,,,,
2015/07/23 08:00,2015/07/23 11:00,0.686,0.736,0.152,30.784,0,,,,,,,,,,,,,
2015/07/23 09:00,2015/07/23 12:00,0.769,0.852,0.171,31.896,0,,,,,,,,,,,,,
2015/07/23 10:00,2015/07/23 13:00,0.803,0.894,0.19,32.671,0,,,,,,,,,,,,,
2015/07/23 11:00,2015/07/23 14:00,0.79,0.859,0.207,33.154,0,,,,,,,,,,,,,
2015/07/23 12:00,2015/07/23 15:00,0.729,0.75,0.219,33.527,0,,,,,,,,,,,,,
2015/07/23 13:00,2015/07/23 16:00,0.623,0.587,0.221,33.626,0,,,,,,,,,,,,,
2015/07/23 14:00,2015/07/23 17:00,0.473,0.388,0.208,33.445,0,,,,,,,,,,,,,
2015/07/23 15:00,2015/07/23 18:00,0.292,0.183,0.18,32.86,0,,,,,,,,,,,,,
2015/07/23 16:00,2015/07/23 19:00,0.108,0.013,0.131,31.81,0,,,,,,,,,,,,,
2015/07/23 17:00,2015/07/23 20:00,0.025,0,0.044,29.764,0,,,,,,,,,,,,,
2015/07/23 18:00,2015/07/23 21:00,0,0,0,28.168,0,,,,,,,,,,,,,
2015/07/23 19:00,2015/07/23 22:00,0,0,0,27.102,0,,,,,,,,,,,,,
2015/07/23 20:00,2015/07/23 23:00,0,0,0,26.222,0,,,,,,,,,,,,,
2015/07/23 21:00,2015/07/24 00:00,0,0,0,25.593,0,,,,,,,,,,,,,
2015/07/23 22:00,2015/07/24 01:00,0,0,0,25.194,0,,,,,,,,,,,,,
2015/07/23 23:00,2015/07/24 02:00,0,0,0,24.957,0,,,,,,,,,,,,,
2015/07/24 00:00,2015/07/24 03:00,0,0,0,24.782,0,,,,,,,,,,,,,
2015/07/24 01:00,2015/07/24 04:00,0,0,0,24.569,0,,,,,,,,,,,,,
2015/07/24 02:00,2015/07/24 05:00,0,0,0,24.312,0,,,,,,,,,,,,,
2015/07/24 03:00,2015/07/24 06:00,0,0,0.002,24.287,0,,,,,,,,,,,,,
2015/07/24 04:00,2015/07/24 07:00,0.031,0.003,0.048,26.194,0,,,,,,,,,,,,,
2015/07/24 05:00,2015/07/24 08:00,0.18,0.137,0.087,27.761,0,,,,,,,,,,,,,
2015/07/24 06:00,2015/07/24 09:00,0.374,0.347,0.111,29.583,0,,,,,,,,,,,,,
2015/07/24 07:00,2015/07/24 10:00,0.547,0.556,0.134,31.422,0,,,,,,,,,,,,,
2015/07/24 08:00,2015/07/24 11:00,0.676,0.726,0.158,32.922,0,,,,,,,,,,,,,
2015/07/24 09:00,2015/07/24 12:00,0.759,0.844,0.176,34.075,0,,,,,,,,,,,,,
2015/07/24 10:00,2015/07/24 13:00,0.794,0.893,0.191,34.84,0,,,,,,,,,,,,,
2015/07/24 11:00,2015/07/24 14:00,0.783,0.861,0.206,35.259,0,,,,,,,,,,,,,
2015/07/24 12:00,2015/07/24 15:00,0.722,0.745,0.223,35.404,0,,,,,,,,,,,,,
2015/07/24 13:00,2015/07/24 16:00,0.617,0.584,0.222,35.271,0,,,,,,,,,,,,,
2015/07/24 14:00,2015/07/24 17:00,0.47,0.386,0.209,34.873,0,,,,,,,,,,,,,
2015/07/24 15:00,2015/07/24 18:00,0.29,0.182,0.18,34.169,0,,,,,,,,,,,,,
2015/07/24 16:00,2015/07/24 19:00,0.106,0.013,0.13,32.968,0,,,,,,,,,,,,,
2015/07/24 17:00,2015/07/24 20:00,0.024,0,0.043,30.174,0,,,,,,,,,,,,,
2015/07/24 18:00,2015/07/24 21:00,0,0,0,28.446,0,,,,,,,,,,,,,
2015/07/24 19:00,2015/07/24 22:00,0,0,0,27.317,0,,,,,,,,,,,,,
2015/07/24 20:00,2015/07/24 23:00,0,0,0,26.367,0,,,,,,,,,,,,,
2015/07/24 21:00,2015/07/25 00:00,0,0,0,25.785,0,,,,,,,,,,,,,
2015/07/24 22:00,2015/07/25 01:00,0,0,0,25.485,0,,,,,,,,,,,,,
2015/07/24 23:00,2015/07/25 02:00,0,0,0,25.371,0,,,,,,,,,,,,,
2015/07/25 00:00,2015/07/25 03:00,0,0,0,25.248,0,,,,,,,,,,,,,
2015/07/25 01:00,2015/07/25 04:00,0,0,0,25.047,0,,,,,,,,,,,,,
2015/07/25 02:00,2015/07/25 05:00,0,0,0,24.782,0,,,,,,,,,,,,,
2015/07/25 03:00,2015/07/25 06:00,0,0,0.001,24.561,0,,,,,,,,,,,,,
2015/07/25 04:00,2015/07/25 07:00,0.032,0.002,0.05,25.745,0,,,,,,,,,,,,,
2015/07/25 05:00,2015/07/25 08:00,0.177,0.126,0.094,27.708,0,,,,,,,,,,,,,
2015/07/25 06:00,2015/07/25 09:00,0.369,0.337,0.118,31.005,0,,,,,,,,,,,,,
2015/07/25 07:00,2015/07/25 10:00,0.537,0.543,0.142,33.922,0,,,,,,,,,,,,,
2015/07/25 08:00,2015/07/25 11:00,0.666,0.72,0.161,35.531,0,,,,,,,,,,,,,
2015/07/25 09:00,2015/07/25 12:00,0.749,0.836,0.181,36.356,0,,,,,,,,,,,,,
2015/07/25 10:00,2015/07/25 13:00,0.785,0.88,0.199,36.675,0,,,,,,,,,,,,,
2015/07/25 11:00,2015/07/25 14:00,0.771,0.833,0.223,36.642,0,,,,,,,,,,,,,
2015/07/25 12:00,2015/07/25 15:00,0.716,0.734,0.229,36.29,0,,,,,,,,,,,,,
2015/07/25 13:00,2015/07/25 16:00,0.615,0.582,0.222,35.627,0,,,,,,,,,,,,,
2015/07/25 14:00,2015/07/25 17:00,0.468,0.379,0.213,34.718,0,,,,,,,,,,,,,
2015/07/25 15:00,2015/07/25 18:00,0.289,0.178,0.182,33.57,0,,,,,,,,,,,,,
2015/07/25 16:00,2015/07/25 19:00,0.107,0.012,0.131,32.117,0,,,,,,,,,,,,,
2015/07/25 17:00,2015/07/25 20:00,0.022,0,0.041,30.078,0,,,,,,,,,,,,,
2015/07/25 18:00,2015/07/25 21:00,0,0,0,28.477,0,,,,,,,,,,,,,
2015/07/25 19:00,2015/07/25 22:00,0,0,0,27.564,0,,,,,,,,,,,,,
2015/07/25 20:00,2015/07/25 23:00,0,0,0,26.914,0,,,,,,,,,,,,,
2015/07/25 21:00,2015/07/26 00:00,0,0,0,26.391,0,,,,,,,,,,,,,
2015/07/25 22:00,2015/07/26 01:00,0,0,0,26.048,0,,,,,,,,,,,,,
2015/07/25 23:00,2015/07/26 02:00,0,0,0,25.85,0,,,,,,,,,,,,,
2015/07/26 00:00,2015/07/26 03:00,0,0,0,25.752,0,,,,,,,,,,,,,
2015/07/26 01:00,2015/07/26 04:00,0,0,0,25.648,0,,,,,,,,,,,,,
2015/07/26 02:00,2015/07/26 05:00,0,0,0,25.711,0,,,,,,,,,,,,,
2015/07/26 03:00,2015/07/26 06:00,0,0,0,25.671,0,,,,,,,,,,,,,
2015/07/26 04:00,2015/07/26 07:00,0.031,0.001,0.05,26.685,0,,,,,,,,,,,,,
2015/07/26 05:00,2015/07/26 08:00,0.169,0.098,0.115,29.591,0,,,,,,,,,,,,,
2015/07/26 06:00,2015/07/26 09:00,0.356,0.303,0.139,32.837,0,,,,,,,,,,,,,
2015/07/26 07:00,2015/07/26 10:00,0.526,0.516,0.158,35.173,0,,,,,,,,,,,,,
2015/07/26 08:00,2015/07/26 11:00,0.656,0.693,0.178,36.695,0,,,,,,,,,,,,,
2015/07/26 09:00,2015/07/26 12:00,0.728,0.774,0.216,37.49,0,,,,,,,,,,,,,
2015/07/26 10:00,2015/07/26 13:00,0.751,0.765,0.263,37.662,0,,,,,,,,,,,,,
