# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
2015/04/20 01:00,2015/04/20 04:00,0,0,0,11.85,0,,,,,,,,,,,,,
2015/04/20 02:00,2015/04/20 05:00,0,0,0,11.53,0,,,,,,,,,,,,,
2015/04/20 03:00,2015/04/20 06:00,0,0,0,11.429,0,,,,,,,,,,,,,
2015/04/20 04:00,2015/04/20 07:00,0.01,0,0.022,11.807,0,,,,,,,,,,,,,
2015/04/20 05:00,2015/04/20 08:00,0.1,0.017,0.107,12.762,0,,,,,,,,,,,,,
2015/04/20 06:00,2015/04/20 09:00,0.172,0.022,0.181,13.991,0,,,,,,,,,,,,,
2015/04/20 07:00,2015/04/20 10:00,0.331,0.103,0.277,15.249,0,,,,,,,,,,,,,
2015/04/20 08:00,2015/04/20 11:00,0.298,0.023,0.321,16.157,0,,,,,,,,,,,,,
2015/04/20 09:00,2015/04/20 12:00,0.407,0.08,0.391,16.76,0,,,,,,,,,,,,,
2015/04/20 10:00,2015/04/20 13:00,0.6,0.243,0.469,17.358,0,,,,,,,,,,,,,
2015/04/20 11:00,2015/04/20 14:00,0.695,0.433,0.409,17.924,0,,,,,,,,,,,,,
2015/04/20 12:00,2015/04/20 15:00,0.642,0.392,0.379,18.259,0,,,,,,,,,,,,,
2015/04/20 13:00,2015/04/20 16:00,0.597,0.421,0.29,18.168,0,,,,,,,,,,,,,
2015/04/20 14:00,2015/04/20 17:00,0.451,0.299,0.227,17.8,0,,,,,,,,,,,,,
2015/04/20 15:00,2015/04/20 18:00,0.24,0.107,0.173,17.185,0,,,,,,,,,,,,,
2015/04/20 16:00,2015/04/20 19:00,0.065,0,0.088,16.226,0,,,,,,,,,,,,,
2015/04/20 17:00,2015/04/20 20:00,0,0,0.006,15.139,0,,,,,,,,,,,,,
2015/04/20 18:00,2015/04/20 21:00,0,0,0,14.453,0,,,,,,,,,,,,,
2015/04/20 19:00,2015/04/20 22:00,0,0,0,13.673,0,,,,,,,,,,,,,
2015/04/20 20:00,2015/04/20 23:00,0,0,0,12.877,0,,,,,,,,,,,,,
2015/04/20 21:00,2015/04/21 00:00,0,0,0,12.6,0,,,,,,,,,,,,,
2015/04/20 22:00,2015/04/21 01:00,0,0,0,12.556,0,,,,,,,,,,,,,
2015/04/20 23:00,2015/04/21 02:00,0,0,0,12.508,0,,,,,,,,,,,,,
2015/04/21 00:00,2015/04/21 03:00,0,0,0,12.496,0,,,,,,,,,,,,,
2015/04/21 01:00,2015/04/21 04:00,0,0,0,12.338,0,,,,,,,,,,,,,
2015/04/21 02:00,2015/04/21 05:00,0,0,0,11.844,0,,,,,,,,,,,,,
2015/04/21 03:00,2015/04/21 06:00,0,0,0,11.251,0,,,,,,,,,,,,,
2015/04/21 04:00,2015/04/21 07:00,0.02,0.005,0.031,12.275,0,,,,,,,,,,,,,
2015/04/21 05:00,2015/04/21 08:00,0.186,0.142,0.077,14.663,0,,,,,,,,,,,,,
2015/04/21 06:00,2015/04/21 09:00,0.412,0.368,0.109,16.881,0,,,,,,,,,,,,,
2015/04/21 07:00,2015/04/21 10:00,0.61,0.591,0.137,18.236,0,,,,,,,,,,,,,
2015/04/21 08:00,2015/04/21 11:00,0.753,0.765,0.165,19.087,0,,,,,,,,,,,,,
2015/04/21 09:00,2015/04/21 12:00,0.682,0.468,0.363,19.646,0,,,,,,,,,,,,,
2015/04/21 10:00,2015/04/21 13:00,0.449,0.115,0.414,19.939,0,,,,,,,,,,,,,
2015/04/21 11:00,2015/04/21 14:00,0.255,0.023,0.277,19.721,0,,,,,,,,,,,,,
2015/04/21 12:00,2015/04/21 15:00,0.169,0.041,0.163,19.063,0,,,,,,,,,,,,,
2015/04/21 13:00,2015/04/21 16:00,0.549,0.368,0.281,18.381,0,,,,,,,,,,,,,
2015/04/21 14:00,2015/04/21 17:00,0.474,0.346,0.208,17.601,0,,,,,,,,,,,,,
2015/04/21 15:00,2015/04/21 18:00,0.249,0.125,0.165,16.681,0,,,,,,,,,,,,,
2015/04/21 16:00,2015/04/21 19:00,0.068,0,0.091,14.974,0,,,,,,,,,,,,,
2015/04/21 17:00,2015/04/21 20:00,0,0,0.006,12.705,0,,,,,,,,,,,,,
2015/04/21 18:00,2015/04/21 21:00,0,0,0,11.825,0,,,,,,,,,,,,,
2015/04/21 19:00,2015/04/21 22:00,0,0,0,11.406,0,,,,,,,,,,,,,
2015/04/21 20:00,2015/04/21 23:00,0,0,0,11.445,0,,,,,,,,,,,,,
2015/04/21 21:00,2015/04/22 00:00,0,0,0,11.725,0,,,,,,,,,,,,,
2015/04/21 22:00,2015/04/22 01:00,0,0,0,12.232,0,,,,,,,,,,,,,
2015/04/21 23:00,2015/04/22 02:00,0,0,0,12.26,0,,,,,,,,,,,,,
2015/04/22 00:00,2015/04/22 03:00,0,0,0,11.959,0,,,,,,,,,,,,,
2015/04/22 01:00,2015/04/22 04:00,0,0,0,11.661,0,,,,,,,,,,,,,
2015/04/22 02:00,2015/04/22 05:00,0,0,0,11.542,0,,,,,,,,,,,,,
2015/04/22 03:00,2015/04/22 06:00,0,0,0,11.28,0,,,,,,,,,,,,,
2015/04/22 04:00,2015/04/22 07:00,0.015,0.002,0.028,11.588,0,,,,,,,,,,,,,
2015/04/22 05:00,2015/04/22 08:00,0.183,0.123,0.092,13.659,0,,,,,,,,,,,,,
2015/04/22 06:00,2015/04/22 09:00,0.413,0.357,0.118,15.219,0,,,,,,,,,,,,,
2015/04/22 07:00,2015/04/22 10:00,0.608,0.575,0.146,17.126,0,,,,,,,,,,,,,
2015/04/22 08:00,2015/04/22 11:00,0.734,0.698,0.2,18.294,0,,,,,,,,,,,,,
2015/04/22 09:00,2015/04/22 12:00,0.779,0.681,0.286,18.981,0,,,,,,,,,,,,,
2015/04/22 10:00,2015/04/22 13:00,0.837,0.783,0.275,19.44,0,,,,,,,,,,,,,
2015/04/22 11:00,2015/04/22 14:00,0.85,0.84,0.239,19.684,0,,,,,,,,,,,,,
2015/04/22 12:00,2015/04/22 15:00,0.741,0.637,0.279,19.718,0,,,,,,,,,,,,,
2015/04/22 13:00,2015/04/22 16:00,0.583,0.409,0.289,19.586,0,,,,,,,,,,,,,
2015/04/22 14:00,2015/04/22 17:00,0.384,0.201,0.248,19.336,0,,,,,,,,,,,,,
2015/04/22 15:00,2015/04/22 18:00,0.189,0.052,0.174,18.715,0,,,,,,,,,,,,,
2015/04/22 16:00,2015/04/22 19:00,0.062,0,0.086,17.303,0,,,,,,,,,,,,,
2015/04/22 17:00,2015/04/22 20:00,0,0,0.003,15.947,0,,,,,,,,,,,,,
2015/04/22 18:00,2015/04/22 21:00,0,0,0,14.969,0,,,,,,,,,,,,,
2015/04/22 19:00,2015/04/22 22:00,0,0,0,14.07,0,,,,,,,,,,,,,
2015/04/22 20:00,2015/04/22 23:00,0,0,0,13.393,0,,,,,,,,,,,,,
2015/04/22 21:00,2015/04/23 00:00,0,0,0,12.238,0,,,,,,,,,,,,,
2015/04/22 22:00,2015/04/23 01:00,0,0,0,10.989,0,,,,,,,,,,,,,
2015/04/22 23:00,2015/04/23 02:00,0,0,0,10.129,0,,,,,,,,,,,,,
2015/04/23 00:00,2015/04/23 03:00,0,0,0,9.681,0,,,,,,,,,,,,,
2015/04/23 01:00,2015/04/23 04:00,0,0,0,9.561,0,,,,,,,,,,,,,
2015/04/23 02:00,2015/04/23 05:00,0,0,0,9.659,0,,,,,,,,,,,,,
2015/04/23 03:00,2015/04/23 06:00,0,0,0,9.743,0,,,,,,,,,,,,,
2015/04/23 04:00,2015/04/23 07:00,0.023,0.006,0.033,10.908,0,,,,,,,,,,,,,
2015/04/23 05:00,2015/04/23 08:00,0.192,0.144,0.08,13.222,0,,,,,,,,,,,,,
2015/04/23 06:00,2015/04/23 09:00,0.408,0.34,0.128,14.356,0,,,,,,,,,,,,,
2015/04/23 07:00,2015/04/23 10:00,0.549,0.43,0.21,15.327,0,,,,,,,,,,,,,
2015/04/23 08:00,2015/04/23 11:00,0.482,0.2,0.359,16.126,0,,,,,,,,,,,,,
2015/04/23 09:00,2015/04/23 12:00,0.589,0.273,0.422,16.617,0,,,,,,,,,,,,,
2015/04/23 10:00,2015/04/23 13:00,0.715,0.487,0.379,17.088,0,,,,,,,,,,,,,
2015/04/23 11:00,2015/04/23 14:00,0.777,0.62,0.339,17.756,0,,,,,,,,,,,,,
2015/04/23 12:00,2015/04/23 15:00,0.749,0.638,0.281,18.153,0,,,,,,,,,,,,,
2015/04/23 13:00,2015/04/23 16:00,0.629,0.499,0.255,18.336,0,,,,,,,,,,,,,
2015/04/23 14:00,2015/04/23 17:00,0.481,0.365,0.199,18.123,0,,,,,,,,,,,,,
2015/04/23 15:00,2015/04/23 18:00,0.249,0.114,0.177,17.439,0,,,,,,,,,,,,,
2015/04/23 16:00,2015/04/23 19:00,0.068,0,0.092,15.474,0,,,,,,,,,,,,,
2015/04/23 17:00,2015/04/23 20:00,0.001,0,0.008,13.018,0,,,,,,,,,,,,,
2015/04/23 18:00,2015/04/23 21:00,0,0,0,12.338,0,,,,,,,,,,,,,
2015/04/23 19:00,2015/04/23 22:00,0,0,0,12.072,0,,,,,,,,,,,,,
2015/04/23 20:00,2015/04/23 23:00,0,0,0,11.998,0,,,,,,,,,,,,,
2015/04/23 21:00,2015/04/24 00:00,0,0,0,11.852,0,,,,,,,,,,,,,
2015/04/23 22:00,2015/04/24 01:00,0,0,0,11.585,0,,,,,,,,,,,,,
2015/04/23 23:00,2015/04/24 02:00,0,0,0,11.441,0,,,,,,,,,,,,,
2015/04/24 00:00,2015/04/24 03:00,0,0,0,11.458,0,,,,,,,,,,,,,
2015/04/24 01:00,2015/04/24 04:00,0,0,0,11.498,0,,,,,,,,,,,,,
2015/04/24 02:00,2015/04/24 05:00,0,0,0,11.478,0,,,,,,,,,,,,,
2015/04/24 03:00,2015/04/24 06:00,0,0,0,11.624,0,,,,,,,,,,,,,
2015/04/24 04:00,2015/04/24 07:00,0.018,0.004,0.028,12.892,0,,,,,,,,,,,,,
2015/04/24 05:00,2015/04/24 08:00,0.186,0.129,0.09,14.936,0,,,,,,,,,,,,,
2015/04/24 06:00,2015/04/24 09:00,0.401,0.322,0.141,16.09,0,,,,,,,,,,,,,
2015/04/24 07:00,2015/04/24 10:00,0.559,0.447,0.212,17.805,0,,,,,,,,,,,,,
2015/04/24 08:00,2015/04/24 11:00,0.752,0.757,0.173,19.187,0,,,,,,,,,,,,,
2015/04/24 09:00,2015/04/24 12:00,0.825,0.822,0.221,20.016,0,,,,,,,,,,,,,
2015/04/24 10:00,2015/04/24 13:00,0.754,0.586,0.351,20.36,0,,,,,,,,,,,,,
2015/04/24 11:00,2015/04/24 14:00,0.758,0.588,0.354,19.93,0,,,,,,,,,,,,,
2015/04/24 12:00,2015/04/24 15:00,0.512,0.173,0.432,19.188,0,,,,,,,,,,,,,
2015/04/24 13:00,2015/04/24 16:00,0.433,0.138,0.368,18.555,0,,,,,,,,,,,,,
2015/04/24 14:00,2015/04/24 17:00,0.295,0.073,0.271,17.994,0,,,,,,,,,,,,,
2015/04/24 15:00,2015/04/24 18:00,0.247,0.115,0.174,17.399,0,,,,,,,,,,,,,
2015/04/24 16:00,2015/04/24 19:00,0.07,0,0.094,16.355,0,,,,,,,,,,,,,
2015/04/24 17:00,2015/04/24 20:00,0,0,0.006,15.043,0,,,,,,,,,,,,,
2015/04/24 18:00,2015/04/24 21:00,0,0,0,14.755,0,,,,,,,,,,,,,
2015/04/24 19:00,2015/04/24 22:00,0,0,0,14.364,0,,,,,,,,,,,,,
2015/04/24 20:00,2015/04/24 23:00,0,0,0,14.179,0,,,,,,,,,,,,,
2015/04/24 21:00,2015/04/25 00:00,0,0,0,13.967,0,,,,,,,,,,,,,
2015/04/24 22:00,2015/04/25 01:00,0,0,0,13.842,0,,,,,,,,,,,,,
2015/04/24 23:00,2015/04/25 02:00,0,0,0,13.519,0,,,,,,,,,,,,,
2015/04/25 00:00,2015/04/25 03:00,0,0,0,13.275,0,,,,,,,,,,,,,
2015/04/25 01:00,2015/04/25 04:00,0,0,0,13.136,0,,,,,,,,,,,,,
2015/04/25 02:00,2015/04/25 05:00,0,0,0,13.33,0,,,,,,,,,,,,,
2015/04/25 03:00,2015/04/25 06:00,0,0,0,13.347,0,,,,,,,,,,,,,
2015/04/25 04:00,2015/04/25 07:00,0.009,0.001,0.02,14.605,0,,,,,,,,,,,,,
2015/04/25 05:00,2015/04/25 08:00,0.131,0.094,0.066,16.63,0,,,,,,,,,,,,,
2015/04/25 06:00,2015/04/25 09:00,0.218,0.095,0.161,17.675,0,,,,,,,,,,,,,
2015/04/25 07:00,2015/04/25 10:00,0.589,0.525,0.176,18.551,0,,,,,,,,,,,,,
2015/04/25 08:00,2015/04/25 11:00,0.712,0.642,0.23,19.173,0,,,,,,,,,,,,,
2015/04/25 09:00,2015/04/25 12:00,0.713,0.516,0.359,19.665,0,,,,,,,,,,,,,
2015/04/25 10:00,2015/04/25 13:00,0.643,0.359,0.42,20.019,0,,,,,,,,,,,,,
2015/04/25 11:00,2015/04/25 14:00,0.796,0.691,0.309,20.357,0,,,,,,,,,,,,,
2015/04/25 12:00,2015/04/25 15:00,0.765,0.703,0.252,20.673,0,,,,,,,,,,,,,
2015/04/25 13:00,2015/04/25 16:00,0.502,0.291,0.306,20.739,0,,,,,,,,,,,,,
2015/04/25 14:00,2015/04/25 17:00,0.14,0.008,0.166,20.594,0,,,,,,,,,,,,,
2015/04/25 15:00,2015/04/25 18:00,0.062,0.002,0.085,19.925,0,,,,,,,,,,,,,
2015/04/25 16:00,2015/04/25 19:00,0.043,0,0.063,18.33,0,,,,,,,,,,,,,
2015/04/25 17:00,2015/04/25 20:00,0,0,0.004,16.277,0,,,,,,,,,,,,,
2015/04/25 18:00,2015/04/25 21:00,0,0,0,15.454,0,,,,,,,,,,,,,
2015/04/25 19:00,2015/04/25 22:00,0,0,0,14.756,0,,,,,,,,,,,,,
2015/04/25 20:00,2015/04/25 23:00,0,0,0,14.194,0,,,,,,,,,,,,,
2015/04/25 21:00,2015/04/26 00:00,0,0,0,13.947,0,,,,,,,,,,,,,
2015/04/25 22:00,2015/04/26 01:00,0,0,0,14.05,0,,,,,,,,,,,,,
2015/04/25 23:00,2015/04/26 02:00,0,0,0,13.903,0,,,,,,,,,,,,,
2015/04/26 00:00,2015/04/26 03:00,0,0,0,13.516,0,,,,,,,,,,,,,
2015/04/26 01:00,2015/04/26 04:00,0,0,0,13.299,0,,,,,,,,,,,,,
2015/04/26 02:00,2015/04/26 05:00,0,0,0,13.049,0,,,,,,,,,,,,,
2015/04/26 03:00,2015/04/26 06:00,0,0,0,12.701,0,,,,,,,,,,,,,
2015/04/26 04:00,2015/04/26 07:00,0.026,0.005,0.038,13.998,0,,,,,,,,,,,,,
2015/04/26 05:00,2015/04/26 08:00,0.183,0.116,0.101,16.485,0,,,,,,,,,,,,,
2015/04/26 06:00,2015/04/26 09:00,0.398,0.324,0.14,18.454,0,,,,,,,,,,,,,
2015/04/26 07:00,2015/04/26 10:00,0.59,0.534,0.173,19.617,0,,,,,,,,,,,,,
2015/04/26 08:00,2015/04/26 11:00,0.711,0.648,0.229,20.666,0,,,,,,,,,,,,,
2015/04/26 09:00,2015/04/26 12:00,0.807,0.786,0.239,21.575,0,,,,,,,,,,,,,
2015/04/26 10:00,2015/04/26 13:00,0.838,0.82,0.256,22.227,0,,,,,,,,,,,,,
2015/04/26 11:00,2015/04/26 14:00,0.782,0.687,0.304,22.682,0,,,,,,,,,,,,,
2015/04/26 12:00,2015/04/26 15:00,0.693,0.543,0.318,22.8,0,,,,,,,,,,,,,
2015/04/26 13:00,2015/04/26 16:00,0.432,0.154,0.36,22.51,0,,,,,,,,,,,,,
2015/04/26 14:00,2015/04/26 17:00,0.425,0.276,0.228,21.909,0,,,,,,,,,,,,,
2015/04/26 15:00,2015/04/26 18:00,0.262,0.146,0.165,21.096,0,,,,,,,,,,,,,
2015/04/26 16:00,2015/04/26 19:00,0.072,0,0.097,19.274,0,,,,,,,,,,,,,
2015/04/26 17:00,2015/04/26 20:00,0.001,0,0.009,17.105,0,,,,,,,,,,,,,
2015/04/26 18:00,2015/04/26 21:00,0,0,0,15.866,0,,,,,,,,,,,,,
2015/04/26 19:00,2015/04/26 22:00,0,0,0,15.357,0,,,,,,,,,,,,,
2015/04/26 20:00,2015/04/26 23:00,0,0,0,15.011,0,,,,,,,,,,,,,
2015/04/26 21:00,2015/04/27 00:00,0,0,0,14.69,0,,,,,,,,,,,,,
2015/04/26 22:00,2015/04/27 01:00,0,0,0,14.33,0,,,,,,,,,,,,,
2015/04/26 23:00,2015/04/27 02:00,0,0,0,14.153,0,,,,,,,,,,,,,
2015/04/27 00:00,2015/04/27 03:00,0,0,0,14.01,0,,,,,,,,,,,,,
2015/04/27 01:00,2015/04/27 04:00,0,0,0,13.853,0,,,,,,,,,,,,,
2015/04/27 02:00,2015/04/27 05:00,0,0,0,13.734,0,,,,,,,,,,,,,
2015/04/27 03:00,2015/04/27 06:00,0,0,0,13.863,0,,,,,,,,,,,,,
2015/04/27 04:00,2015/04/27 07:00,0.028,0.007,0.039,14.857,0,,,,,,,,,,,,,
2015/04/27 05:00,2015/04/27 08:00,0.188,0.123,0.1,16.758,0,,,,,,,,,,,,,
2015/04/27 06:00,2015/04/27 09:00,0.415,0.367,0.119,19.282,0,,,,,,,,,,,,,
2015/04/27 07:00,2015/04/27 10:00,0.609,0.601,0.137,21.452,0,,,,,,,,,,,,,
2015/04/27 08:00,2015/04/27 11:00,0.751,0.786,0.158,22.456,0,,,,,,,,,,,,,
2015/04/27 09:00,2015/04/27 12:00,0.844,0.921,0.169,23.003,0,,,,,,,,,,,,,
2015/04/27 10:00,2015/04/27 13:00,0.875,0.955,0.188,23.323,0,,,,,,,,,,,,,
2015/04/27 11:00,2015/04/27 14:00,0.86,0.925,0.194,23.401,0,,,,,,,,,,,,,
2015/04/27 12:00,2015/04/27 15:00,0.796,0.83,0.186,23.229,0,,,,,,,,,,,,,
2015/04/27 13:00,2015/04/27 16:00,0.634,0.545,0.232,22.856,0,,,,,,,,,,,,,
2015/04/27 14:00,2015/04/27 17:00,0.343,0.116,0.289,21.388,0,,,,,,,,,,,,,
2015/04/27 15:00,2015/04/27 18:00,0.187,0.053,0.172,19.937,0,,,,,,,,,,,,,
2015/04/27 16:00,2015/04/27 19:00,0.074,0,0.099,18.354,0,,,,,,,,,,,,,
2015/04/27 17:00,2015/04/27 20:00,0.001,0,0.008,16.122,0,,,,,,,,,,,,,
2015/04/27 18:00,2015/04/27 21:00,0,0,0,15.975,0,,,,,,,,,,,,,
2015/04/27 19:00,2015/04/27 22:00,0,0,0,15.272,0,,,,,,,,,,,,,
2015/04/27 20:00,2015/04/27 23:00,0,0,0,14.625,0,,,,,,,,,,,,,
2015/04/27 21:00,2015/04/28 00:00,0,0,0,14.488,0,,,,,,,,,,,,,
2015/04/27 22:00,2015/04/28 01:00,0,0,0,14.729,0,,,,,,,,,,,,,
2015/04/27 23:00,2015/04/28 02:00,0,0,0,14.722,0,,,,,,,,,,,,,
2015/04/28 00:00,2015/04/28 03:00,0,0,0,14.568,0,,,,,,,,,,,,,
2015/04/28 01:00,2015/04/28 04:00,0,0,0,14.449,0,,,,,,,,,,,,,
2015/04/28 02:00,2015/04/28 05:00,0,0,0,14.486,0,,,,,,,,,,,,,
2015/04/28 03:00,2015/04/28 06:00,0,0,0,14.462,0,,,,,,,,,,,,,
2015/04/28 04:00,2015/04/28 07:00,0.029,0.005,0.042,15.534,0,,,,,,,,,,,,,
2015/04/28 05:00,2015/04/28 08:00,0.151,0.066,0.117,17.309,0,,,,,,,,,,,,,
2015/04/28 06:00,2015/04/28 09:00,0.221,0.054,0.208,19.29,0,,,,,,,,,,,,,
2015/04/28 07:00,2015/04/28 10:00,0.467,0.253,0.3,20.696,0,,,,,,,,,,,,,
2015/04/28 08:00,2015/04/28 11:00,0.601,0.448,0.28,21.585,1,,,,,,,,,,,,,
2015/04/28 09:00,2015/04/28 12:00,0.728,0.655,0.254,22.235,1,,,,,,,,,,,,,
2015/04/28 10:00,2015/04/28 13:00,0.84,0.836,0.246,22.777,0,,,,,,,,,,,,,
2015/04/28 11:00,2015/04/28 14:00,0.859,0.922,0.196,23.432,0,,,,,,,,,,,,,
2015/04/28 12:00,2015/04/28 15:00,0.734,0.732,0.197,24.305,1,,,,,,,,,,,,,
2015/04/28 13:00,2015/04/28 16:00,0.597,0.521,0.213,24.949,1,,,,,,,,,,,,,
2015/04/28 14:00,2015/04/28 17:00,0.45,0.314,0.228,24.758,0,,,,,,,,,,,,,
2015/04/28 15:00,2015/04/28 18:00,0.229,0.087,0.188,23.679,0,,,,,,,,,,,,,
2015/04/28 16:00,2015/04/28 19:00,0.072,0,0.098,21.66,0,,,,,,,,,,,,,
2015/04/28 17:00,2015/04/28 20:00,0.001,0,0.008,19.213,0,,,,,,,,,,,,,
2015/04/28 18:00,2015/04/28 21:00,0,0,0,18.155,0,,,,,,,,,,,,,
2015/04/28 19:00,2015/04/28 22:00,0,0,0,17.436,0,,,,,,,,,,,,,
2015/04/28 20:00,2015/04/28 23:00,0,0,0,16.814,0,,,,,,,,,,,,,
2015/04/28 21:00,2015/04/29 00:00,0,0,0,16.102,0,,,,,,,,,,,,,
2015/04/28 22:00,2015/04/29 01:00,0,0,0,15.562,0,,,,,,,,,,,,,
2015/04/28 23:00,2015/04/29 02:00,0,0,0,15.085,0,,,,,,,,,,,,,
2015/04/29 00:00,2015/04/29 03:00,0,0,0,14.696,0,,,,,,,,,,,,,
2015/04/29 01:00,2015/04/29 04:00,0,0,0,14.42,0,,,,,,,,,,,,,
2015/04/29 02:00,2015/04/29 05:00,0,0,0,14.197,0,,,,,,,,,,,,,
2015/04/29 03:00,2015/04/29 06:00,0,0,0,14.011,0,,,,,,,,,,,,,
2015/04/29 04:00,2015/04/29 07:00,0.028,0.009,0.037,15.873,0,,,,,,,,,,,,,
2015/04/29 05:00,2015/04/29 08:00,0.208,0.18,0.066,18.135,0,,,,,,,,,,,,,
2015/04/29 06:00,2015/04/29 09:00,0.43,0.409,0.096,19.628,0,,,,,,,,,,,,,
2015/04/29 07:00,2015/04/29 10:00,0.618,0.624,0.125,20.911,0,,,,,,,,,,,,,
2015/04/29 08:00,2015/04/29 11:00,0.759,0.805,0.147,21.966,0,,,,,,,,,,,,,
2015/04/29 09:00,2015/04/29 12:00,0.851,0.944,0.156,22.823,0,,,,,,,,,,,,,
2015/04/29 10:00,2015/04/29 13:00,0.881,0.977,0.176,23.485,0,,,,,,,,,,,,,
2015/04/29 11:00,2015/04/29 14:00,0.862,0.939,0.185,23.864,0,,,,,,,,,,,,,
2015/04/29 12:00,2015/04/29 15:00,0.794,0.834,0.184,24.042,0,,,,,,,,,,,,,
2015/04/29 13:00,2015/04/29 16:00,0.666,0.642,0.186,24.04,0,,,,,,,,,,,,,
2015/04/29 14:00,2015/04/29 17:00,0.483,0.398,0.183,23.686,0,,,,,,,,,,,,,
2015/04/29 15:00,2015/04/29 18:00,0.267,0.16,0.159,23.087,0,,,,,,,,,,,,,
2015/04/29 16:00,2015/04/29 19:00,0.074,0,0.101,21.573,0,,,,,,,,,,,,,
2015/04/29 17:00,2015/04/29 20:00,0.002,0,0.01,19.607,0,,,,,,,,,,,,,
2015/04/29 18:00,2015/04/29 21:00,0,0,0,18.808,0,,,,,,,,,,,,,
2015/04/29 19:00,2015/04/29 22:00,0,0,0,18.154,0,,,,,,,,,,,,,
2015/04/29 20:00,2015/04/29 23:00,0,0,0,17.473,0,,,,,,,,,,,,,
2015/04/29 21:00,2015/04/30 00:00,0,0,0,16.788,0,,,,,,,,,,,,,
2015/04/29 22:00,2015/04/30 01:00,0,0,0,16.268,0,,,,,,,,,,,,,
2015/04/29 23:00,2015/04/30 02:00,0,0,0,15.891,0,,,,,,,,,,,,,
2015/04/30 00:00,2015/04/30 03:00,0,0,0,15.565,0,,,,,,,,,,,,,
2015/04/30 01:00,2015/04/30 04:00,0,0,0,15.251,0,,,,,,,,,,,,,
2015/04/30 02:00,2015/04/30 05:00,0,0,0,14.953,0,,,,,,,,,,,,,
2015/04/30 03:00,2015/04/30 06:00,0,0,0,14.65,0,,,,,,,,,,,,,
2015/04/30 04:00,2015/04/30 07:00,0.028,0.014,0.032,16.3,0,,,,,,,,,,,,,
2015/04/30 05:00,2015/04/30 08:00,0.209,0.184,0.063,18.28,0,,,,,,,,,,,,,
2015/04/30 06:00,2015/04/30 09:00,0.421,0.381,0.114,19.826,0,,,,,,,,,,,,,
2015/04/30 07:00,2015/04/30 10:00,0.614,0.615,0.131,21.324,0,,,,,,,,,,,,,
2015/04/30 08:00,2015/04/30 11:00,0.757,0.805,0.148,22.359,0,,,,,,,,,,,,,
2015/04/30 09:00,2015/04/30 12:00,0.834,0.891,0.184,23.194,0,,,,,,,,,,,,,
2015/04/30 10:00,2015/04/30 13:00,0.819,0.786,0.27,23.83,0,,,,,,,,,,,,,
2015/04/30 11:00,2015/04/30 14:00,0.782,0.698,0.301,23.965,0,,,,,,,,,,,,,
2015/04/30 12:00,2015/04/30 15:00,0.694,0.562,0.305,23.727,0,,,,,,,,,,,,,
2015/04/30 13:00,2015/04/30 16:00,0.532,0.325,0.317,23.218,0,,,,,,,,,,,,,
2015/04/30 14:00,2015/04/30 17:00,0.323,0.103,0.28,22.459,0,,,,,,,,,,,,,
2015/04/30 15:00,2015/04/30 18:00,0.198,0.047,0.192,21.63,0,,,,,,,,,,,,,
2015/04/30 16:00,2015/04/30 19:00,0.07,0,0.095,20.63,0,,,,,,,,,,,,,
2015/04/30 17:00,2015/04/30 20:00,0.001,0,0.008,19.813,0,,,,,,,,,,,,,
2015/04/30 18:00,2015/04/30 21:00,0,0,0,19.244,0,,,,,,,,,,,,,
2015/04/30 19:00,2015/04/30 22:00,0,0,0,18.431,0,,,,,,,,,,,,,
2015/04/30 20:00,2015/04/30 23:00,0,0,0,17.677,0,,,,,,,,,,,,,
2015/04/30 21:00,2015/05/01 00:00,0,0,0,17.059,0,,,,,,,,,,,,,
2015/04/30 22:00,2015/05/01 01:00,0,0,0,16.538,0,,,,,,,,,,,,,
2015/04/30 23:00,2015/05/01 02:00,0,0,0,16.062,0,,,,,,,,,,,,,
2015/05/01 00:00,2015/05/01 03:00,0,0,0,15.69,0,,,,,,,,,,,,,
2015/05/01 01:00,2015/05/01 04:00,0,0,0,15.366,0,,,,,,,,,,,,,
2015/05/01 02:00,2015/05/01 05:00,0,0,0,15.031,0,,,,,,,,,,,,,
2015/05/01 03:00,2015/05/01 06:00,0,0,0,14.655,0,,,,,,,,,,,,,
