Wavelength,Abs,PL
841.85577,,0.00933
842.12659,,0.0102
842.3974,,0.00904
842.66815,,0.00787
842.9389,,0.00816
843.20972,,0.00904
843.48047,,0.007
843.75122,,0.00875
844.02197,,0.00729
844.29266,,0.00787
844.56342,,0.007
844.83417,,0.00612
845.10486,,0.00641
845.37555,,0.00583
845.6463,,0.00729
845.91699,,0.007
846.18768,,0.00671
846.45837,,0.00816
846.72906,,0.00554
846.99969,,0.00671
847.27039,,0.00554
847.54102,,0.00933
847.81171,,0.00554
848.08234,,0.00758
848.35297,,0.00758
848.6236,,0.00437
848.89423,,0.00466
849.16486,,0.00554
849.43549,,0.00554
849.70605,,0.00758
849.97668,,0.007
850.24725,,0.00612
850.51788,,0.00379
850.78845,,0.00671
851.05902,,0.00466
851.32959,,0.0035
851.60016,,0.00641
851.87067,,0.00408
852.14124,,0.007
852.41174,,0.0035
852.68231,,0.00525
852.95282,,0.00466
853.22333,,0.00583
853.49384,,0.007
853.76434,,0.00379
854.03485,,0.00525
854.30536,,0.00466
854.57581,,0.00408
854.84631,,0.00554
855.11676,,0.00379
855.38721,,0.00525
855.65771,,0.00292
855.92816,,0.00437
856.19861,,0.00408
856.46899,,0.00408
856.73944,,0.00379
857.00989,,0.00437
857.28027,,0.00525
857.55066,,0.0035
857.82111,,0.00292
858.09149,,0.00554
858.36188,,0.00292
858.63226,,0.0035
858.90265,,0.0035
859.17297,,0.00204
859.44336,,0.00321
859.71368,,0.00321
859.98407,,0.00321
860.25439,,0.00175
860.52472,,0.00321
860.79504,,0.00496
861.06537,,0.0035
861.33569,,0.00379
861.60596,,0.0035
861.87628,,0.00379
862.14655,,0.00292
862.41681,,0.00379
862.68713,,0.00379
862.9574,,0.00408
863.22766,,0.00379
863.49786,,0.00292
863.76813,,0.00466
864.03839,,0.00175
864.30859,,0.00321
864.57886,,0.00146
864.84906,,0.00437
865.11926,,0.00379
865.38947,,0.00408
865.65967,,0.00321
865.92987,,0.0035
866.20001,,0.00233
866.47021,,0.00379
866.74036,,0.00175
867.01056,,0.00496
867.2807,,0.00437
867.55084,,0.00292
867.82098,,0.00437
868.09113,,0.00525
868.36127,,0.00321
868.63135,,0.00496
868.90149,,0.00262
869.17157,,0.00379
869.44165,,0.00321
869.71173,,0.00262
869.98181,,0.00117
870.25189,,0.00292
870.52197,,0.00408
870.79205,,0.00292
871.06207,,0.00233
871.33215,,0.00292
871.60217,,0.00233
871.87219,,0.00321
872.14221,,0.0035
872.41223,,0.00437
872.68225,,0.000875
872.95227,,0.00233
873.22223,,0.00262
873.49225,,0.00292
873.76221,,0.00321
874.03217,,0.00292
874.30219,,0.00437
874.57214,,0.00233
874.84204,,0.00146
875.112,,0.00379
875.38196,,0.0035
875.65186,,0.00262
875.92181,,0.00175
876.19171,,0.00262
876.46161,,0.0035
876.73151,,0.0035
877.0014,,0.000875
877.2713,,0.00262
877.54114,,0.00292
877.81104,,0.00175
878.08087,,0.0035
878.35077,,0.00146
878.62061,,0.000292
878.89044,,0.000583
879.16028,,0.00233
879.43011,,0.00292
879.69989,,0.00146
879.96973,,0.00321
880.2395,,0.00233
880.50934,,0.00146
880.77911,,0.00175
881.04889,,0.00146
881.31866,,0.00437
881.58844,,0.00321
881.85815,,0.00204
882.12793,,0.00204
882.39764,,0.00262
882.66742,,0.00233
882.93713,,0.00146
883.20685,,0.000875
883.47656,,0.00292
883.74628,,0.00379
884.01593,,0.00321
884.28564,,0.00146
884.5553,,0.00204
884.82501,,0.00262
885.09467,,0.000875
885.36432,,0.00379
885.63397,,0.000292
885.90363,,0.00233
886.17328,,0.00321
886.44287,,0.00262
886.71252,,0.00175
886.98212,,0.00292
887.25171,,0.000875
887.5213,,0.00233
887.79089,,0.00262
888.06049,,0.00175
888.33008,,0.00292
888.59961,,0.00233
888.8692,,-0.000875
