Wavelength /nm, EQE /%
305.6937849530442, 0.021754868508111258
317.2544054025536, 0.011417154274283803
328.81502585206294, 0.12513201084628633
340.37564630157226, 0.06827458256029217
351.9362667510816, 0.10962543949555936
363.49688720059095, 0.14580743931391282
375.05750765010026, 0.2285091531844614
386.61812809960963, 0.5799914371342823
398.17874854911895, 0.8022522931613878
409.73936899862827, 0.8177588645121006
421.29998944813764, 0.9728245780193845
432.86060989764695, 1.0348508634222782
444.4212303471563, 1.0348508634222782
455.98185079666564, 1.0348508634222782
467.542471246175, 1.096877148825186
479.1030916956843, 1.3036314335015504
490.66371214519364, 1.5879185749315496
502.224332594703, 1.9962582871673789
513.7849530442123, 2.5648325700273773
525.3455734937218, 3.412525137200447
536.9061939432311, 4.461803131932996
548.4668143927404, 5.505912269548631
560.0274348422497, 6.379449122306255
571.588055291759, 7.283999117765347
583.1486757412683, 8.317770541147155
594.7092961907776, 9.553127392088413
604.6934683971722, 10.73614956472099
612.5757096127467, 12.008334522620231
619.4069853329113, 13.259197944912216
625.8879392212726, 14.547966319394888
630.9676057824206, 15.661424289995708
635.0963988001025, 17.064584395196633
638.399433214248, 18.41697893942792
642.5282262319299, 19.897302697302692
645.4559158262863, 21.600994923443892
647.7830537089797, 23.07658056229485
650.710743303336, 24.72905597803556
654.2640075973409, 26.946495681189546
652.5123984383245, 25.540402454688163
656.8914213358657, 28.658084772370472
658.9933523266857, 29.975281860996134
660.920122401604, 31.48200371057513
664.2231568157495, 33.06588921282798
667.9265590376701, 35.16194281908567
670.553972776195, 37.03929086786229
673.8319842023546, 38.528263573161524
679.0492771974253, 50.45817040102754
678.9033097675073, 49.028837828837815
677.210087580458, 40.19698396841254
679.1018254721959, 47.25425431711145
676.8347427606687, 42.10215906542436
678.9366737514886, 45.49735978307406
678.261053075868, 43.791636934494065
682.9903978052126, 52.51925217639502
684.7420069642292, 58.37872603586888
684.0413633006226, 54.90015698587126
681.9394323098027, 53.87814471243041
684.5668460483275, 56.612987012987006
686.3184552073441, 60.35610104181532
687.3443977147681, 62.73328304348711
685.6178115437375, 61.70172684458398
688.0950873543467, 65.24313237782624
687.7197425345574, 64.20345368916796
689.4463287055879, 68.52461823890394
688.7707080299673, 66.76203796203795
690.3471562730822, 71.05477379763093
688.2452252822624, 69.32062223490794
691.5732826843938, 73.10164121592692
691.9236045161972, 74.55150563721992
693.5000527593121, 76.70498073355216
691.3981217684922, 75.46122448979591
695.076501002427, 78.93663479377764
697.2535009572047, 80.95744255744255
699.2052940201089, 82.47499439336173
705.0606732088214, 84.01568301828041
716.6212936583307, 84.1242290177355
728.18191410784, 84.30513901682733
739.7425345573495, 84.85820672833658
751.3031550068588, 85.47846958236568
762.8637754563681, 85.98501757982277
774.4243959058774, 85.90231586595222
785.9850163553867, 85.29239072615695
797.5456368048962, 84.58942615825731
809.1062572544055, 84.11389130350167
820.6668777039148, 84.00534530404659
832.2274981534241, 84.49121787303605
843.7881186029334, 85.16316929823422
855.3487390524429, 85.36992358291059
865.8583940065422, 84.69739784025498
872.3393478949034, 83.22226345083487
875.3170834652317, 81.9334950763522
876.8935317083466, 80.44098758384472
877.9444972037566, 79.15695732838589
877.9444972037566, 77.9060939060939
878.4699799514615, 76.7120879120879
878.1196581196581, 75.37593834736691
879.5209454468715, 73.86921649778792
879.170623615068, 72.39092336235191
881.4477155217896, 70.81786784643927
881.0973936899863, 69.26376480662194
880.7821040413634, 67.91055801341514
882.1483591853963, 66.59146567717995
882.1483591853963, 65.34060225488795
882.1483591853963, 64.08973883259597
882.1483591853963, 62.83887541030397
881.8330695367733, 61.474297131439975
883.1993246808062, 60.22343370914798
883.1993246808062, 58.97257028685599
883.1993246808062, 57.721706864564
883.1993246808062, 56.470843442272006
882.8840350321833, 55.04940773512201
884.2502901762161, 53.47635221920935
884.2502901762161, 51.95067789353503
884.2502901762161, 50.69981447124303
884.2502901762161, 49.44895104895104
883.9350005275932, 48.12417296988725
885.6515775034294, 46.55869844441273
885.3012556716261, 45.11357214214356
884.7757729239211, 43.848494362780066
884.7757729239211, 42.597630940488074
885.3012556716261, 40.835050663622084
884.7757729239211, 38.503896103896096
887.7914951989026, 37.1948051948052
887.7914951989026, 35.532467532467535
890.0306004009708, 29.802678953699356
890.0306004009708, 28.22407306978735
889.6802785691675, 26.83864706721849
889.5051176532659, 34.06901669758811
890.0306004009708, 33.007678036249445
890.0306004009708, 31.567289853004127
890.4509865991348, 25.47217354074496
890.5560831486758, 24.090538033395163
890.2407935000529, 22.765759954331372
892.5529175899546, 21.287466818895382
892.6580141394957, 19.93994576851719
893.4462382610532, 18.73172541743969
893.0083359712991, 17.409790209790202
892.8331750553973, 16.0588998303284
894.7599451303156, 14.879634651063213
894.4446554816926, 13.463884686741821
895.8109106257255, 12.150478093335224
895.4956209771026, 10.802957042957033
897.3873588688404, 9.19795306734082
898.2631634483487, 7.582931354359928
900.5402553550703, 5.796660482374762
903.9558932151525, 3.8137576709005145
906.8460483275298, 2.2613468164488495
913.4671309486124, 1.0519080919080892
924.7124617494989, 0.4404322949777395
936.2730821990082, 0.14580743931391282
947.8337026485175, 0.06827458256029217
959.3943230980268, 0.06827458256029217
970.9549435475362, 0.06827458256029217
982.5155639970455, 0.06827458256029217
994.0761844465549, 0.06827458256029217
1005.6368048960642, 0.06827458256029217
1017.1974253455735, 0.06827458256029217
1028.758045795083, 0.06827458256029217
1040.3186662445924, 0.06827458256029217
1051.8792866941017, 0.10445658237865985
1063.439907143611, 0.06827458256029217
1075.0005275931203, 0.06827458256029217
1086.5611480426296, 0.06827458256029217
1097.070802996729, 0.07459207459206141
1645.6747916007175, 0.000000000000000
1646.7257570961274, 0.000000000000000
1657.2354120502268, 0.000000000000000
1658.2863775456367, 0.000000000000000
1668.7960324997362, 0.000000000000000
1669.846997995146, 0.000000000000000
1680.3566529492455, 0.000000000000000
1681.4076184446558, 0.000000000000000
1691.9172733987548, 0.000000000000000
1692.968238894165, 0.000000000000000
1699.7995146143294, 0.000000000000000
1700.3249973620345, 0.000000000000000
