# Renewables.ninja Solar PV (Point API) - 31.626, -7.989 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Casablanca, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Casablanca"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""31.6258257"""," ""lon"": ""-7.9891608"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/02/08 05:00,08/02/2015 05:00,0,0,0,1.6,,,,,,,,,,,,,
2015/02/08 06:00,08/02/2015 06:00,0,0,0,1.752,,,,,,,,,,,,,
2015/02/08 07:00,08/02/2015 07:00,0.054,0.045,0.026,2.227,,,,,,,,,,,,,
2015/02/08 08:00,08/02/2015 08:00,0.35,0.314,0.072,5.66,,,,,,,,,,,,,
2015/02/08 09:00,08/02/2015 09:00,0.582,0.591,0.08,9.115,,,,,,,,,,,,,
2015/02/08 10:00,08/02/2015 10:00,0.695,0.732,0.1,11.83,,,,,,,,,,,,,
2015/02/08 11:00,08/02/2015 11:00,0.684,0.676,0.147,13.125,,,,,,,,,,,,,
2015/02/08 12:00,08/02/2015 12:00,0.641,0.577,0.189,13.62,,,,,,,,,,,,,
2015/02/08 13:00,08/02/2015 13:00,0.538,0.408,0.221,13.55,,,,,,,,,,,,,
2015/02/08 14:00,08/02/2015 14:00,0.396,0.231,0.222,13.013,,,,,,,,,,,,,
2015/02/08 15:00,08/02/2015 15:00,0.271,0.131,0.178,12.296,,,,,,,,,,,,,
2015/02/08 16:00,08/02/2015 16:00,0.18,0.097,0.112,11.347,,,,,,,,,,,,,
2015/02/08 17:00,08/02/2015 17:00,0.054,0.04,0.034,8.541,,,,,,,,,,,,,
2015/02/08 18:00,08/02/2015 18:00,0,0,0,6.374,,,,,,,,,,,,,
2015/02/08 19:00,08/02/2015 19:00,0,0,0,5.924,,,,,,,,,,,,,
2015/02/08 20:00,08/02/2015 20:00,0,0,0,5.611,,,,,,,,,,,,,
2015/02/08 21:00,08/02/2015 21:00,0,0,0,5.307,,,,,,,,,,,,,
2015/02/08 22:00,08/02/2015 22:00,0,0,0,4.905,,,,,,,,,,,,,
2015/02/08 23:00,08/02/2015 23:00,0,0,0,4.483,,,,,,,,,,,,,
2015/02/09 00:00,09/02/2015 00:00,0,0,0,4.411,,,,,,,,,,,,,
2015/02/09 01:00,09/02/2015 01:00,0,0,0,4.409,,,,,,,,,,,,,
2015/02/09 02:00,09/02/2015 02:00,0,0,0,4.367,,,,,,,,,,,,,
2015/02/09 03:00,09/02/2015 03:00,0,0,0,4.306,,,,,,,,,,,,,
2015/02/09 04:00,09/02/2015 04:00,0,0,0,4.159,,,,,,,,,,,,,
2015/02/09 05:00,09/02/2015 05:00,0,0,0,3.843,,,,,,,,,,,,,
2015/02/09 06:00,09/02/2015 06:00,0,0,0,2.975,,,,,,,,,,,,,
2015/02/09 07:00,09/02/2015 07:00,0.043,0.031,0.029,3.497,,,,,,,,,,,,,
2015/02/09 08:00,09/02/2015 08:00,0.296,0.236,0.093,6.986,,,,,,,,,,,,,
2015/02/09 09:00,09/02/2015 09:00,0.515,0.477,0.113,10.238,,,,,,,,,,,,,
2015/02/09 10:00,09/02/2015 10:00,0.631,0.614,0.137,13.246,,,,,,,,,,,,,
2015/02/09 11:00,09/02/2015 11:00,0.652,0.605,0.18,14.71,,,,,,,,,,,,,
2015/02/09 12:00,09/02/2015 12:00,0.526,0.361,0.258,14.989,,,,,,,,,,,,,
2015/02/09 13:00,09/02/2015 13:00,0.333,0.115,0.268,14.341,,,,,,,,,,,,,
2015/02/09 14:00,09/02/2015 14:00,0.207,0.039,0.201,13.215,,,,,,,,,,,,,
2015/02/09 15:00,09/02/2015 15:00,0.145,0.024,0.147,12.25,,,,,,,,,,,,,
2015/02/09 16:00,09/02/2015 16:00,0.109,0.029,0.105,11.508,,,,,,,,,,,,,
2015/02/09 17:00,09/02/2015 17:00,0.044,0.026,0.037,9.434,,,,,,,,,,,,,
2015/02/09 18:00,09/02/2015 18:00,0,0,0,6.861,,,,,,,,,,,,,
2015/02/09 19:00,09/02/2015 19:00,0,0,0,6.071,,,,,,,,,,,,,
2015/02/09 20:00,09/02/2015 20:00,0,0,0,5.752,,,,,,,,,,,,,
2015/02/09 21:00,09/02/2015 21:00,0,0,0,5.771,,,,,,,,,,,,,
2015/02/09 22:00,09/02/2015 22:00,0,0,0,5.801,,,,,,,,,,,,,
2015/02/09 23:00,09/02/2015 23:00,0,0,0,5.778,,,,,,,,,,,,,
2015/02/10 00:00,10/02/2015 00:00,0,0,0,5.328,,,,,,,,,,,,,
2015/02/10 01:00,10/02/2015 01:00,0,0,0,5.057,,,,,,,,,,,,,
2015/02/10 02:00,10/02/2015 02:00,0,0,0,4.879,,,,,,,,,,,,,
2015/02/10 03:00,10/02/2015 03:00,0,0,0,4.639,,,,,,,,,,,,,
2015/02/10 04:00,10/02/2015 04:00,0,0,0,4.198,,,,,,,,,,,,,
2015/02/10 05:00,10/02/2015 05:00,0,0,0,3.925,,,,,,,,,,,,,
2015/02/10 06:00,10/02/2015 06:00,0,0,0,3.73,,,,,,,,,,,,,
2015/02/10 07:00,10/02/2015 07:00,0.078,0.072,0.025,3.878,,,,,,,,,,,,,
2015/02/10 08:00,10/02/2015 08:00,0.364,0.342,0.063,7.261,,,,,,,,,,,,,
2015/02/10 09:00,10/02/2015 09:00,0.558,0.565,0.078,10.488,,,,,,,,,,,,,
2015/02/10 10:00,10/02/2015 10:00,0.729,0.812,0.076,13.246,,,,,,,,,,,,,
2015/02/10 11:00,10/02/2015 11:00,0.803,0.927,0.082,14.986,,,,,,,,,,,,,
2015/02/10 12:00,10/02/2015 12:00,0.82,0.955,0.086,16.051,,,,,,,,,,,,,
2015/02/10 13:00,10/02/2015 13:00,0.788,0.909,0.086,16.487,,,,,,,,,,,,,
2015/02/10 14:00,10/02/2015 14:00,0.692,0.761,0.088,16.309,,,,,,,,,,,,,
2015/02/10 15:00,10/02/2015 15:00,0.499,0.489,0.098,15.629,,,,,,,,,,,,,
2015/02/10 16:00,10/02/2015 16:00,0.284,0.244,0.084,14.459,,,,,,,,,,,,,
2015/02/10 17:00,10/02/2015 17:00,0.071,0.061,0.031,11.315,,,,,,,,,,,,,
2015/02/10 18:00,10/02/2015 18:00,0,0,0,8.37,,,,,,,,,,,,,
2015/02/10 19:00,10/02/2015 19:00,0,0,0,7.299,,,,,,,,,,,,,
2015/02/10 20:00,10/02/2015 20:00,0,0,0,6.6,,,,,,,,,,,,,
2015/02/10 21:00,10/02/2015 21:00,0,0,0,6.213,,,,,,,,,,,,,
2015/02/10 22:00,10/02/2015 22:00,0,0,0,6.062,,,,,,,,,,,,,
2015/02/10 23:00,10/02/2015 23:00,0,0,0,5.984,,,,,,,,,,,,,
2015/02/11 00:00,11/02/2015 00:00,0,0,0,5.79,,,,,,,,,,,,,
2015/02/11 01:00,11/02/2015 01:00,0,0,0,5.476,,,,,,,,,,,,,
2015/02/11 02:00,11/02/2015 02:00,0,0,0,5.15,,,,,,,,,,,,,
2015/02/11 03:00,11/02/2015 03:00,0,0,0,4.496,,,,,,,,,,,,,
2015/02/11 04:00,11/02/2015 04:00,0,0,0,3.996,,,,,,,,,,,,,
2015/02/11 05:00,11/02/2015 05:00,0,0,0,3.79,,,,,,,,,,,,,
2015/02/11 06:00,11/02/2015 06:00,0,0,0,3.772,,,,,,,,,,,,,
2015/02/11 07:00,11/02/2015 07:00,0.076,0.069,0.026,4.814,,,,,,,,,,,,,
2015/02/11 08:00,11/02/2015 08:00,0.358,0.335,0.066,8.434,,,,,,,,,,,,,
2015/02/11 09:00,11/02/2015 09:00,0.58,0.606,0.073,11.947,,,,,,,,,,,,,
2015/02/11 10:00,11/02/2015 10:00,0.713,0.795,0.08,15.369,,,,,,,,,,,,,
2015/02/11 11:00,11/02/2015 11:00,0.788,0.911,0.087,17.04,,,,,,,,,,,,,
2015/02/11 12:00,11/02/2015 12:00,0.804,0.935,0.093,17.772,,,,,,,,,,,,,
2015/02/11 13:00,11/02/2015 13:00,0.755,0.851,0.101,17.801,,,,,,,,,,,,,
2015/02/11 14:00,11/02/2015 14:00,0.624,0.642,0.116,17.178,,,,,,,,,,,,,
2015/02/11 15:00,11/02/2015 15:00,0.481,0.457,0.108,16.269,,,,,,,,,,,,,
2015/02/11 16:00,11/02/2015 16:00,0.279,0.233,0.089,14.885,,,,,,,,,,,,,
2015/02/11 17:00,11/02/2015 17:00,0.059,0.046,0.034,11.928,,,,,,,,,,,,,
2015/02/11 18:00,11/02/2015 18:00,0,0,0,9.087,,,,,,,,,,,,,
2015/02/11 19:00,11/02/2015 19:00,0,0,0,8.192,,,,,,,,,,,,,
2015/02/11 20:00,11/02/2015 20:00,0,0,0,7.651,,,,,,,,,,,,,
2015/02/11 21:00,11/02/2015 21:00,0,0,0,7.536,,,,,,,,,,,,,
2015/02/11 22:00,11/02/2015 22:00,0,0,0,7.174,,,,,,,,,,,,,
2015/02/11 23:00,11/02/2015 23:00,0,0,0,6.832,,,,,,,,,,,,,
2015/02/12 00:00,12/02/2015 00:00,0,0,0,6.491,,,,,,,,,,,,,
2015/02/12 01:00,12/02/2015 01:00,0,0,0,6.11,,,,,,,,,,,,,
2015/02/12 02:00,12/02/2015 02:00,0,0,0,5.72,,,,,,,,,,,,,
2015/02/12 03:00,12/02/2015 03:00,0,0,0,5.376,,,,,,,,,,,,,
2015/02/12 04:00,12/02/2015 04:00,0,0,0,5.353,,,,,,,,,,,,,
2015/02/12 05:00,12/02/2015 05:00,0,0,0,5.345,,,,,,,,,,,,,
2015/02/12 06:00,12/02/2015 06:00,0,0,0,5.2,,,,,,,,,,,,,
2015/02/12 07:00,12/02/2015 07:00,0.031,0.017,0.03,5.685,,,,,,,,,,,,,
2015/02/12 08:00,12/02/2015 08:00,0.158,0.071,0.112,7.899,,,,,,,,,,,,,
2015/02/12 09:00,12/02/2015 09:00,0.304,0.164,0.178,9.647,,,,,,,,,,,,,
2015/02/12 10:00,12/02/2015 10:00,0.537,0.44,0.181,11.389,,,,,,,,,,,,,
2015/02/12 11:00,12/02/2015 11:00,0.756,0.798,0.127,12.951,,,,,,,,,,,,,
2015/02/12 12:00,12/02/2015 12:00,0.787,0.854,0.123,13.849,,,,,,,,,,,,,
2015/02/12 13:00,12/02/2015 13:00,0.76,0.818,0.121,14.203,,,,,,,,,,,,,
2015/02/12 14:00,12/02/2015 14:00,0.656,0.664,0.124,14.045,,,,,,,,,,,,,
2015/02/12 15:00,12/02/2015 15:00,0.482,0.432,0.126,13.372,,,,,,,,,,,,,
2015/02/12 16:00,12/02/2015 16:00,0.25,0.176,0.11,12.164,,,,,,,,,,,,,
2015/02/12 17:00,12/02/2015 17:00,0.032,0.013,0.035,10.183,,,,,,,,,,,,,
2015/02/12 18:00,12/02/2015 18:00,0,0,0,8.56,,,,,,,,,,,,,
2015/02/12 19:00,12/02/2015 19:00,0,0,0,7.981,,,,,,,,,,,,,
2015/02/12 20:00,12/02/2015 20:00,0,0,0,7.427,,,,,,,,,,,,,
2015/02/12 21:00,12/02/2015 21:00,0,0,0,7.042,,,,,,,,,,,,,
2015/02/12 22:00,12/02/2015 22:00,0,0,0,6.715,,,,,,,,,,,,,
2015/02/12 23:00,12/02/2015 23:00,0,0,0,6.484,,,,,,,,,,,,,
2015/02/13 00:00,13/02/2015 00:00,0,0,0,6.308,,,,,,,,,,,,,
2015/02/13 01:00,13/02/2015 01:00,0,0,0,6.1,,,,,,,,,,,,,
2015/02/13 02:00,13/02/2015 02:00,0,0,0,6.063,,,,,,,,,,,,,
2015/02/13 03:00,13/02/2015 03:00,0,0,0,6.1,,,,,,,,,,,,,
2015/02/13 04:00,13/02/2015 04:00,0,0,0,5.986,,,,,,,,,,,,,
2015/02/13 05:00,13/02/2015 05:00,0,0,0,5.864,,,,,,,,,,,,,
2015/02/13 06:00,13/02/2015 06:00,0,0,0,5.558,,,,,,,,,,,,,
2015/02/13 07:00,13/02/2015 07:00,0.013,0.003,0.021,5.726,,,,,,,,,,,,,
2015/02/13 08:00,13/02/2015 08:00,0.086,0.016,0.091,6.711,,,,,,,,,,,,,
2015/02/13 09:00,13/02/2015 09:00,0.176,0.038,0.164,7.945,,,,,,,,,,,,,
2015/02/13 10:00,13/02/2015 10:00,0.328,0.126,0.242,9.446,,,,,,,,,,,,,
2015/02/13 11:00,13/02/2015 11:00,0.618,0.508,0.217,11.458,,,,,,,,,,,,,
2015/02/13 12:00,13/02/2015 12:00,0.73,0.719,0.17,13.112,,,,,,,,,,,,,
2015/02/13 13:00,13/02/2015 13:00,0.699,0.682,0.166,13.928,,,,,,,,,,,,,
2015/02/13 14:00,13/02/2015 14:00,0.59,0.529,0.169,13.951,,,,,,,,,,,,,
2015/02/13 15:00,13/02/2015 15:00,0.437,0.345,0.158,13.43,,,,,,,,,,,,,
2015/02/13 16:00,13/02/2015 16:00,0.193,0.098,0.126,12.37,,,,,,,,,,,,,
2015/02/13 17:00,13/02/2015 17:00,0.027,0.009,0.034,10.645,,,,,,,,,,,,,
2015/02/13 18:00,13/02/2015 18:00,0,0,0,8.879,,,,,,,,,,,,,
2015/02/13 19:00,13/02/2015 19:00,0,0,0,7.9,,,,,,,,,,,,,
2015/02/13 20:00,13/02/2015 20:00,0,0,0,6.696,,,,,,,,,,,,,
2015/02/13 21:00,13/02/2015 21:00,0,0,0,6.051,,,,,,,,,,,,,
2015/02/13 22:00,13/02/2015 22:00,0,0,0,5.683,,,,,,,,,,,,,
2015/02/13 23:00,13/02/2015 23:00,0,0,0,5.413,,,,,,,,,,,,,
2015/02/14 00:00,14/02/2015 00:00,0,0,0,5.189,,,,,,,,,,,,,
2015/02/14 01:00,14/02/2015 01:00,0,0,0,4.776,,,,,,,,,,,,,
2015/02/14 02:00,14/02/2015 02:00,0,0,0,3.998,,,,,,,,,,,,,
2015/02/14 03:00,14/02/2015 03:00,0,0,0,3.415,,,,,,,,,,,,,
2015/02/14 04:00,14/02/2015 04:00,0,0,0,3.402,,,,,,,,,,,,,
2015/02/14 05:00,14/02/2015 05:00,0,0,0,3.712,,,,,,,,,,,,,
2015/02/14 06:00,14/02/2015 06:00,0,0,0,4.037,,,,,,,,,,,,,
2015/02/14 07:00,14/02/2015 07:00,0.094,0.086,0.027,4.686,,,,,,,,,,,,,
2015/02/14 08:00,14/02/2015 08:00,0.379,0.361,0.062,7.85,,,,,,,,,,,,,
2015/02/14 09:00,14/02/2015 09:00,0.585,0.606,0.073,10.546,,,,,,,,,,,,,
2015/02/14 10:00,14/02/2015 10:00,0.741,0.829,0.075,12.9,,,,,,,,,,,,,
2015/02/14 11:00,14/02/2015 11:00,0.828,0.97,0.077,14.857,,,,,,,,,,,,,
2015/02/14 12:00,14/02/2015 12:00,0.847,1.006,0.079,16.145,,,,,,,,,,,,,
2015/02/14 13:00,14/02/2015 13:00,0.817,0.963,0.078,16.665,,,,,,,,,,,,,
2015/02/14 14:00,14/02/2015 14:00,0.734,0.838,0.074,16.498,,,,,,,,,,,,,
2015/02/14 15:00,14/02/2015 15:00,0.589,0.636,0.068,15.801,,,,,,,,,,,,,
2015/02/14 16:00,14/02/2015 16:00,0.378,0.379,0.057,14.602,,,,,,,,,,,,,
2015/02/14 17:00,14/02/2015 17:00,0.106,0.096,0.034,11.621,,,,,,,,,,,,,
2015/02/14 18:00,14/02/2015 18:00,0,0,0,8.804,,,,,,,,,,,,,
2015/02/14 19:00,14/02/2015 19:00,0,0,0,8.144,,,,,,,,,,,,,
2015/02/14 20:00,14/02/2015 20:00,0,0,0,7.495,,,,,,,,,,,,,
2015/02/14 21:00,14/02/2015 21:00,0,0,0,6.853,,,,,,,,,,,,,
2015/02/14 22:00,14/02/2015 22:00,0,0,0,6.537,,,,,,,,,,,,,
2015/02/14 23:00,14/02/2015 23:00,0,0,0,6.428,,,,,,,,,,,,,
2015/02/15 00:00,15/02/2015 00:00,0,0,0,6.456,,,,,,,,,,,,,
2015/02/15 01:00,15/02/2015 01:00,0,0,0,6.571,,,,,,,,,,,,,
2015/02/15 02:00,15/02/2015 02:00,0,0,0,6.377,,,,,,,,,,,,,
2015/02/15 03:00,15/02/2015 03:00,0,0,0,5.996,,,,,,,,,,,,,
2015/02/15 04:00,15/02/2015 04:00,0,0,0,5.505,,,,,,,,,,,,,
2015/02/15 05:00,15/02/2015 05:00,0,0,0,5.576,,,,,,,,,,,,,
2015/02/15 06:00,15/02/2015 06:00,0,0,0,5.713,,,,,,,,,,,,,
2015/02/15 07:00,15/02/2015 07:00,0.121,0.118,0.024,6.551,,,,,,,,,,,,,
2015/02/15 08:00,15/02/2015 08:00,0.413,0.413,0.052,9.634,,,,,,,,,,,,,
2015/02/15 09:00,15/02/2015 09:00,0.62,0.675,0.061,13.018,,,,,,,,,,,,,
2015/02/15 10:00,15/02/2015 10:00,0.752,0.866,0.069,15.646,,,,,,,,,,,,,
2015/02/15 11:00,15/02/2015 11:00,0.817,0.968,0.078,17.172,,,,,,,,,,,,,
2015/02/15 12:00,15/02/2015 12:00,0.842,1.011,0.08,18.08,,,,,,,,,,,,,
2015/02/15 13:00,15/02/2015 13:00,0.819,0.98,0.077,18.354,,,,,,,,,,,,,
2015/02/15 14:00,15/02/2015 14:00,0.737,0.853,0.072,17.996,,,,,,,,,,,,,
2015/02/15 15:00,15/02/2015 15:00,0.596,0.653,0.065,16.981,,,,,,,,,,,,,
2015/02/15 16:00,15/02/2015 16:00,0.387,0.393,0.056,15.353,,,,,,,,,,,,,
2015/02/15 17:00,15/02/2015 17:00,0.113,0.104,0.034,12.398,,,,,,,,,,,,,
2015/02/15 18:00,15/02/2015 18:00,0,0,0,9.121,,,,,,,,,,,,,
2015/02/15 19:00,15/02/2015 19:00,0,0,0,8.646,,,,,,,,,,,,,
2015/02/15 20:00,15/02/2015 20:00,0,0,0,8.376,,,,,,,,,,,,,
2015/02/15 21:00,15/02/2015 21:00,0,0,0,8.328,,,,,,,,,,,,,
2015/02/15 22:00,15/02/2015 22:00,0,0,0,8.503,,,,,,,,,,,,,
2015/02/15 23:00,15/02/2015 23:00,0,0,0,8.251,,,,,,,,,,,,,
2015/02/16 00:00,16/02/2015 00:00,0,0,0,7.952,,,,,,,,,,,,,
2015/02/16 01:00,16/02/2015 01:00,0,0,0,7.698,,,,,,,,,,,,,
2015/02/16 02:00,16/02/2015 02:00,0,0,0,7.296,,,,,,,,,,,,,
2015/02/16 03:00,16/02/2015 03:00,0,0,0,6.831,,,,,,,,,,,,,
2015/02/16 04:00,16/02/2015 04:00,0,0,0,6.303,,,,,,,,,,,,,
2015/02/16 05:00,16/02/2015 05:00,0,0,0,5.587,,,,,,,,,,,,,
2015/02/16 06:00,16/02/2015 06:00,0,0,0,4.888,,,,,,,,,,,,,
2015/02/16 07:00,16/02/2015 07:00,0.061,0.045,0.034,5.247,,,,,,,,,,,,,
2015/02/16 08:00,16/02/2015 08:00,0.295,0.237,0.093,7.516,,,,,,,,,,,,,
2015/02/16 09:00,16/02/2015 09:00,0.521,0.493,0.103,10.089,,,,,,,,,,,,,
2015/02/16 10:00,16/02/2015 10:00,0.725,0.792,0.088,12.834,,,,,,,,,,,,,
2015/02/16 11:00,16/02/2015 11:00,0.816,0.945,0.086,15.352,,,,,,,,,,,,,
2015/02/16 12:00,16/02/2015 12:00,0.846,1.005,0.085,16.939,,,,,,,,,,,,,
2015/02/16 13:00,16/02/2015 13:00,0.822,0.975,0.081,17.534,,,,,,,,,,,,,
2015/02/16 14:00,16/02/2015 14:00,0.741,0.852,0.076,17.356,,,,,,,,,,,,,
2015/02/16 15:00,16/02/2015 15:00,0.596,0.646,0.07,16.404,,,,,,,,,,,,,
2015/02/16 16:00,16/02/2015 16:00,0.385,0.384,0.06,14.832,,,,,,,,,,,,,
2015/02/16 17:00,16/02/2015 17:00,0.111,0.098,0.037,12.131,,,,,,,,,,,,,
2015/02/16 18:00,16/02/2015 18:00,0,0,0,8.691,,,,,,,,,,,,,
2015/02/16 19:00,16/02/2015 19:00,0,0,0,7.698,,,,,,,,,,,,,
2015/02/16 20:00,16/02/2015 20:00,0,0,0,6.793,,,,,,,,,,,,,
2015/02/16 21:00,16/02/2015 21:00,0,0,0,5.991,,,,,,,,,,,,,
2015/02/16 22:00,16/02/2015 22:00,0,0,0,5.753,,,,,,,,,,,,,
2015/02/16 23:00,16/02/2015 23:00,0,0,0,5.752,,,,,,,,,,,,,
2015/02/17 00:00,17/02/2015 00:00,0,0,0,5.557,,,,,,,,,,,,,
2015/02/17 01:00,17/02/2015 01:00,0,0,0,6.345,,,,,,,,,,,,,
2015/02/17 02:00,17/02/2015 02:00,0,0,0,6.67,,,,,,,,,,,,,
2015/02/17 03:00,17/02/2015 03:00,0,0,0,6.514,,,,,,,,,,,,,
2015/02/17 04:00,17/02/2015 04:00,0,0,0,5.584,,,,,,,,,,,,,
2015/02/17 05:00,17/02/2015 05:00,0,0,0,4.715,,,,,,,,,,,,,
2015/02/17 06:00,17/02/2015 06:00,0,0,0,4.274,,,,,,,,,,,,,
2015/02/17 07:00,17/02/2015 07:00,0.071,0.054,0.036,5.035,,,,,,,,,,,,,
2015/02/17 08:00,17/02/2015 08:00,0.306,0.248,0.093,7.746,,,,,,,,,,,,,
2015/02/17 09:00,17/02/2015 09:00,0.505,0.463,0.114,9.919,,,,,,,,,,,,,
2015/02/17 10:00,17/02/2015 10:00,0.687,0.707,0.111,11.438,,,,,,,,,,,,,
2015/02/17 11:00,17/02/2015 11:00,0.716,0.722,0.141,11.881,,,,,,,,,,,,,
2015/02/17 12:00,17/02/2015 12:00,0.712,0.698,0.157,11.719,,,,,,,,,,,,,
2015/02/17 13:00,17/02/2015 13:00,0.799,0.876,0.106,11.736,,,,,,,,,,,,,
2015/02/17 14:00,17/02/2015 14:00,0.742,0.808,0.088,11.37,,,,,,,,,,,,,
2015/02/17 15:00,17/02/2015 15:00,0.59,0.605,0.081,10.748,,,,,,,,,,,,,
2015/02/17 16:00,17/02/2015 16:00,0.382,0.363,0.067,9.852,,,,,,,,,,,,,
2015/02/17 17:00,17/02/2015 17:00,0.11,0.093,0.04,7.989,,,,,,,,,,,,,
2015/02/17 18:00,17/02/2015 18:00,0,0,0,5.29,,,,,,,,,,,,,
2015/02/17 19:00,17/02/2015 19:00,0,0,0,4.62,,,,,,,,,,,,,
2015/02/17 20:00,17/02/2015 20:00,0,0,0,4.403,,,,,,,,,,,,,
2015/02/17 21:00,17/02/2015 21:00,0,0,0,4.334,,,,,,,,,,,,,
2015/02/17 22:00,17/02/2015 22:00,0,0,0,4.474,,,,,,,,,,,,,
2015/02/17 23:00,17/02/2015 23:00,0,0,0,4.78,,,,,,,,,,,,,
2015/02/18 00:00,18/02/2015 00:00,0,0,0,4.974,,,,,,,,,,,,,
2015/02/18 01:00,18/02/2015 01:00,0,0,0,4.568,,,,,,,,,,,,,
2015/02/18 02:00,18/02/2015 02:00,0,0,0,4.298,,,,,,,,,,,,,
2015/02/18 03:00,18/02/2015 03:00,0,0,0,4.17,,,,,,,,,,,,,
2015/02/18 04:00,18/02/2015 04:00,0,0,0,3.982,,,,,,,,,,,,,
2015/02/18 05:00,18/02/2015 05:00,0,0,0,3.68,,,,,,,,,,,,,
2015/02/18 06:00,18/02/2015 06:00,0,0,0,3.425,,,,,,,,,,,,,
2015/02/18 07:00,18/02/2015 07:00,0.009,0.001,0.019,3.599,,,,,,,,,,,,,
2015/02/18 08:00,18/02/2015 08:00,0.059,0.005,0.072,3.942,,,,,,,,,,,,,
2015/02/18 09:00,18/02/2015 09:00,0.112,0.009,0.123,4.626,,,,,,,,,,,,,
2015/02/18 10:00,18/02/2015 10:00,0.218,0.031,0.212,5.703,,,,,,,,,,,,,
2015/02/18 11:00,18/02/2015 11:00,0.401,0.143,0.304,7.114,,,,,,,,,,,,,
2015/02/18 12:00,18/02/2015 12:00,0.587,0.388,0.286,8.485,,,,,,,,,,,,,
2015/02/18 13:00,18/02/2015 13:00,0.606,0.448,0.254,9.269,,,,,,,,,,,,,
2015/02/18 14:00,18/02/2015 14:00,0.527,0.367,0.235,9.556,,,,,,,,,,,,,
2015/02/18 15:00,18/02/2015 15:00,0.353,0.186,0.21,9.292,,,,,,,,,,,,,
2015/02/18 16:00,18/02/2015 16:00,0.166,0.054,0.138,8.632,,,,,,,,,,,,,
2015/02/18 17:00,18/02/2015 17:00,0.027,0.005,0.037,7.565,,,,,,,,,,,,,
2015/02/18 18:00,18/02/2015 18:00,0,0,0,6.312,,,,,,,,,,,,,
2015/02/18 19:00,18/02/2015 19:00,0,0,0,5.927,,,,,,,,,,,,,
2015/02/18 20:00,18/02/2015 20:00,0,0,0,5.696,,,,,,,,,,,,,
2015/02/18 21:00,18/02/2015 21:00,0,0,0,5.47,,,,,,,,,,,,,
2015/02/18 22:00,18/02/2015 22:00,0,0,0,4.969,,,,,,,,,,,,,
2015/02/18 23:00,18/02/2015 23:00,0,0,0,4.417,,,,,,,,,,,,,
2015/02/19 00:00,19/02/2015 00:00,0,0,0,3.906,,,,,,,,,,,,,
2015/02/19 01:00,19/02/2015 01:00,0,0,0,3.456,,,,,,,,,,,,,
2015/02/19 02:00,19/02/2015 02:00,0,0,0,3.109,,,,,,,,,,,,,
2015/02/19 03:00,19/02/2015 03:00,0,0,0,2.996,,,,,,,,,,,,,
2015/02/19 04:00,19/02/2015 04:00,0,0,0,3.091,,,,,,,,,,,,,
2015/02/19 05:00,19/02/2015 05:00,0,0,0,3.275,,,,,,,,,,,,,
2015/02/19 06:00,19/02/2015 06:00,0,0,0,3.146,,,,,,,,,,,,,
2015/02/19 07:00,19/02/2015 07:00,0.024,0.007,0.031,3.76,,,,,,,,,,,,,
2015/02/19 08:00,19/02/2015 08:00,0.146,0.048,0.121,5.674,,,,,,,,,,,,,
2015/02/19 09:00,19/02/2015 09:00,0.311,0.149,0.197,7.596,,,,,,,,,,,,,
2015/02/19 10:00,19/02/2015 10:00,0.481,0.32,0.227,9.825,,,,,,,,,,,,,
2015/02/19 11:00,19/02/2015 11:00,0.646,0.558,0.205,11.558,,,,,,,,,,,,,
2015/02/19 12:00,19/02/2015 12:00,0.706,0.663,0.189,12.598,,,,,,,,,,,,,
2015/02/19 13:00,19/02/2015 13:00,0.671,0.616,0.188,13.023,,,,,,,,,,,,,
2015/02/19 14:00,19/02/2015 14:00,0.579,0.498,0.183,13.087,,,,,,,,,,,,,
2015/02/19 15:00,19/02/2015 15:00,0.448,0.355,0.159,12.811,,,,,,,,,,,,,
2015/02/19 16:00,19/02/2015 16:00,0.27,0.187,0.121,12.083,,,,,,,,,,,,,
2015/02/19 17:00,19/02/2015 17:00,0.055,0.026,0.049,9.874,,,,,,,,,,,,,
2015/02/19 18:00,19/02/2015 18:00,0,0,0,7.369,,,,,,,,,,,,,
2015/02/19 19:00,19/02/2015 19:00,0,0,0,6.565,,,,,,,,,,,,,
2015/02/19 20:00,19/02/2015 20:00,0,0,0,5.794,,,,,,,,,,,,,
2015/02/19 21:00,19/02/2015 21:00,0,0,0,5.137,,,,,,,,,,,,,
