time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015/01/01 00:00,01/01/2015 00:00,0,0,0,7.116,0
2015/01/01 01:00,01/01/2015 01:00,0,0,0,7.059,0
2015/01/01 02:00,01/01/2015 02:00,0,0,0,7.394,0
2015/01/01 03:00,01/01/2015 03:00,0,0,0,7.916,0
2015/01/01 04:00,01/01/2015 04:00,0,0,0,8.314,0
2015/01/01 05:00,01/01/2015 05:00,0,0,0,8.481,0
2015/01/01 06:00,01/01/2015 06:00,0,0,0,8.642,0
2015/01/01 07:00,01/01/2015 07:00,0,0,0,9.06,0
2015/01/01 08:00,01/01/2015 08:00,0,0,0,9.353,0
2015/01/01 09:00,01/01/2015 09:00,0.002,0,0.01,9.718,0
2015/01/01 10:00,01/01/2015 10:00,0.023,0.001,0.038,10.294,0
2015/01/01 11:00,01/01/2015 11:00,0.048,0.003,0.065,10.807,0
2015/01/01 12:00,01/01/2015 12:00,0.087,0.019,0.092,11.06,0
2015/01/01 13:00,01/01/2015 13:00,0.034,0.001,0.051,11.281,0
2015/01/01 14:00,01/01/2015 14:00,0.012,0,0.025,11.616,0
2015/01/01 15:00,01/01/2015 15:00,0.002,0,0.01,11.796,0
2015/01/01 16:00,01/01/2015 16:00,0,0,0,11.891,0
2015/01/01 17:00,01/01/2015 17:00,0,0,0,11.981,0
2015/01/01 18:00,01/01/2015 18:00,0,0,0,12.121,0
2015/01/01 19:00,01/01/2015 19:00,0,0,0,12.266,0
2015/01/01 20:00,01/01/2015 20:00,0,0,0,12.4,0
2015/01/01 21:00,01/01/2015 21:00,0,0,0,12.61,0
2015/01/01 22:00,01/01/2015 22:00,0,0,0,12.89,0
2015/01/01 23:00,01/01/2015 23:00,0,0,0,13.009,0
2015/01/02 00:00,02/01/2015 00:00,0,0,0,12.418,0
2015/01/02 01:00,02/01/2015 01:00,0,0,0,10.56,0
2015/01/02 02:00,02/01/2015 02:00,0,0,0,8.549,0
2015/01/02 03:00,02/01/2015 03:00,0,0,0,7.417,0
2015/01/02 04:00,02/01/2015 04:00,0,0,0,6.549,0
2015/01/02 05:00,02/01/2015 05:00,0,0,0,5.742,0
2015/01/02 06:00,02/01/2015 06:00,0,0,0,5.098,0
2015/01/02 07:00,02/01/2015 07:00,0,0,0,4.598,0
2015/01/02 08:00,02/01/2015 08:00,0,0,0,4.409,0
2015/01/02 09:00,02/01/2015 09:00,0.048,0.039,0.027,5.091,0
2015/01/02 10:00,02/01/2015 10:00,0.289,0.261,0.059,6.146,0
2015/01/02 11:00,02/01/2015 11:00,0.448,0.425,0.072,6.961,0
2015/01/02 12:00,02/01/2015 12:00,0.46,0.425,0.087,7.197,0
2015/01/02 13:00,02/01/2015 13:00,0.446,0.411,0.083,6.977,0
2015/01/02 14:00,02/01/2015 14:00,0.309,0.268,0.074,6.294,0
2015/01/02 15:00,02/01/2015 15:00,0.117,0.101,0.038,4.558,0
2015/01/02 16:00,02/01/2015 16:00,0,0,0,2.722,0
2015/01/02 17:00,02/01/2015 17:00,0,0,0,2.318,0
2015/01/02 18:00,02/01/2015 18:00,0,0,0,2.365,0
2015/01/02 19:00,02/01/2015 19:00,0,0,0,1.354,0
2015/01/02 20:00,02/01/2015 20:00,0,0,0,1.218,0
2015/01/02 21:00,02/01/2015 21:00,0,0,0,2.164,0
2015/01/02 22:00,02/01/2015 22:00,0,0,0,2.436,0
2015/01/02 23:00,02/01/2015 23:00,0,0,0,2.569,0
2015/01/03 00:00,03/01/2015 00:00,0,0,0,2.766,0
2015/01/03 01:00,03/01/2015 01:00,0,0,0,2.902,0
2015/01/03 02:00,03/01/2015 02:00,0,0,0,2.924,0
2015/01/03 03:00,03/01/2015 03:00,0,0,0,2.9,0
2015/01/03 04:00,03/01/2015 04:00,0,0,0,2.938,0
2015/01/03 05:00,03/01/2015 05:00,0,0,0,2.882,0
2015/01/03 06:00,03/01/2015 06:00,0,0,0,2.695,0
2015/01/03 07:00,03/01/2015 07:00,0,0,0,2.368,0
2015/01/03 08:00,03/01/2015 08:00,0,0,0,1.776,0
2015/01/03 09:00,03/01/2015 09:00,0.003,0,0.011,1.393,0
2015/01/03 10:00,03/01/2015 10:00,0.003,0,0.012,1.346,0
2015/01/03 11:00,03/01/2015 11:00,0.02,0,0.034,1.5,0
2015/01/03 12:00,03/01/2015 12:00,0.053,0.007,0.065,1.419,0
2015/01/03 13:00,03/01/2015 13:00,0.108,0.035,0.094,1.628,0
2015/01/03 14:00,03/01/2015 14:00,0.099,0.048,0.071,2.035,0
2015/01/03 15:00,03/01/2015 15:00,0.048,0.033,0.033,1.346,0
2015/01/03 16:00,03/01/2015 16:00,0,0,0,0.308,0
2015/01/03 17:00,03/01/2015 17:00,0,0,0,0.676,0
2015/01/03 18:00,03/01/2015 18:00,0,0,0,1.035,0
2015/01/03 19:00,03/01/2015 19:00,0,0,0,1.001,0
2015/01/03 20:00,03/01/2015 20:00,0,0,0,0.812,0
2015/01/03 21:00,03/01/2015 21:00,0,0,0,0.177,0
2015/01/03 22:00,03/01/2015 22:00,0,0,0,-0.332,0
2015/01/03 23:00,03/01/2015 23:00,0,0,0,-0.76,0
2015/01/04 00:00,04/01/2015 00:00,0,0,0,-1.008,0
2015/01/04 01:00,04/01/2015 01:00,0,0,0,-1.219,0
2015/01/04 02:00,04/01/2015 02:00,0,0,0,-1.367,0
2015/01/04 03:00,04/01/2015 03:00,0,0,0,-1.461,0
2015/01/04 04:00,04/01/2015 04:00,0,0,0,-1.274,0
2015/01/04 05:00,04/01/2015 05:00,0,0,0,-1.1,0
2015/01/04 06:00,04/01/2015 06:00,0,0,0,-1.147,0
2015/01/04 07:00,04/01/2015 07:00,0,0,0,-1.336,0
2015/01/04 08:00,04/01/2015 08:00,0,0,0,-1.38,0
2015/01/04 09:00,04/01/2015 09:00,0.046,0.034,0.029,-0.108,0
2015/01/04 10:00,04/01/2015 10:00,0.264,0.224,0.064,1.206,0
2015/01/04 11:00,04/01/2015 11:00,0.49,0.468,0.065,1.977,0
2015/01/04 12:00,04/01/2015 12:00,0.462,0.414,0.089,2.468,0
2015/01/04 13:00,04/01/2015 13:00,0.257,0.18,0.101,2.594,0
2015/01/04 14:00,04/01/2015 14:00,0.053,0.011,0.06,2.017,0
2015/01/04 15:00,04/01/2015 15:00,0.006,0.002,0.015,0.344,0
2015/01/04 16:00,04/01/2015 16:00,0,0,0,0.194,0
2015/01/04 17:00,04/01/2015 17:00,0,0,0,0.729,0
2015/01/04 18:00,04/01/2015 18:00,0,0,0,0.861,0
2015/01/04 19:00,04/01/2015 19:00,0,0,0,1.045,0
2015/01/04 20:00,04/01/2015 20:00,0,0,0,1.258,0
2015/01/04 21:00,04/01/2015 21:00,0,0,0,1.52,0
2015/01/04 22:00,04/01/2015 22:00,0,0,0,1.798,0
2015/01/04 23:00,04/01/2015 23:00,0,0,0,2.208,0
2015/01/05 00:00,05/01/2015 00:00,0,0,0,2.743,0
2015/01/05 01:00,05/01/2015 01:00,0,0,0,3.108,0
2015/01/05 02:00,05/01/2015 02:00,0,0,0,3.421,0
2015/01/05 03:00,05/01/2015 03:00,0,0,0,3.755,0
2015/01/05 04:00,05/01/2015 04:00,0,0,0,3.956,0
2015/01/05 05:00,05/01/2015 05:00,0,0,0,4.117,0
2015/01/05 06:00,05/01/2015 06:00,0,0,0,4.413,0
2015/01/05 07:00,05/01/2015 07:00,0,0,0,4.706,0
2015/01/05 08:00,05/01/2015 08:00,0,0,0,5.028,0
2015/01/05 09:00,05/01/2015 09:00,0.037,0.029,0.025,5.589,0
2015/01/05 10:00,05/01/2015 10:00,0.11,0.064,0.069,6.226,0
2015/01/05 11:00,05/01/2015 11:00,0.222,0.149,0.101,6.862,0
2015/01/05 12:00,05/01/2015 12:00,0.26,0.174,0.116,7.422,0
2015/01/05 13:00,05/01/2015 13:00,0.169,0.089,0.106,7.817,0
2015/01/05 14:00,05/01/2015 14:00,0.048,0.008,0.059,7.91,0
2015/01/05 15:00,05/01/2015 15:00,0.013,0.003,0.023,7.694,0
2015/01/05 16:00,05/01/2015 16:00,0,0,0,7.347,0
2015/01/05 17:00,05/01/2015 17:00,0,0,0,7.137,0
2015/01/05 18:00,05/01/2015 18:00,0,0,0,6.935,0
2015/01/05 19:00,05/01/2015 19:00,0,0,0,6.792,0
2015/01/05 20:00,05/01/2015 20:00,0,0,0,6.636,0
2015/01/05 21:00,05/01/2015 21:00,0,0,0,6.488,0
2015/01/05 22:00,05/01/2015 22:00,0,0,0,6.474,0
2015/01/05 23:00,05/01/2015 23:00,0,0,0,6.554,0
2015/01/06 00:00,06/01/2015 00:00,0,0,0,6.699,0
2015/01/06 01:00,06/01/2015 01:00,0,0,0,6.775,0
2015/01/06 02:00,06/01/2015 02:00,0,0,0,6.832,0
2015/01/06 03:00,06/01/2015 03:00,0,0,0,7.03,0
2015/01/06 04:00,06/01/2015 04:00,0,0,0,7.382,0
2015/01/06 05:00,06/01/2015 05:00,0,0,0,7.836,0
2015/01/06 06:00,06/01/2015 06:00,0,0,0,8.097,0
2015/01/06 07:00,06/01/2015 07:00,0,0,0,8.046,0
2015/01/06 08:00,06/01/2015 08:00,0,0,0,7.992,0
2015/01/06 09:00,06/01/2015 09:00,0.011,0.003,0.02,8.054,0
2015/01/06 10:00,06/01/2015 10:00,0.025,0.005,0.035,7.475,0
2015/01/06 11:00,06/01/2015 11:00,0.178,0.106,0.098,6.591,0
2015/01/06 12:00,06/01/2015 12:00,0.172,0.108,0.089,6.413,0
2015/01/06 13:00,06/01/2015 13:00,0.191,0.118,0.099,6.4,0
2015/01/06 14:00,06/01/2015 14:00,0.198,0.141,0.083,6.018,0
2015/01/06 15:00,06/01/2015 15:00,0.096,0.075,0.042,4.57,0
2015/01/06 16:00,06/01/2015 16:00,0,0.001,0.002,2.409,0
2015/01/06 17:00,06/01/2015 17:00,0,0,0,1.334,0
2015/01/06 18:00,06/01/2015 18:00,0,0,0,1.008,0
2015/01/06 19:00,06/01/2015 19:00,0,0,0,1.111,0
2015/01/06 20:00,06/01/2015 20:00,0,0,0,1.673,0
2015/01/06 21:00,06/01/2015 21:00,0,0,0,2.048,0
2015/01/06 22:00,06/01/2015 22:00,0,0,0,2.094,0
2015/01/06 23:00,06/01/2015 23:00,0,0,0,1.962,0
2015/01/07 00:00,07/01/2015 00:00,0,0,0,2.126,0
2015/01/07 01:00,07/01/2015 01:00,0,0,0,2.061,0
2015/01/07 02:00,07/01/2015 02:00,0,0,0,2.216,0
2015/01/07 03:00,07/01/2015 03:00,0,0,0,2.999,0
2015/01/07 04:00,07/01/2015 04:00,0,0,0,3.33,0
2015/01/07 05:00,07/01/2015 05:00,0,0,0,3.405,0
2015/01/07 06:00,07/01/2015 06:00,0,0,0,3.455,0
2015/01/07 07:00,07/01/2015 07:00,0,0,0,3.483,0
2015/01/07 08:00,07/01/2015 08:00,0,0,0,3.537,0
2015/01/07 09:00,07/01/2015 09:00,0.043,0.041,0.019,4.076,0
2015/01/07 10:00,07/01/2015 10:00,0.014,0,0.027,4.782,0
2015/01/07 11:00,07/01/2015 11:00,0.02,0,0.035,5.596,0
2015/01/07 12:00,07/01/2015 12:00,0.039,0,0.056,6.449,0
2015/01/07 13:00,07/01/2015 13:00,0.017,0,0.031,7.224,0
2015/01/07 14:00,07/01/2015 14:00,0.012,0,0.025,7.68,0
2015/01/07 15:00,07/01/2015 15:00,0.008,0.001,0.018,7.726,0
2015/01/07 16:00,07/01/2015 16:00,0,0,0.001,7.791,0
2015/01/07 17:00,07/01/2015 17:00,0,0,0,8.136,0
2015/01/07 18:00,07/01/2015 18:00,0,0,0,8.62,0
2015/01/07 19:00,07/01/2015 19:00,0,0,0,9.09,0
2015/01/07 20:00,07/01/2015 20:00,0,0,0,9.538,0
2015/01/07 21:00,07/01/2015 21:00,0,0,0,10.041,0
2015/01/07 22:00,07/01/2015 22:00,0,0,0,10.471,0
2015/01/07 23:00,07/01/2015 23:00,0,0,0,10.698,0
2015/01/08 00:00,08/01/2015 00:00,0,0,0,10.48,0
2015/01/08 01:00,08/01/2015 01:00,0,0,0,9.657,0
2015/01/08 02:00,08/01/2015 02:00,0,0,0,8.476,0
2015/01/08 03:00,08/01/2015 03:00,0,0,0,7.417,0
2015/01/08 04:00,08/01/2015 04:00,0,0,0,7.018,0
2015/01/08 05:00,08/01/2015 05:00,0,0,0,6.484,0
2015/01/08 06:00,08/01/2015 06:00,0,0,0,5.97,0
2015/01/08 07:00,08/01/2015 07:00,0,0,0,6.193,0
2015/01/08 08:00,08/01/2015 08:00,0,0,0,6.244,0
2015/01/08 09:00,08/01/2015 09:00,0.008,0.001,0.018,6.586,0
2015/01/08 10:00,08/01/2015 10:00,0.044,0.005,0.057,6.986,0
2015/01/08 11:00,08/01/2015 11:00,0.436,0.422,0.063,7.689,0
2015/01/08 12:00,08/01/2015 12:00,0.528,0.517,0.076,8.091,0
2015/01/08 13:00,08/01/2015 13:00,0.457,0.427,0.083,7.992,0
2015/01/08 14:00,08/01/2015 14:00,0.28,0.242,0.07,7.425,0
2015/01/08 15:00,08/01/2015 15:00,0.033,0.021,0.03,5.606,0
2015/01/08 16:00,08/01/2015 16:00,0,0,0.002,3.751,0
2015/01/08 17:00,08/01/2015 17:00,0,0,0,4.062,0
2015/01/08 18:00,08/01/2015 18:00,0,0,0,4.407,0
2015/01/08 19:00,08/01/2015 19:00,0,0,0,4.557,0
2015/01/08 20:00,08/01/2015 20:00,0,0,0,4.734,0
2015/01/08 21:00,08/01/2015 21:00,0,0,0,4.945,0
2015/01/08 22:00,08/01/2015 22:00,0,0,0,5.164,0
2015/01/08 23:00,08/01/2015 23:00,0,0,0,5.447,0
2015/01/09 00:00,09/01/2015 00:00,0,0,0,6.347,0
2015/01/09 01:00,09/01/2015 01:00,0,0,0,7.596,0
2015/01/09 02:00,09/01/2015 02:00,0,0,0,9.064,0
2015/01/09 03:00,09/01/2015 03:00,0,0,0,10.076,0
2015/01/09 04:00,09/01/2015 04:00,0,0,0,10.43,0
2015/01/09 05:00,09/01/2015 05:00,0,0,0,10.399,0
2015/01/09 06:00,09/01/2015 06:00,0,0,0,9.846,0
2015/01/09 07:00,09/01/2015 07:00,0,0,0,8.821,0
2015/01/09 08:00,09/01/2015 08:00,0,0,0,8.133,0
2015/01/09 09:00,09/01/2015 09:00,0.035,0.026,0.026,8.298,0
2015/01/09 10:00,09/01/2015 10:00,0.223,0.18,0.073,9.108,0
2015/01/09 11:00,09/01/2015 11:00,0.363,0.315,0.092,9.882,0
2015/01/09 12:00,09/01/2015 12:00,0.358,0.293,0.109,10.515,0
2015/01/09 13:00,09/01/2015 13:00,0.193,0.116,0.107,11.183,0
2015/01/09 14:00,09/01/2015 14:00,0.043,0.018,0.044,11.787,0
2015/01/09 15:00,09/01/2015 15:00,0.009,0.001,0.02,12.848,0
2015/01/09 16:00,09/01/2015 16:00,0,0,0.001,13.809,0
2015/01/09 17:00,09/01/2015 17:00,0,0,0,14.044,0
2015/01/09 18:00,09/01/2015 18:00,0,0,0,13.86,0
2015/01/09 19:00,09/01/2015 19:00,0,0,0,13.729,0
2015/01/09 20:00,09/01/2015 20:00,0,0,0,13.595,0
2015/01/09 21:00,09/01/2015 21:00,0,0,0,13.276,0
2015/01/09 22:00,09/01/2015 22:00,0,0,0,12.862,0
2015/01/09 23:00,09/01/2015 23:00,0,0,0,12.651,0
2015/01/10 00:00,10/01/2015 00:00,0,0,0,12.536,0
2015/01/10 01:00,10/01/2015 01:00,0,0,0,12.4,0
2015/01/10 02:00,10/01/2015 02:00,0,0,0,12.305,0
2015/01/10 03:00,10/01/2015 03:00,0,0,0,12.327,0
2015/01/10 04:00,10/01/2015 04:00,0,0,0,12.486,0
2015/01/10 05:00,10/01/2015 05:00,0,0,0,12.771,0
2015/01/10 06:00,10/01/2015 06:00,0,0,0,13.015,0
2015/01/10 07:00,10/01/2015 07:00,0,0,0,12.614,0
2015/01/10 08:00,10/01/2015 08:00,0,0,0,9.313,0
2015/01/10 09:00,10/01/2015 09:00,0.019,0.011,0.023,7.464,0
2015/01/10 10:00,10/01/2015 10:00,0.081,0.044,0.059,6.824,0
2015/01/10 11:00,10/01/2015 11:00,0.164,0.09,0.098,5.887,0
2015/01/10 12:00,10/01/2015 12:00,0.502,0.478,0.077,5.574,0
2015/01/10 13:00,10/01/2015 13:00,0.391,0.332,0.099,5.549,0
2015/01/10 14:00,10/01/2015 14:00,0.326,0.279,0.08,5.265,0
2015/01/10 15:00,10/01/2015 15:00,0.166,0.14,0.05,4.447,0
2015/01/10 16:00,10/01/2015 16:00,0.003,0.007,0.004,3.516,0
2015/01/10 17:00,10/01/2015 17:00,0,0,0,3.131,0
2015/01/10 18:00,10/01/2015 18:00,0,0,0,2.961,0
2015/01/10 19:00,10/01/2015 19:00,0,0,0,2.9,0
2015/01/10 20:00,10/01/2015 20:00,0,0,0,2.814,0
2015/01/10 21:00,10/01/2015 21:00,0,0,0,2.726,0
2015/01/10 22:00,10/01/2015 22:00,0,0,0,2.913,0
2015/01/10 23:00,10/01/2015 23:00,0,0,0,2.982,0
2015/01/11 00:00,11/01/2015 00:00,0,0,0,2.916,0
2015/01/11 01:00,11/01/2015 01:00,0,0,0,2.863,0
2015/01/11 02:00,11/01/2015 02:00,0,0,0,2.784,0
2015/01/11 03:00,11/01/2015 03:00,0,0,0,2.724,0
2015/01/11 04:00,11/01/2015 04:00,0,0,0,2.774,0
2015/01/11 05:00,11/01/2015 05:00,0,0,0,2.83,0
2015/01/11 06:00,11/01/2015 06:00,0,0,0,2.854,0
2015/01/11 07:00,11/01/2015 07:00,0,0,0,2.892,0
2015/01/11 08:00,11/01/2015 08:00,0,0,0,3.027,0
2015/01/11 09:00,11/01/2015 09:00,0.082,0.071,0.032,4.022,0
2015/01/11 10:00,11/01/2015 10:00,0.293,0.257,0.066,5.269,0
2015/01/11 11:00,11/01/2015 11:00,0.383,0.331,0.092,6.191,0
2015/01/11 12:00,11/01/2015 12:00,0.215,0.123,0.119,6.318,0
2015/01/11 13:00,11/01/2015 13:00,0.108,0.029,0.101,6.398,0
2015/01/11 14:00,11/01/2015 14:00,0.114,0.051,0.086,6.555,0
2015/01/11 15:00,11/01/2015 15:00,0.024,0.007,0.033,6.294,0
2015/01/11 16:00,11/01/2015 16:00,0,0,0.002,5.721,0
2015/01/11 17:00,11/01/2015 17:00,0,0,0,5.689,0
2015/01/11 18:00,11/01/2015 18:00,0,0,0,5.924,0
2015/01/11 19:00,11/01/2015 19:00,0,0,0,6.073,0
2015/01/11 20:00,11/01/2015 20:00,0,0,0,6.351,0
2015/01/11 21:00,11/01/2015 21:00,0,0,0,6.686,0
2015/01/11 22:00,11/01/2015 22:00,0,0,0,7.046,0
2015/01/11 23:00,11/01/2015 23:00,0,0,0,7.357,0
2015/01/12 00:00,12/01/2015 00:00,0,0,0,7.576,0
2015/01/12 01:00,12/01/2015 01:00,0,0,0,7.646,0
2015/01/12 02:00,12/01/2015 02:00,0,0,0,7.701,0
2015/01/12 03:00,12/01/2015 03:00,0,0,0,7.851,0
2015/01/12 04:00,12/01/2015 04:00,0,0,0,8.154,0
2015/01/12 05:00,12/01/2015 05:00,0,0,0,8.582,0
2015/01/12 06:00,12/01/2015 06:00,0,0,0,9.028,0
2015/01/12 07:00,12/01/2015 07:00,0,0,0,9.466,0
2015/01/12 08:00,12/01/2015 08:00,0,0,0,9.825,0
2015/01/12 09:00,12/01/2015 09:00,0.001,0,0.008,10.248,0
2015/01/12 10:00,12/01/2015 10:00,0.022,0,0.038,10.645,0
2015/01/12 11:00,12/01/2015 11:00,0.029,0,0.046,10.62,0
2015/01/12 12:00,12/01/2015 12:00,0.036,0,0.054,9.993,0
2015/01/12 13:00,12/01/2015 13:00,0.031,0,0.048,9.023,0
2015/01/12 14:00,12/01/2015 14:00,0.016,0,0.03,7.836,0
2015/01/12 15:00,12/01/2015 15:00,0.016,0.002,0.028,6.619,0
2015/01/12 16:00,12/01/2015 16:00,0,0,0.003,5.691,0
2015/01/12 17:00,12/01/2015 17:00,0,0,0,5.452,0
2015/01/12 18:00,12/01/2015 18:00,0,0,0,5.431,0
2015/01/12 19:00,12/01/2015 19:00,0,0,0,5.262,0
2015/01/12 20:00,12/01/2015 20:00,0,0,0,4.965,0
2015/01/12 21:00,12/01/2015 21:00,0,0,0,4.631,0
2015/01/12 22:00,12/01/2015 22:00,0,0,0,4.305,0
2015/01/12 23:00,12/01/2015 23:00,0,0,0,4.201,0
2015/01/13 00:00,13/01/2015 00:00,0,0,0,4.158,0
2015/01/13 01:00,13/01/2015 01:00,0,0,0,4.336,0
2015/01/13 02:00,13/01/2015 02:00,0,0,0,4.6,0
2015/01/13 03:00,13/01/2015 03:00,0,0,0,4.901,0
2015/01/13 04:00,13/01/2015 04:00,0,0,0,5.064,0
2015/01/13 05:00,13/01/2015 05:00,0,0,0,4.601,0
2015/01/13 06:00,13/01/2015 06:00,0,0,0,3.369,0
2015/01/13 07:00,13/01/2015 07:00,0,0,0,1.882,0
2015/01/13 08:00,13/01/2015 08:00,0,0.002,0.002,1.714,0
2015/01/13 09:00,13/01/2015 09:00,0.084,0.068,0.035,2.943,0
2015/01/13 10:00,13/01/2015 10:00,0.098,0.053,0.066,3.71,0
2015/01/13 11:00,13/01/2015 11:00,0.097,0.031,0.088,4.597,0
2015/01/13 12:00,13/01/2015 12:00,0.05,0.016,0.052,5.213,0
2015/01/13 13:00,13/01/2015 13:00,0.072,0.014,0.078,5.151,0
2015/01/13 14:00,13/01/2015 14:00,0.137,0.089,0.071,4.393,0
2015/01/13 15:00,13/01/2015 15:00,0.121,0.092,0.05,3.576,0
2015/01/13 16:00,13/01/2015 16:00,0.009,0.015,0.006,2.658,0
2015/01/13 17:00,13/01/2015 17:00,0,0,0,1.727,0
2015/01/13 18:00,13/01/2015 18:00,0,0,0,1.147,0
2015/01/13 19:00,13/01/2015 19:00,0,0,0,0.843,0
2015/01/13 20:00,13/01/2015 20:00,0,0,0,0.705,0
2015/01/13 21:00,13/01/2015 21:00,0,0,0,0.596,0
2015/01/13 22:00,13/01/2015 22:00,0,0,0,0.643,0
2015/01/13 23:00,13/01/2015 23:00,0,0,0,0.883,0
2015/01/14 00:00,14/01/2015 00:00,0,0,0,1.035,0
2015/01/14 01:00,14/01/2015 01:00,0,0,0,0.932,0
2015/01/14 02:00,14/01/2015 02:00,0,0,0,0.545,0
2015/01/14 03:00,14/01/2015 03:00,0,0,0,0.171,0
2015/01/14 04:00,14/01/2015 04:00,0,0,0,0.096,0
2015/01/14 05:00,14/01/2015 05:00,0,0,0,0.2,0
2015/01/14 06:00,14/01/2015 06:00,0,0,0,0.322,0
2015/01/14 07:00,14/01/2015 07:00,0,0,0,0.18,0
2015/01/14 08:00,14/01/2015 08:00,0,0.001,0.003,0.082,0
2015/01/14 09:00,14/01/2015 09:00,0.066,0.048,0.037,0.785,0
2015/01/14 10:00,14/01/2015 10:00,0.252,0.199,0.077,1.918,0
2015/01/14 11:00,14/01/2015 11:00,0.377,0.312,0.099,3.141,0
2015/01/14 12:00,14/01/2015 12:00,0.21,0.116,0.119,4.043,0
2015/01/14 13:00,14/01/2015 13:00,0.109,0.024,0.106,4.266,0
2015/01/14 14:00,14/01/2015 14:00,0.086,0.03,0.077,4.023,0
2015/01/14 15:00,14/01/2015 15:00,0.039,0.022,0.034,3.729,0
2015/01/14 16:00,14/01/2015 16:00,0,0,0.003,3.535,0
2015/01/14 17:00,14/01/2015 17:00,0,0,0,3.824,0
2015/01/14 18:00,14/01/2015 18:00,0,0,0,4.912,0
2015/01/14 19:00,14/01/2015 19:00,0,0,0,6.251,0
2015/01/14 20:00,14/01/2015 20:00,0,0,0,7.213,0
2015/01/14 21:00,14/01/2015 21:00,0,0,0,7.817,0
2015/01/14 22:00,14/01/2015 22:00,0,0,0,8.276,0
2015/01/14 23:00,14/01/2015 23:00,0,0,0,9.069,0
2015/01/15 00:00,15/01/2015 00:00,0,0,0,9.924,0
2015/01/15 01:00,15/01/2015 01:00,0,0,0,9.91,0
2015/01/15 02:00,15/01/2015 02:00,0,0,0,7.991,0
2015/01/15 03:00,15/01/2015 03:00,0,0,0,5.941,0
2015/01/15 04:00,15/01/2015 04:00,0,0,0,5.244,0
2015/01/15 05:00,15/01/2015 05:00,0,0,0,5.097,0
2015/01/15 06:00,15/01/2015 06:00,0,0,0,4.998,0
2015/01/15 07:00,15/01/2015 07:00,0,0,0,4.959,0
2015/01/15 08:00,15/01/2015 08:00,0.002,0.007,0.003,4.988,0
2015/01/15 09:00,15/01/2015 09:00,0.077,0.076,0.022,5.227,0
2015/01/15 10:00,15/01/2015 10:00,0.037,0.014,0.04,5.641,0
2015/01/15 11:00,15/01/2015 11:00,0.37,0.313,0.094,5.909,0
2015/01/15 12:00,15/01/2015 12:00,0.246,0.172,0.102,5.896,0
2015/01/15 13:00,15/01/2015 13:00,0.098,0.042,0.078,5.566,0
2015/01/15 14:00,15/01/2015 14:00,0.174,0.11,0.088,4.955,0
2015/01/15 15:00,15/01/2015 15:00,0.074,0.049,0.045,4.375,0
2015/01/15 16:00,15/01/2015 16:00,0.002,0.004,0.006,3.853,0
2015/01/15 17:00,15/01/2015 17:00,0,0,0,3.502,0
2015/01/15 18:00,15/01/2015 18:00,0,0,0,3.384,0
2015/01/15 19:00,15/01/2015 19:00,0,0,0,3.463,0
2015/01/15 20:00,15/01/2015 20:00,0,0,0,3.502,0
2015/01/15 21:00,15/01/2015 21:00,0,0,0,3.344,0
2015/01/15 22:00,15/01/2015 22:00,0,0,0,3.165,0
2015/01/15 23:00,15/01/2015 23:00,0,0,0,3.182,0
2015/01/16 00:00,16/01/2015 00:00,0,0,0,3.232,0
2015/01/16 01:00,16/01/2015 01:00,0,0,0,3.019,0
2015/01/16 02:00,16/01/2015 02:00,0,0,0,2.629,0
2015/01/16 03:00,16/01/2015 03:00,0,0,0,2.082,0
2015/01/16 04:00,16/01/2015 04:00,0,0,0,1.83,0
2015/01/16 05:00,16/01/2015 05:00,0,0,0,1.592,0
2015/01/16 06:00,16/01/2015 06:00,0,0,0,1.424,0
2015/01/16 07:00,16/01/2015 07:00,0,0,0,0.946,0
2015/01/16 08:00,16/01/2015 08:00,0.006,0.013,0.004,0.661,0
2015/01/16 09:00,16/01/2015 09:00,0.213,0.21,0.026,1.989,0
2015/01/16 10:00,16/01/2015 10:00,0.446,0.445,0.041,3.245,0
2015/01/16 11:00,16/01/2015 11:00,0.555,0.555,0.06,4.535,0
2015/01/16 12:00,16/01/2015 12:00,0.386,0.315,0.11,5.032,0
2015/01/16 13:00,16/01/2015 13:00,0.131,0.064,0.089,4.566,0
2015/01/16 14:00,16/01/2015 14:00,0.246,0.185,0.087,3.696,0
2015/01/16 15:00,16/01/2015 15:00,0.198,0.167,0.055,2.366,0
2015/01/16 16:00,16/01/2015 16:00,0,0.001,0.003,0.065,0
2015/01/16 17:00,16/01/2015 17:00,0,0,0,-1.03,0
2015/01/16 18:00,16/01/2015 18:00,0,0,0,-1.645,0
2015/01/16 19:00,16/01/2015 19:00,0,0,0,-2.004,0
2015/01/16 20:00,16/01/2015 20:00,0,0,0,-2.221,0
2015/01/16 21:00,16/01/2015 21:00,0,0,0,-2.449,0
2015/01/16 22:00,16/01/2015 22:00,0,0,0,-2.451,0
2015/01/16 23:00,16/01/2015 23:00,0,0,0,-2.176,0
2015/01/17 00:00,17/01/2015 00:00,0,0,0,-1.87,0
2015/01/17 01:00,17/01/2015 01:00,0,0,0,-1.656,0
2015/01/17 02:00,17/01/2015 02:00,0,0,0,-1.438,0
2015/01/17 03:00,17/01/2015 03:00,0,0,0,-1.147,0
2015/01/17 04:00,17/01/2015 04:00,0,0,0,-0.716,0
