# Renewables.ninja Solar PV (Point API) - 31.626, -7.989 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Casablanca, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Casablanca"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""31.6258257"""," ""lon"": ""-7.9891608"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
2015/05/28 17:00,28/05/2015 18:00,0.202,0.047,0.202,25.356,0,,,,,,,,,,,,,
2015/05/28 18:00,28/05/2015 19:00,0.068,0,0.093,22.682,0,,,,,,,,,,,,,
2015/05/28 19:00,28/05/2015 20:00,0.003,0,0.011,19.704,0,,,,,,,,,,,,,
2015/05/28 20:00,28/05/2015 21:00,0,0,0,17.644,0,,,,,,,,,,,,,
2015/05/28 21:00,28/05/2015 22:00,0,0,0,16.219,0,,,,,,,,,,,,,
2015/05/28 22:00,28/05/2015 23:00,0,0,0,15.204,0,,,,,,,,,,,,,
2015/05/28 23:00,29/05/2015 00:00,0,0,0,14.531,0,,,,,,,,,,,,,
2015/05/29 00:00,29/05/2015 01:00,0,0,0,13.993,0,,,,,,,,,,,,,
2015/05/29 01:00,29/05/2015 02:00,0,0,0,13.733,0,,,,,,,,,,,,,
2015/05/29 02:00,29/05/2015 03:00,0,0,0,13.511,0,,,,,,,,,,,,,
2015/05/29 03:00,29/05/2015 04:00,0,0,0,13.304,0,,,,,,,,,,,,,
2015/05/29 04:00,29/05/2015 05:00,0,0,0,13.044,0,,,,,,,,,,,,,
2015/05/29 05:00,29/05/2015 06:00,0,0,0,12.813,0,,,,,,,,,,,,,
2015/05/29 06:00,29/05/2015 07:00,0.017,0,0.031,13.468,0,,,,,,,,,,,,,
2015/05/29 07:00,29/05/2015 08:00,0.138,0.047,0.119,15.288,0,,,,,,,,,,,,,
2015/05/29 08:00,29/05/2015 09:00,0.33,0.276,0.111,18.075,0,,,,,,,,,,,,,
2015/05/29 09:00,29/05/2015 10:00,0.511,0.517,0.102,21.056,0,,,,,,,,,,,,,
2015/05/29 10:00,29/05/2015 11:00,0.632,0.672,0.126,23.597,0,,,,,,,,,,,,,
2015/05/29 11:00,29/05/2015 12:00,0.71,0.785,0.14,25.386,0,,,,,,,,,,,,,
2015/05/29 12:00,29/05/2015 13:00,0.743,0.829,0.154,26.305,0,,,,,,,,,,,,,
2015/05/29 13:00,29/05/2015 14:00,0.728,0.786,0.176,26.65,0,,,,,,,,,,,,,
2015/05/29 14:00,29/05/2015 15:00,0.672,0.689,0.184,26.682,0,,,,,,,,,,,,,
2015/05/29 15:00,29/05/2015 16:00,0.572,0.538,0.185,26.401,0,,,,,,,,,,,,,
2015/05/29 16:00,29/05/2015 17:00,0.427,0.351,0.173,25.776,0,,,,,,,,,,,,,
2015/05/29 17:00,29/05/2015 18:00,0.249,0.143,0.158,24.756,0,,,,,,,,,,,,,
2015/05/29 18:00,29/05/2015 19:00,0.086,0,0.114,23.242,0,,,,,,,,,,,,,
2015/05/29 19:00,29/05/2015 20:00,0.01,0,0.023,20.639,0,,,,,,,,,,,,,
2015/05/29 20:00,29/05/2015 21:00,0,0,0,18.723,0,,,,,,,,,,,,,
2015/05/29 21:00,29/05/2015 22:00,0,0,0,17.342,0,,,,,,,,,,,,,
2015/05/29 22:00,29/05/2015 23:00,0,0,0,16.172,0,,,,,,,,,,,,,
2015/05/29 23:00,30/05/2015 00:00,0,0,0,15.431,0,,,,,,,,,,,,,
2015/05/30 00:00,30/05/2015 01:00,0,0,0,14.888,0,,,,,,,,,,,,,
2015/05/30 01:00,30/05/2015 02:00,0,0,0,14.428,0,,,,,,,,,,,,,
2015/05/30 02:00,30/05/2015 03:00,0,0,0,14.085,0,,,,,,,,,,,,,
2015/05/30 03:00,30/05/2015 04:00,0,0,0,13.808,0,,,,,,,,,,,,,
2015/05/30 04:00,30/05/2015 05:00,0,0,0,13.525,0,,,,,,,,,,,,,
2015/05/30 05:00,30/05/2015 06:00,0,0,0,13.273,0,,,,,,,,,,,,,
2015/05/30 06:00,30/05/2015 07:00,0.015,0,0.028,15.895,0,,,,,,,,,,,,,
2015/05/30 07:00,30/05/2015 08:00,0.152,0.13,0.055,19.651,0,,,,,,,,,,,,,
2015/05/30 08:00,30/05/2015 09:00,0.337,0.329,0.076,23.684,0,,,,,,,,,,,,,
2015/05/30 09:00,30/05/2015 10:00,0.497,0.521,0.099,26.588,0,,,,,,,,,,,,,
2015/05/30 10:00,30/05/2015 11:00,0.618,0.685,0.115,28.751,0,,,,,,,,,,,,,
2015/05/30 11:00,30/05/2015 12:00,0.693,0.794,0.133,30.252,0,,,,,,,,,,,,,
2015/05/30 12:00,30/05/2015 13:00,0.725,0.837,0.147,31.23,0,,,,,,,,,,,,,
2015/05/30 13:00,30/05/2015 14:00,0.713,0.805,0.163,31.718,0,,,,,,,,,,,,,
2015/05/30 14:00,30/05/2015 15:00,0.658,0.704,0.175,31.707,0,,,,,,,,,,,,,
2015/05/30 15:00,30/05/2015 16:00,0.559,0.549,0.176,31.376,0,,,,,,,,,,,,,
2015/05/30 16:00,30/05/2015 17:00,0.417,0.354,0.171,30.656,0,,,,,,,,,,,,,
2015/05/30 17:00,30/05/2015 18:00,0.244,0.153,0.15,29.413,0,,,,,,,,,,,,,
2015/05/30 18:00,30/05/2015 19:00,0.083,0,0.112,27.439,0,,,,,,,,,,,,,
2015/05/30 19:00,30/05/2015 20:00,0.01,0,0.023,23.578,0,,,,,,,,,,,,,
2015/05/30 20:00,30/05/2015 21:00,0,0,0,21.072,0,,,,,,,,,,,,,
2015/05/30 21:00,30/05/2015 22:00,0,0,0,19.32,0,,,,,,,,,,,,,
2015/05/30 22:00,30/05/2015 23:00,0,0,0,18.127,0,,,,,,,,,,,,,
2015/05/30 23:00,31/05/2015 00:00,0,0,0,17.431,0,,,,,,,,,,,,,
2015/05/31 00:00,31/05/2015 01:00,0,0,0,16.987,0,,,,,,,,,,,,,
2015/05/31 01:00,31/05/2015 02:00,0,0,0,16.52,0,,,,,,,,,,,,,
2015/05/31 02:00,31/05/2015 03:00,0,0,0,16.089,0,,,,,,,,,,,,,
2015/05/31 03:00,31/05/2015 04:00,0,0,0,15.504,0,,,,,,,,,,,,,
2015/05/31 04:00,31/05/2015 05:00,0,0,0,14.848,0,,,,,,,,,,,,,
2015/05/31 05:00,31/05/2015 06:00,0,0,0,14.393,0,,,,,,,,,,,,,
2015/05/31 06:00,31/05/2015 07:00,0.019,0,0.034,15.792,0,,,,,,,,,,,,,
2015/05/31 07:00,31/05/2015 08:00,0.142,0.07,0.104,18.469,0,,,,,,,,,,,,,
2015/05/31 08:00,31/05/2015 09:00,0.286,0.161,0.18,21.477,0,,,,,,,,,,,,,
2015/05/31 09:00,31/05/2015 10:00,0.479,0.419,0.166,23.755,0,,,,,,,,,,,,,
2015/05/31 10:00,31/05/2015 11:00,0.623,0.669,0.127,25.781,0,,,,,,,,,,,,,
2015/05/31 11:00,31/05/2015 12:00,0.702,0.789,0.135,27.349,0,,,,,,,,,,,,,
2015/05/31 12:00,31/05/2015 13:00,0.736,0.836,0.147,28.036,0,,,,,,,,,,,,,
2015/05/31 13:00,31/05/2015 14:00,0.723,0.787,0.175,28.067,0,,,,,,,,,,,,,
2015/05/31 14:00,31/05/2015 15:00,0.591,0.436,0.319,27.491,0,,,,,,,,,,,,,
2015/05/31 15:00,31/05/2015 16:00,0.305,0.049,0.323,26.411,0,,,,,,,,,,,,,
2015/05/31 16:00,31/05/2015 17:00,0.143,0.004,0.177,25.541,0,,,,,,,,,,,,,
2015/05/31 17:00,31/05/2015 18:00,0.074,0,0.1,24.114,0,,,,,,,,,,,,,
2015/05/31 18:00,31/05/2015 19:00,0.051,0,0.073,22.594,0,,,,,,,,,,,,,
2015/05/31 19:00,31/05/2015 20:00,0.007,0,0.018,20.894,0,,,,,,,,,,,,,
2015/05/31 20:00,31/05/2015 21:00,0,0,0,19.444,0,,,,,,,,,,,,,
2015/05/31 21:00,31/05/2015 22:00,0,0,0,18.069,0,,,,,,,,,,,,,
2015/05/31 22:00,31/05/2015 23:00,0,0,0,16.875,0,,,,,,,,,,,,,
2015/05/31 23:00,01/06/2015 00:00,0,0,0,15.857,0,,,,,,,,,,,,,
2015/06/01 00:00,01/06/2015 01:00,0,0,0,15.004,0,,,,,,,,,,,,,
2015/06/01 01:00,01/06/2015 02:00,0,0,0,14.234,0,,,,,,,,,,,,,
2015/06/01 02:00,01/06/2015 03:00,0,0,0,13.786,0,,,,,,,,,,,,,
2015/06/01 03:00,01/06/2015 04:00,0,0,0,13.627,0,,,,,,,,,,,,,
2015/06/01 04:00,01/06/2015 05:00,0,0,0,13.534,0,,,,,,,,,,,,,
2015/06/01 05:00,01/06/2015 06:00,0,0,0,13.451,0,,,,,,,,,,,,,
2015/06/01 06:00,01/06/2015 07:00,0.02,0,0.035,14.158,0,,,,,,,,,,,,,
2015/06/01 07:00,01/06/2015 08:00,0.154,0.116,0.069,15.888,0,,,,,,,,,,,,,
2015/06/01 08:00,01/06/2015 09:00,0.336,0.293,0.101,18.505,0,,,,,,,,,,,,,
2015/06/01 09:00,01/06/2015 10:00,0.503,0.497,0.112,21.117,0,,,,,,,,,,,,,
2015/06/01 10:00,01/06/2015 11:00,0.623,0.644,0.14,23.445,0,,,,,,,,,,,,,
2015/06/01 11:00,01/06/2015 12:00,0.7,0.751,0.157,25.269,0,,,,,,,,,,,,,
2015/06/01 12:00,01/06/2015 13:00,0.729,0.786,0.177,26.593,0,,,,,,,,,,,,,
2015/06/01 13:00,01/06/2015 14:00,0.663,0.563,0.299,27.4,0,,,,,,,,,,,,,
2015/06/01 14:00,01/06/2015 15:00,0.528,0.28,0.385,27.767,0,,,,,,,,,,,,,
2015/06/01 15:00,01/06/2015 16:00,0.459,0.248,0.323,27.607,0,,,,,,,,,,,,,
2015/06/01 16:00,01/06/2015 17:00,0.334,0.121,0.288,27.075,0,,,,,,,,,,,,,
2015/06/01 17:00,01/06/2015 18:00,0.191,0.038,0.199,26.114,0,,,,,,,,,,,,,
2015/06/01 18:00,01/06/2015 19:00,0.075,0,0.102,24.525,0,,,,,,,,,,,,,
2015/06/01 19:00,01/06/2015 20:00,0.01,0,0.022,21.78,0,,,,,,,,,,,,,
2015/06/01 20:00,01/06/2015 21:00,0,0,0,19.467,0,,,,,,,,,,,,,
2015/06/01 21:00,01/06/2015 22:00,0,0,0,17.651,0,,,,,,,,,,,,,
2015/06/01 22:00,01/06/2015 23:00,0,0,0,16.343,0,,,,,,,,,,,,,
2015/06/01 23:00,02/06/2015 00:00,0,0,0,15.624,0,,,,,,,,,,,,,
2015/06/02 00:00,02/06/2015 01:00,0,0,0,15.078,0,,,,,,,,,,,,,
2015/06/02 01:00,02/06/2015 02:00,0,0,0,14.612,0,,,,,,,,,,,,,
2015/06/02 02:00,02/06/2015 03:00,0,0,0,14.301,0,,,,,,,,,,,,,
2015/06/02 03:00,02/06/2015 04:00,0,0,0,14.003,0,,,,,,,,,,,,,
2015/06/02 04:00,02/06/2015 05:00,0,0,0,13.876,0,,,,,,,,,,,,,
2015/06/02 05:00,02/06/2015 06:00,0,0,0,13.964,0,,,,,,,,,,,,,
2015/06/02 06:00,02/06/2015 07:00,0.021,0,0.037,15.8,0,,,,,,,,,,,,,
2015/06/02 07:00,02/06/2015 08:00,0.152,0.113,0.072,18.79,0,,,,,,,,,,,,,
2015/06/02 08:00,02/06/2015 09:00,0.331,0.306,0.091,22.92,0,,,,,,,,,,,,,
2015/06/02 09:00,02/06/2015 10:00,0.49,0.494,0.114,26.324,0,,,,,,,,,,,,,
2015/06/02 10:00,02/06/2015 11:00,0.607,0.648,0.137,28.81,0,,,,,,,,,,,,,
2015/06/02 11:00,02/06/2015 12:00,0.681,0.755,0.154,30.574,0,,,,,,,,,,,,,
2015/06/02 12:00,02/06/2015 13:00,0.712,0.798,0.168,31.865,0,,,,,,,,,,,,,
2015/06/02 13:00,02/06/2015 14:00,0.7,0.769,0.182,32.482,0,,,,,,,,,,,,,
2015/06/02 14:00,02/06/2015 15:00,0.647,0.676,0.188,32.445,0,,,,,,,,,,,,,
2015/06/02 15:00,02/06/2015 16:00,0.547,0.513,0.198,32.002,0,,,,,,,,,,,,,
2015/06/02 16:00,02/06/2015 17:00,0.409,0.323,0.192,31.238,0,,,,,,,,,,,,,
2015/06/02 17:00,02/06/2015 18:00,0.241,0.127,0.174,29.916,0,,,,,,,,,,,,,
2015/06/02 18:00,02/06/2015 19:00,0.075,0,0.104,28.097,0,,,,,,,,,,,,,
2015/06/02 19:00,02/06/2015 20:00,0,0,0.006,25.262,0,,,,,,,,,,,,,
2015/06/02 20:00,02/06/2015 21:00,0,0,0,22.957,0,,,,,,,,,,,,,
2015/06/02 21:00,02/06/2015 22:00,0,0,0,21.304,0,,,,,,,,,,,,,
2015/06/02 22:00,02/06/2015 23:00,0,0,0,20.353,0,,,,,,,,,,,,,
2015/06/02 23:00,03/06/2015 00:00,0,0,0,19.774,0,,,,,,,,,,,,,
2015/06/03 00:00,03/06/2015 01:00,0,0,0,19.348,0,,,,,,,,,,,,,
2015/06/03 01:00,03/06/2015 02:00,0,0,0,19.27,0,,,,,,,,,,,,,
2015/06/03 02:00,03/06/2015 03:00,0,0,0,19.308,0,,,,,,,,,,,,,
2015/06/03 03:00,03/06/2015 04:00,0,0,0,19.027,0,,,,,,,,,,,,,
2015/06/03 04:00,03/06/2015 05:00,0,0,0,18.326,0,,,,,,,,,,,,,
2015/06/03 05:00,03/06/2015 06:00,0,0,0,17.851,0,,,,,,,,,,,,,
2015/06/03 06:00,03/06/2015 07:00,0.022,0,0.039,19.668,0,,,,,,,,,,,,,
2015/06/03 07:00,03/06/2015 08:00,0.148,0.101,0.083,22.678,0,,,,,,,,,,,,,
2015/06/03 08:00,03/06/2015 09:00,0.322,0.284,0.107,26.108,0,,,,,,,,,,,,,
2015/06/03 09:00,03/06/2015 10:00,0.478,0.473,0.129,29.255,0,,,,,,,,,,,,,
2015/06/03 10:00,03/06/2015 11:00,0.595,0.632,0.146,31.463,0,,,,,,,,,,,,,
2015/06/03 11:00,03/06/2015 12:00,0.667,0.727,0.171,32.639,0,,,,,,,,,,,,,
2015/06/03 12:00,03/06/2015 13:00,0.701,0.775,0.184,33.462,0,,,,,,,,,,,,,
2015/06/03 13:00,03/06/2015 14:00,0.688,0.742,0.198,34.042,0,,,,,,,,,,,,,
2015/06/03 14:00,03/06/2015 15:00,0.635,0.645,0.208,33.965,0,,,,,,,,,,,,,
2015/06/03 15:00,03/06/2015 16:00,0.535,0.477,0.221,33.277,0,,,,,,,,,,,,,
2015/06/03 16:00,03/06/2015 17:00,0.4,0.296,0.209,32.141,0,,,,,,,,,,,,,
2015/06/03 17:00,03/06/2015 18:00,0.227,0.105,0.179,30.519,0,,,,,,,,,,,,,
2015/06/03 18:00,03/06/2015 19:00,0.067,0,0.095,28.715,0,,,,,,,,,,,,,
2015/06/03 19:00,03/06/2015 20:00,0.001,0,0.008,26.324,0,,,,,,,,,,,,,
2015/06/03 20:00,03/06/2015 21:00,0,0,0,24.838,0,,,,,,,,,,,,,
2015/06/03 21:00,03/06/2015 22:00,0,0,0,23.817,0,,,,,,,,,,,,,
2015/06/03 22:00,03/06/2015 23:00,0,0,0,23.229,0,,,,,,,,,,,,,
2015/06/03 23:00,04/06/2015 00:00,0,0,0,22.765,0,,,,,,,,,,,,,
2015/06/04 00:00,04/06/2015 01:00,0,0,0,22.449,0,,,,,,,,,,,,,
2015/06/04 01:00,04/06/2015 02:00,0,0,0,22.188,0,,,,,,,,,,,,,
2015/06/04 02:00,04/06/2015 03:00,0,0,0,21.889,0,,,,,,,,,,,,,
2015/06/04 03:00,04/06/2015 04:00,0,0,0,21.529,0,,,,,,,,,,,,,
2015/06/04 04:00,04/06/2015 05:00,0,0,0,21.133,0,,,,,,,,,,,,,
2015/06/04 05:00,04/06/2015 06:00,0,0,0,20.796,0,,,,,,,,,,,,,
2015/06/04 06:00,04/06/2015 07:00,0.026,0,0.044,22.731,0,,,,,,,,,,,,,
2015/06/04 07:00,04/06/2015 08:00,0.141,0.065,0.113,25.535,0,,,,,,,,,,,,,
2015/06/04 08:00,04/06/2015 09:00,0.308,0.236,0.143,28.32,0,,,,,,,,,,,,,
2015/06/04 09:00,04/06/2015 10:00,0.465,0.433,0.155,30.257,0,,,,,,,,,,,,,
2015/06/04 10:00,04/06/2015 11:00,0.589,0.613,0.159,31.787,0,,,,,,,,,,,,,
2015/06/04 11:00,04/06/2015 12:00,0.666,0.73,0.169,33.143,0,,,,,,,,,,,,,
2015/06/04 12:00,04/06/2015 13:00,0.695,0.766,0.188,34.279,0,,,,,,,,,,,,,
2015/06/04 13:00,04/06/2015 14:00,0.679,0.72,0.211,34.916,0,,,,,,,,,,,,,
2015/06/04 14:00,04/06/2015 15:00,0.626,0.617,0.226,34.738,0,,,,,,,,,,,,,
2015/06/04 15:00,04/06/2015 16:00,0.518,0.418,0.257,33.99,0,,,,,,,,,,,,,
2015/06/04 16:00,04/06/2015 17:00,0.341,0.147,0.282,32.541,0,,,,,,,,,,,,,
2015/06/04 17:00,04/06/2015 18:00,0.151,0.024,0.169,30.573,0,,,,,,,,,,,,,
2015/06/04 18:00,04/06/2015 19:00,0.007,0,0.019,28.503,0,,,,,,,,,,,,,
2015/06/04 19:00,04/06/2015 20:00,0,0,0.005,26.202,0,,,,,,,,,,,,,
2015/06/04 20:00,04/06/2015 21:00,0,0,0,24.11,0,,,,,,,,,,,,,
2015/06/04 21:00,04/06/2015 22:00,0,0,0,22.725,0,,,,,,,,,,,,,
2015/06/04 22:00,04/06/2015 23:00,0,0,0,22.004,0,,,,,,,,,,,,,
2015/06/04 23:00,05/06/2015 00:00,0,0,0,21.542,0,,,,,,,,,,,,,
2015/06/05 00:00,05/06/2015 01:00,0,0,0,21.176,0,,,,,,,,,,,,,
2015/06/05 01:00,05/06/2015 02:00,0,0,0,20.851,0,,,,,,,,,,,,,
2015/06/05 02:00,05/06/2015 03:00,0,0,0,20.615,0,,,,,,,,,,,,,
2015/06/05 03:00,05/06/2015 04:00,0,0,0,20.415,0,,,,,,,,,,,,,
2015/06/05 04:00,05/06/2015 05:00,0,0,0,20.173,0,,,,,,,,,,,,,
2015/06/05 05:00,05/06/2015 06:00,0,0,0,20.039,0,,,,,,,,,,,,,
2015/06/05 06:00,05/06/2015 07:00,0.02,0,0.037,22.723,0,,,,,,,,,,,,,
2015/06/05 07:00,05/06/2015 08:00,0.146,0.109,0.075,26.432,0,,,,,,,,,,,,,
2015/06/05 08:00,05/06/2015 09:00,0.316,0.29,0.102,30.185,0,,,,,,,,,,,,,
2015/06/05 09:00,05/06/2015 10:00,0.469,0.48,0.122,32.769,0,,,,,,,,,,,,,
2015/06/05 10:00,05/06/2015 11:00,0.585,0.637,0.142,34.621,0,,,,,,,,,,,,,
2015/06/05 11:00,05/06/2015 12:00,0.659,0.744,0.159,36.022,0,,,,,,,,,,,,,
2015/06/05 12:00,05/06/2015 13:00,0.679,0.739,0.203,36.992,0,,,,,,,,,,,,,
2015/06/05 13:00,05/06/2015 14:00,0.652,0.644,0.256,37.37,0,,,,,,,,,,,,,
2015/06/05 14:00,05/06/2015 15:00,0.581,0.475,0.309,37.226,0,,,,,,,,,,,,,
2015/06/05 15:00,05/06/2015 16:00,0.491,0.352,0.294,36.637,0,,,,,,,,,,,,,
2015/06/05 16:00,05/06/2015 17:00,0.376,0.235,0.247,35.297,0,,,,,,,,,,,,,
2015/06/05 17:00,05/06/2015 18:00,0.196,0.072,0.179,33.627,0,,,,,,,,,,,,,
2015/06/05 18:00,05/06/2015 19:00,0.071,0,0.101,31.761,0,,,,,,,,,,,,,
2015/06/05 19:00,05/06/2015 20:00,0.013,0,0.027,28.812,0,,,,,,,,,,,,,
2015/06/05 20:00,05/06/2015 21:00,0,0,0,27.002,0,,,,,,,,,,,,,
2015/06/05 21:00,05/06/2015 22:00,0,0,0,25.883,0,,,,,,,,,,,,,
2015/06/05 22:00,05/06/2015 23:00,0,0,0,24.969,0,,,,,,,,,,,,,
2015/06/05 23:00,06/06/2015 00:00,0,0,0,24.254,0,,,,,,,,,,,,,
2015/06/06 00:00,06/06/2015 01:00,0,0,0,23.562,0,,,,,,,,,,,,,
2015/06/06 01:00,06/06/2015 02:00,0,0,0,22.971,0,,,,,,,,,,,,,
2015/06/06 02:00,06/06/2015 03:00,0,0,0,22.653,0,,,,,,,,,,,,,
2015/06/06 03:00,06/06/2015 04:00,0,0,0,22.513,0,,,,,,,,,,,,,
2015/06/06 04:00,06/06/2015 05:00,0,0,0,22.211,0,,,,,,,,,,,,,
2015/06/06 05:00,06/06/2015 06:00,0,0,0,22.064,0,,,,,,,,,,,,,
2015/06/06 06:00,06/06/2015 07:00,0.022,0,0.038,24.162,0,,,,,,,,,,,,,
2015/06/06 07:00,06/06/2015 08:00,0.145,0.102,0.082,26.769,0,,,,,,,,,,,,,
2015/06/06 08:00,06/06/2015 09:00,0.314,0.275,0.114,29.572,0,,,,,,,,,,,,,
2015/06/06 09:00,06/06/2015 10:00,0.463,0.437,0.151,31.453,0,,,,,,,,,,,,,
2015/06/06 10:00,06/06/2015 11:00,0.57,0.549,0.198,32.743,0,,,,,,,,,,,,,
2015/06/06 11:00,06/06/2015 12:00,0.627,0.591,0.249,33.815,0,,,,,,,,,,,,,
2015/06/06 12:00,06/06/2015 13:00,0.56,0.342,0.4,35.035,0,,,,,,,,,,,,,
2015/06/06 13:00,06/06/2015 14:00,0.321,0.135,0.278,36.321,0,,,,,,,,,,,,,
2015/06/06 14:00,06/06/2015 15:00,0.146,0.001,0.193,36.719,0,,,,,,,,,,,,,
2015/06/06 15:00,06/06/2015 16:00,0.048,0,0.074,35.817,0,,,,,,,,,,,,,
2015/06/06 16:00,06/06/2015 17:00,0.212,0.067,0.204,34.384,0,,,,,,,,,,,,,
2015/06/06 17:00,06/06/2015 18:00,0.142,0.012,0.173,32.709,0,,,,,,,,,,,,,
2015/06/06 18:00,06/06/2015 19:00,0.072,0,0.101,30.45,0,,,,,,,,,,,,,
2015/06/06 19:00,06/06/2015 20:00,0.007,0,0.018,27.306,0,,,,,,,,,,,,,
2015/06/06 20:00,06/06/2015 21:00,0,0,0,25.338,0,,,,,,,,,,,,,
2015/06/06 21:00,06/06/2015 22:00,0,0,0,23.973,0,,,,,,,,,,,,,
2015/06/06 22:00,06/06/2015 23:00,0,0,0,23.498,0,,,,,,,,,,,,,
2015/06/06 23:00,07/06/2015 00:00,0,0,0,23.142,0,,,,,,,,,,,,,
2015/06/07 00:00,07/06/2015 01:00,0,0,0,22.712,0,,,,,,,,,,,,,
2015/06/07 01:00,07/06/2015 02:00,0,0,0,22.353,0,,,,,,,,,,,,,
2015/06/07 02:00,07/06/2015 03:00,0,0,0,21.913,0,,,,,,,,,,,,,
2015/06/07 03:00,07/06/2015 04:00,0,0,0,21.664,0,,,,,,,,,,,,,
2015/06/07 04:00,07/06/2015 05:00,0,0,0,21.391,0,,,,,,,,,,,,,
2015/06/07 05:00,07/06/2015 06:00,0,0,0,20.821,0,,,,,,,,,,,,,
2015/06/07 06:00,07/06/2015 07:00,0.025,0,0.042,21.917,0,,,,,,,,,,,,,
2015/06/07 07:00,07/06/2015 08:00,0.146,0.088,0.095,24.723,0,,,,,,,,,,,,,
2015/06/07 08:00,07/06/2015 09:00,0.315,0.269,0.118,28.185,0,,,,,,,,,,,,,
2015/06/07 09:00,07/06/2015 10:00,0.47,0.465,0.131,31.148,0,,,,,,,,,,,,,
2015/06/07 10:00,07/06/2015 11:00,0.588,0.636,0.142,33.284,0,,,,,,,,,,,,,
2015/06/07 11:00,07/06/2015 12:00,0.664,0.752,0.152,34.829,0,,,,,,,,,,,,,
2015/06/07 12:00,07/06/2015 13:00,0.695,0.803,0.162,36.026,0,,,,,,,,,,,,,
2015/06/07 13:00,07/06/2015 14:00,0.685,0.776,0.174,36.508,0,,,,,,,,,,,,,
2015/06/07 14:00,07/06/2015 15:00,0.633,0.671,0.191,36.273,0,,,,,,,,,,,,,
2015/06/07 15:00,07/06/2015 16:00,0.538,0.509,0.2,35.261,0,,,,,,,,,,,,,
2015/06/07 16:00,07/06/2015 17:00,0.404,0.319,0.195,33.404,0,,,,,,,,,,,,,
2015/06/07 17:00,07/06/2015 18:00,0.242,0.126,0.177,30.933,0,,,,,,,,,,,,,
2015/06/07 18:00,07/06/2015 19:00,0.093,0,0.124,28.017,0,,,,,,,,,,,,,
2015/06/07 19:00,07/06/2015 20:00,0.016,0,0.031,24.67,0,,,,,,,,,,,,,
2015/06/07 20:00,07/06/2015 21:00,0,0,0,22.479,0,,,,,,,,,,,,,
2015/06/07 21:00,07/06/2015 22:00,0,0,0,21.136,0,,,,,,,,,,,,,
2015/06/07 22:00,07/06/2015 23:00,0,0,0,20.177,0,,,,,,,,,,,,,
2015/06/07 23:00,08/06/2015 00:00,0,0,0,19.391,0,,,,,,,,,,,,,
2015/06/08 00:00,08/06/2015 01:00,0,0,0,18.642,0,,,,,,,,,,,,,
2015/06/08 01:00,08/06/2015 02:00,0,0,0,18.073,0,,,,,,,,,,,,,
2015/06/08 02:00,08/06/2015 03:00,0,0,0,17.609,0,,,,,,,,,,,,,
2015/06/08 03:00,08/06/2015 04:00,0,0,0,17.085,0,,,,,,,,,,,,,
2015/06/08 04:00,08/06/2015 05:00,0,0,0,16.562,0,,,,,,,,,,,,,
2015/06/08 05:00,08/06/2015 06:00,0,0,0,16.162,0,,,,,,,,,,,,,
2015/06/08 06:00,08/06/2015 07:00,0.022,0,0.038,17.341,0,,,,,,,,,,,,,
2015/06/08 07:00,08/06/2015 08:00,0.145,0.064,0.114,20.027,0,,,,,,,,,,,,,
2015/06/08 08:00,08/06/2015 09:00,0.257,0.111,0.198,23.14,0,,,,,,,,,,,,,
2015/06/08 09:00,08/06/2015 10:00,0.294,0.055,0.303,25.813,0,,,,,,,,,,,,,
2015/06/08 10:00,08/06/2015 11:00,0.338,0.054,0.362,27.946,0,,,,,,,,,,,,,
2015/06/08 11:00,08/06/2015 12:00,0.529,0.283,0.391,29.399,0,,,,,,,,,,,,,
2015/06/08 12:00,08/06/2015 13:00,0.679,0.653,0.25,30.147,0,,,,,,,,,,,,,
2015/06/08 13:00,08/06/2015 14:00,0.705,0.764,0.182,30.39,0,,,,,,,,,,,,,
2015/06/08 14:00,08/06/2015 15:00,0.656,0.681,0.184,30.075,0,,,,,,,,,,,,,
2015/06/08 15:00,08/06/2015 16:00,0.558,0.523,0.191,29.127,0,,,,,,,,,,,,,
2015/06/08 16:00,08/06/2015 17:00,0.417,0.318,0.197,27.586,0,,,,,,,,,,,,,
2015/06/08 17:00,08/06/2015 18:00,0.232,0.076,0.207,25.544,0,,,,,,,,,,,,,
2015/06/08 18:00,08/06/2015 19:00,0.086,0,0.114,23.084,0,,,,,,,,,,,,,
2015/06/08 19:00,08/06/2015 20:00,0.015,0,0.03,20.526,0,,,,,,,,,,,,,
