# Renewables.ninja Solar PV (Point API) - 31.626, -7.989 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Casablanca, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Casablanca"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""31.6258257"""," ""lon"": ""-7.9891608"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
2015/01/01 00:00,01/01/2015 00:00,0,0,0,3.997,0,,,,,,,,,,,,,
2015/01/01 01:00,01/01/2015 01:00,0,0,0,3.683,0,,,,,,,,,,,,,
2015/01/01 02:00,01/01/2015 02:00,0,0,0,3.858,0,,,,,,,,,,,,,
2015/01/01 03:00,01/01/2015 03:00,0,0,0,4.165,0,,,,,,,,,,,,,
2015/01/01 04:00,01/01/2015 04:00,0,0,0,4.618,0,,,,,,,,,,,,,
2015/01/01 05:00,01/01/2015 05:00,0,0,0,5.25,0,,,,,,,,,,,,,
2015/01/01 06:00,01/01/2015 06:00,0,0,0,5.786,0,,,,,,,,,,,,,
2015/01/01 07:00,01/01/2015 07:00,0,0,0,5.934,0,,,,,,,,,,,,,
2015/01/01 08:00,01/01/2015 08:00,0.167,0.17,0.021,7.473,0,,,,,,,,,,,,,
2015/01/01 09:00,01/01/2015 09:00,0.426,0.441,0.042,10.516,0,,,,,,,,,,,,,
2015/01/01 10:00,01/01/2015 10:00,0.594,0.629,0.071,12.974,0,,,,,,,,,,,,,
2015/01/01 11:00,01/01/2015 11:00,0.698,0.757,0.094,14.79,0,,,,,,,,,,,,,
2015/01/01 12:00,01/01/2015 12:00,0.749,0.824,0.108,15.986,0,,,,,,,,,,,,,
2015/01/01 13:00,01/01/2015 13:00,0.747,0.815,0.116,16.508,0,,,,,,,,,,,,,
2015/01/01 14:00,01/01/2015 14:00,0.684,0.716,0.123,16.32,0,,,,,,,,,,,,,
2015/01/01 15:00,01/01/2015 15:00,0.563,0.549,0.12,15.468,0,,,,,,,,,,,,,
2015/01/01 16:00,01/01/2015 16:00,0.384,0.341,0.099,13.301,0,,,,,,,,,,,,,
2015/01/01 17:00,01/01/2015 17:00,0.108,0.095,0.037,9.121,0,,,,,,,,,,,,,
2015/01/01 18:00,01/01/2015 18:00,0,0,0,7.823,0,,,,,,,,,,,,,
2015/01/01 19:00,01/01/2015 19:00,0,0,0,7.314,0,,,,,,,,,,,,,
2015/01/01 20:00,01/01/2015 20:00,0,0,0,6.551,0,,,,,,,,,,,,,
2015/01/01 21:00,01/01/2015 21:00,0,0,0,5.979,0,,,,,,,,,,,,,
2015/01/01 22:00,01/01/2015 22:00,0,0,0,5.612,0,,,,,,,,,,,,,
2015/01/01 23:00,01/01/2015 23:00,0,0,0,5.173,0,,,,,,,,,,,,,
2015/01/02 00:00,02/01/2015 00:00,0,0,0,4.668,0,,,,,,,,,,,,,
2015/01/02 01:00,02/01/2015 01:00,0,0,0,4.121,0,,,,,,,,,,,,,
2015/01/02 02:00,02/01/2015 02:00,0,0,0,3.645,0,,,,,,,,,,,,,
2015/01/02 03:00,02/01/2015 03:00,0,0,0,3.108,0,,,,,,,,,,,,,
2015/01/02 04:00,02/01/2015 04:00,0,0,0,2.61,0,,,,,,,,,,,,,
2015/01/02 05:00,02/01/2015 05:00,0,0,0,2.25,0,,,,,,,,,,,,,
2015/01/02 06:00,02/01/2015 06:00,0,0,0,1.981,0,,,,,,,,,,,,,
2015/01/02 07:00,02/01/2015 07:00,0,0,0,1.879,0,,,,,,,,,,,,,
2015/01/02 08:00,02/01/2015 08:00,0.167,0.169,0.021,5.255,0,,,,,,,,,,,,,
2015/01/02 09:00,02/01/2015 09:00,0.428,0.442,0.041,9.516,0,,,,,,,,,,,,,
2015/01/02 10:00,02/01/2015 10:00,0.595,0.631,0.069,12.627,0,,,,,,,,,,,,,
2015/01/02 11:00,02/01/2015 11:00,0.701,0.764,0.091,14.839,0,,,,,,,,,,,,,
2015/01/02 12:00,02/01/2015 12:00,0.748,0.823,0.109,16.065,0,,,,,,,,,,,,,
2015/01/02 13:00,02/01/2015 13:00,0.749,0.821,0.115,16.688,0,,,,,,,,,,,,,
2015/01/02 14:00,02/01/2015 14:00,0.69,0.728,0.12,16.667,0,,,,,,,,,,,,,
2015/01/02 15:00,02/01/2015 15:00,0.565,0.554,0.119,15.943,0,,,,,,,,,,,,,
2015/01/02 16:00,02/01/2015 16:00,0.385,0.343,0.099,13.777,0,,,,,,,,,,,,,
2015/01/02 17:00,02/01/2015 17:00,0.109,0.095,0.037,9.754,0,,,,,,,,,,,,,
2015/01/02 18:00,02/01/2015 18:00,0,0,0,8.323,0,,,,,,,,,,,,,
2015/01/02 19:00,02/01/2015 19:00,0,0,0,7.498,0,,,,,,,,,,,,,
2015/01/02 20:00,02/01/2015 20:00,0,0,0,6.637,0,,,,,,,,,,,,,
2015/01/02 21:00,02/01/2015 21:00,0,0,0,5.975,0,,,,,,,,,,,,,
2015/01/02 22:00,02/01/2015 22:00,0,0,0,5.488,0,,,,,,,,,,,,,
2015/01/02 23:00,02/01/2015 23:00,0,0,0,4.853,0,,,,,,,,,,,,,
2015/01/03 00:00,03/01/2015 00:00,0,0,0,4.038,0,,,,,,,,,,,,,
2015/01/03 01:00,03/01/2015 01:00,0,0,0,3.323,0,,,,,,,,,,,,,
2015/01/03 02:00,03/01/2015 02:00,0,0,0,2.918,0,,,,,,,,,,,,,
2015/01/03 03:00,03/01/2015 03:00,0,0,0,2.68,0,,,,,,,,,,,,,
2015/01/03 04:00,03/01/2015 04:00,0,0,0,2.498,0,,,,,,,,,,,,,
2015/01/03 05:00,03/01/2015 05:00,0,0,0,2.371,0,,,,,,,,,,,,,
2015/01/03 06:00,03/01/2015 06:00,0,0,0,2.256,0,,,,,,,,,,,,,
2015/01/03 07:00,03/01/2015 07:00,0,0,0,2.295,0,,,,,,,,,,,,,
2015/01/03 08:00,03/01/2015 08:00,0.167,0.17,0.02,5.843,0,,,,,,,,,,,,,
2015/01/03 09:00,03/01/2015 09:00,0.428,0.443,0.041,9.757,0,,,,,,,,,,,,,
2015/01/03 10:00,03/01/2015 10:00,0.596,0.632,0.069,12.768,0,,,,,,,,,,,,,
2015/01/03 11:00,03/01/2015 11:00,0.699,0.763,0.091,15.218,0,,,,,,,,,,,,,
2015/01/03 12:00,03/01/2015 12:00,0.75,0.83,0.106,16.348,0,,,,,,,,,,,,,
2015/01/03 13:00,03/01/2015 13:00,0.753,0.831,0.112,16.863,0,,,,,,,,,,,,,
2015/01/03 14:00,03/01/2015 14:00,0.691,0.732,0.119,16.78,0,,,,,,,,,,,,,
2015/01/03 15:00,03/01/2015 15:00,0.571,0.565,0.116,16.14,0,,,,,,,,,,,,,
2015/01/03 16:00,03/01/2015 16:00,0.387,0.346,0.099,14.101,0,,,,,,,,,,,,,
2015/01/03 17:00,03/01/2015 17:00,0.111,0.096,0.039,10.289,0,,,,,,,,,,,,,
2015/01/03 18:00,03/01/2015 18:00,0,0,0,8.966,0,,,,,,,,,,,,,
2015/01/03 19:00,03/01/2015 19:00,0,0,0,8.376,0,,,,,,,,,,,,,
2015/01/03 20:00,03/01/2015 20:00,0,0,0,7.709,0,,,,,,,,,,,,,
2015/01/03 21:00,03/01/2015 21:00,0,0,0,6.785,0,,,,,,,,,,,,,
2015/01/03 22:00,03/01/2015 22:00,0,0,0,5.668,0,,,,,,,,,,,,,
2015/01/03 23:00,03/01/2015 23:00,0,0,0,4.673,0,,,,,,,,,,,,,
2015/01/04 00:00,04/01/2015 00:00,0,0,0,3.824,0,,,,,,,,,,,,,
2015/01/04 01:00,04/01/2015 01:00,0,0,0,3.218,0,,,,,,,,,,,,,
2015/01/04 02:00,04/01/2015 02:00,0,0,0,2.81,0,,,,,,,,,,,,,
2015/01/04 03:00,04/01/2015 03:00,0,0,0,2.444,0,,,,,,,,,,,,,
2015/01/04 04:00,04/01/2015 04:00,0,0,0,2.136,0,,,,,,,,,,,,,
2015/01/04 05:00,04/01/2015 05:00,0,0,0,1.922,0,,,,,,,,,,,,,
2015/01/04 06:00,04/01/2015 06:00,0,0,0,1.814,0,,,,,,,,,,,,,
2015/01/04 07:00,04/01/2015 07:00,0,0,0,1.954,0,,,,,,,,,,,,,
2015/01/04 08:00,04/01/2015 08:00,0.166,0.169,0.021,5.647,0,,,,,,,,,,,,,
2015/01/04 09:00,04/01/2015 09:00,0.425,0.439,0.041,9.81,0,,,,,,,,,,,,,
2015/01/04 10:00,04/01/2015 10:00,0.59,0.623,0.072,12.788,0,,,,,,,,,,,,,
2015/01/04 11:00,04/01/2015 11:00,0.694,0.748,0.098,14.899,0,,,,,,,,,,,,,
2015/01/04 12:00,04/01/2015 12:00,0.748,0.819,0.111,15.858,0,,,,,,,,,,,,,
2015/01/04 13:00,04/01/2015 13:00,0.749,0.815,0.117,16.105,0,,,,,,,,,,,,,
2015/01/04 14:00,04/01/2015 14:00,0.69,0.723,0.122,15.793,0,,,,,,,,,,,,,
2015/01/04 15:00,04/01/2015 15:00,0.572,0.558,0.12,14.893,0,,,,,,,,,,,,,
2015/01/04 16:00,04/01/2015 16:00,0.392,0.349,0.1,12.932,0,,,,,,,,,,,,,
2015/01/04 17:00,04/01/2015 17:00,0.117,0.1,0.04,8.824,0,,,,,,,,,,,,,
2015/01/04 18:00,04/01/2015 18:00,0,0,0,7.851,0,,,,,,,,,,,,,
2015/01/04 19:00,04/01/2015 19:00,0,0,0,7.595,0,,,,,,,,,,,,,
2015/01/04 20:00,04/01/2015 20:00,0,0,0,6.515,0,,,,,,,,,,,,,
2015/01/04 21:00,04/01/2015 21:00,0,0,0,5.652,0,,,,,,,,,,,,,
2015/01/04 22:00,04/01/2015 22:00,0,0,0,5.373,0,,,,,,,,,,,,,
2015/01/04 23:00,04/01/2015 23:00,0,0,0,5.372,0,,,,,,,,,,,,,
2015/01/05 00:00,05/01/2015 00:00,0,0,0,5.315,0,,,,,,,,,,,,,
2015/01/05 01:00,05/01/2015 01:00,0,0,0,5.122,0,,,,,,,,,,,,,
2015/01/05 02:00,05/01/2015 02:00,0,0,0,4.98,0,,,,,,,,,,,,,
2015/01/05 03:00,05/01/2015 03:00,0,0,0,4.729,0,,,,,,,,,,,,,
2015/01/05 04:00,05/01/2015 04:00,0,0,0,4.468,0,,,,,,,,,,,,,
2015/01/05 05:00,05/01/2015 05:00,0,0,0,4.21,0,,,,,,,,,,,,,
2015/01/05 06:00,05/01/2015 06:00,0,0,0,3.899,0,,,,,,,,,,,,,
2015/01/05 07:00,05/01/2015 07:00,0,0,0,3.791,0,,,,,,,,,,,,,
2015/01/05 08:00,05/01/2015 08:00,0.165,0.168,0.021,6.119,0,,,,,,,,,,,,,
2015/01/05 09:00,05/01/2015 09:00,0.426,0.441,0.04,10.076,0,,,,,,,,,,,,,
2015/01/05 10:00,05/01/2015 10:00,0.592,0.627,0.07,12.81,0,,,,,,,,,,,,,
2015/01/05 11:00,05/01/2015 11:00,0.698,0.756,0.095,14.611,0,,,,,,,,,,,,,
2015/01/05 12:00,05/01/2015 12:00,0.752,0.825,0.109,15.595,0,,,,,,,,,,,,,
2015/01/05 13:00,05/01/2015 13:00,0.75,0.815,0.119,16.131,0,,,,,,,,,,,,,
2015/01/05 14:00,05/01/2015 14:00,0.688,0.717,0.125,16.018,0,,,,,,,,,,,,,
2015/01/05 15:00,05/01/2015 15:00,0.573,0.56,0.12,15.226,0,,,,,,,,,,,,,
2015/01/05 16:00,05/01/2015 16:00,0.394,0.352,0.1,13.203,0,,,,,,,,,,,,,
2015/01/05 17:00,05/01/2015 17:00,0.121,0.104,0.041,8.926,0,,,,,,,,,,,,,
2015/01/05 18:00,05/01/2015 18:00,0,0,0,7.248,0,,,,,,,,,,,,,
2015/01/05 19:00,05/01/2015 19:00,0,0,0,6.798,0,,,,,,,,,,,,,
2015/01/05 20:00,05/01/2015 20:00,0,0,0,6.546,0,,,,,,,,,,,,,
2015/01/05 21:00,05/01/2015 21:00,0,0,0,6.164,0,,,,,,,,,,,,,
2015/01/05 22:00,05/01/2015 22:00,0,0,0,5.768,0,,,,,,,,,,,,,
2015/01/05 23:00,05/01/2015 23:00,0,0,0,5.424,0,,,,,,,,,,,,,
2015/01/06 00:00,06/01/2015 00:00,0,0,0,5.251,0,,,,,,,,,,,,,
2015/01/06 01:00,06/01/2015 01:00,0,0,0,5.175,0,,,,,,,,,,,,,
2015/01/06 02:00,06/01/2015 02:00,0,0,0,4.91,0,,,,,,,,,,,,,
2015/01/06 03:00,06/01/2015 03:00,0,0,0,4.703,0,,,,,,,,,,,,,
2015/01/06 04:00,06/01/2015 04:00,0,0,0,4.724,0,,,,,,,,,,,,,
2015/01/06 05:00,06/01/2015 05:00,0,0,0,4.769,0,,,,,,,,,,,,,
2015/01/06 06:00,06/01/2015 06:00,0,0,0,4.796,0,,,,,,,,,,,,,
2015/01/06 07:00,06/01/2015 07:00,0,0,0,4.997,0,,,,,,,,,,,,,
2015/01/06 08:00,06/01/2015 08:00,0.137,0.136,0.024,6.459,0,,,,,,,,,,,,,
2015/01/06 09:00,06/01/2015 09:00,0.319,0.269,0.088,8.598,0,,,,,,,,,,,,,
2015/01/06 10:00,06/01/2015 10:00,0.576,0.582,0.085,10.347,0,,,,,,,,,,,,,
2015/01/06 11:00,06/01/2015 11:00,0.708,0.76,0.092,12.193,0,,,,,,,,,,,,,
2015/01/06 12:00,06/01/2015 12:00,0.765,0.838,0.104,13.626,0,,,,,,,,,,,,,
2015/01/06 13:00,06/01/2015 13:00,0.759,0.819,0.117,14.139,0,,,,,,,,,,,,,
2015/01/06 14:00,06/01/2015 14:00,0.695,0.716,0.127,14.053,0,,,,,,,,,,,,,
2015/01/06 15:00,06/01/2015 15:00,0.58,0.564,0.119,13.392,0,,,,,,,,,,,,,
2015/01/06 16:00,06/01/2015 16:00,0.398,0.352,0.101,11.911,0,,,,,,,,,,,,,
2015/01/06 17:00,06/01/2015 17:00,0.124,0.106,0.041,8.044,0,,,,,,,,,,,,,
2015/01/06 18:00,06/01/2015 18:00,0,0,0,6.397,0,,,,,,,,,,,,,
2015/01/06 19:00,06/01/2015 19:00,0,0,0,5.786,0,,,,,,,,,,,,,
2015/01/06 20:00,06/01/2015 20:00,0,0,0,5.388,0,,,,,,,,,,,,,
2015/01/06 21:00,06/01/2015 21:00,0,0,0,4.838,0,,,,,,,,,,,,,
2015/01/06 22:00,06/01/2015 22:00,0,0,0,4.377,0,,,,,,,,,,,,,
2015/01/06 23:00,06/01/2015 23:00,0,0,0,4.377,0,,,,,,,,,,,,,
2015/01/07 00:00,07/01/2015 00:00,0,0,0,4.75,0,,,,,,,,,,,,,
2015/01/07 01:00,07/01/2015 01:00,0,0,0,5.18,0,,,,,,,,,,,,,
2015/01/07 02:00,07/01/2015 02:00,0,0,0,5.295,0,,,,,,,,,,,,,
2015/01/07 03:00,07/01/2015 03:00,0,0,0,5.171,0,,,,,,,,,,,,,
2015/01/07 04:00,07/01/2015 04:00,0,0,0,5.002,0,,,,,,,,,,,,,
2015/01/07 05:00,07/01/2015 05:00,0,0,0,4.875,0,,,,,,,,,,,,,
2015/01/07 06:00,07/01/2015 06:00,0,0,0,4.63,0,,,,,,,,,,,,,
2015/01/07 07:00,07/01/2015 07:00,0,0,0,4.273,0,,,,,,,,,,,,,
2015/01/07 08:00,07/01/2015 08:00,0.129,0.122,0.03,6.214,0,,,,,,,,,,,,,
2015/01/07 09:00,07/01/2015 09:00,0.416,0.427,0.041,9.461,0,,,,,,,,,,,,,
2015/01/07 10:00,07/01/2015 10:00,0.552,0.547,0.096,12.352,0,,,,,,,,,,,,,
2015/01/07 11:00,07/01/2015 11:00,0.705,0.769,0.089,14.188,0,,,,,,,,,,,,,
2015/01/07 12:00,07/01/2015 12:00,0.76,0.843,0.102,15.295,0,,,,,,,,,,,,,
2015/01/07 13:00,07/01/2015 13:00,0.761,0.837,0.111,15.707,0,,,,,,,,,,,,,
2015/01/07 14:00,07/01/2015 14:00,0.695,0.726,0.124,15.526,0,,,,,,,,,,,,,
2015/01/07 15:00,07/01/2015 15:00,0.583,0.573,0.118,14.711,0,,,,,,,,,,,,,
2015/01/07 16:00,07/01/2015 16:00,0.402,0.36,0.101,12.885,0,,,,,,,,,,,,,
2015/01/07 17:00,07/01/2015 17:00,0.128,0.109,0.043,9.055,0,,,,,,,,,,,,,
2015/01/07 18:00,07/01/2015 18:00,0,0,0,7.301,0,,,,,,,,,,,,,
2015/01/07 19:00,07/01/2015 19:00,0,0,0,6.239,0,,,,,,,,,,,,,
2015/01/07 20:00,07/01/2015 20:00,0,0,0,5.351,0,,,,,,,,,,,,,
2015/01/07 21:00,07/01/2015 21:00,0,0,0,4.835,0,,,,,,,,,,,,,
2015/01/07 22:00,07/01/2015 22:00,0,0,0,4.636,0,,,,,,,,,,,,,
2015/01/07 23:00,07/01/2015 23:00,0,0,0,4.507,0,,,,,,,,,,,,,
2015/01/08 00:00,08/01/2015 00:00,0,0,0,4.24,0,,,,,,,,,,,,,
2015/01/08 01:00,08/01/2015 01:00,0,0,0,3.824,0,,,,,,,,,,,,,
2015/01/08 02:00,08/01/2015 02:00,0,0,0,3.547,0,,,,,,,,,,,,,
2015/01/08 03:00,08/01/2015 03:00,0,0,0,3.433,0,,,,,,,,,,,,,
2015/01/08 04:00,08/01/2015 04:00,0,0,0,3.177,0,,,,,,,,,,,,,
2015/01/08 05:00,08/01/2015 05:00,0,0,0,2.837,0,,,,,,,,,,,,,
2015/01/08 06:00,08/01/2015 06:00,0,0,0,2.557,0,,,,,,,,,,,,,
2015/01/08 07:00,08/01/2015 07:00,0,0,0,2.552,0,,,,,,,,,,,,,
2015/01/08 08:00,08/01/2015 08:00,0.169,0.174,0.019,5.756,0,,,,,,,,,,,,,
2015/01/08 09:00,08/01/2015 09:00,0.429,0.446,0.039,9.822,0,,,,,,,,,,,,,
2015/01/08 10:00,08/01/2015 10:00,0.601,0.644,0.065,12.874,0,,,,,,,,,,,,,
2015/01/08 11:00,08/01/2015 11:00,0.709,0.78,0.087,14.955,0,,,,,,,,,,,,,
2015/01/08 12:00,08/01/2015 12:00,0.757,0.842,0.104,16.232,0,,,,,,,,,,,,,
2015/01/08 13:00,08/01/2015 13:00,0.755,0.831,0.115,16.802,0,,,,,,,,,,,,,
2015/01/08 14:00,08/01/2015 14:00,0.691,0.725,0.125,16.812,0,,,,,,,,,,,,,
2015/01/08 15:00,08/01/2015 15:00,0.576,0.566,0.121,16.158,0,,,,,,,,,,,,,
2015/01/08 16:00,08/01/2015 16:00,0.395,0.351,0.104,14.043,0,,,,,,,,,,,,,
2015/01/08 17:00,08/01/2015 17:00,0.109,0.086,0.047,10.225,0,,,,,,,,,,,,,
2015/01/08 18:00,08/01/2015 18:00,0,0,0,8.712,0,,,,,,,,,,,,,
2015/01/08 19:00,08/01/2015 19:00,0,0,0,7.781,0,,,,,,,,,,,,,
2015/01/08 20:00,08/01/2015 20:00,0,0,0,6.973,0,,,,,,,,,,,,,
2015/01/08 21:00,08/01/2015 21:00,0,0,0,6.385,0,,,,,,,,,,,,,
2015/01/08 22:00,08/01/2015 22:00,0,0,0,6.074,0,,,,,,,,,,,,,
2015/01/08 23:00,08/01/2015 23:00,0,0,0,5.878,0,,,,,,,,,,,,,
2015/01/09 00:00,09/01/2015 00:00,0,0,0,5.507,0,,,,,,,,,,,,,
2015/01/09 01:00,09/01/2015 01:00,0,0,0,5.167,0,,,,,,,,,,,,,
2015/01/09 02:00,09/01/2015 02:00,0,0,0,5.079,0,,,,,,,,,,,,,
2015/01/09 03:00,09/01/2015 03:00,0,0,0,5.053,0,,,,,,,,,,,,,
2015/01/09 04:00,09/01/2015 04:00,0,0,0,5.031,0,,,,,,,,,,,,,
2015/01/09 05:00,09/01/2015 05:00,0,0,0,5.293,0,,,,,,,,,,,,,
2015/01/09 06:00,09/01/2015 06:00,0,0,0,5.472,0,,,,,,,,,,,,,
2015/01/09 07:00,09/01/2015 07:00,0,0,0,5.665,0,,,,,,,,,,,,,
2015/01/09 08:00,09/01/2015 08:00,0.029,0.014,0.031,6.774,0,,,,,,,,,,,,,
2015/01/09 09:00,09/01/2015 09:00,0.148,0.074,0.099,9.266,0,,,,,,,,,,,,,
2015/01/09 10:00,09/01/2015 10:00,0.51,0.486,0.103,12.014,0,,,,,,,,,,,,,
2015/01/09 11:00,09/01/2015 11:00,0.543,0.449,0.187,13.868,0,,,,,,,,,,,,,
2015/01/09 12:00,09/01/2015 12:00,0.677,0.661,0.16,14.866,0,,,,,,,,,,,,,
2015/01/09 13:00,09/01/2015 13:00,0.476,0.294,0.262,15.152,0,,,,,,,,,,,,,
2015/01/09 14:00,09/01/2015 14:00,0.5,0.362,0.224,15.099,0,,,,,,,,,,,,,
2015/01/09 15:00,09/01/2015 15:00,0.321,0.169,0.201,14.693,0,,,,,,,,,,,,,
2015/01/09 16:00,09/01/2015 16:00,0.245,0.169,0.113,13.39,0,,,,,,,,,,,,,
2015/01/09 17:00,09/01/2015 17:00,0.156,0.139,0.043,10.767,0,,,,,,,,,,,,,
2015/01/09 18:00,09/01/2015 18:00,0,0,0,9.21,0,,,,,,,,,,,,,
2015/01/09 19:00,09/01/2015 19:00,0,0,0,8.168,0,,,,,,,,,,,,,
2015/01/09 20:00,09/01/2015 20:00,0,0,0,7.111,0,,,,,,,,,,,,,
2015/01/09 21:00,09/01/2015 21:00,0,0,0,6.221,0,,,,,,,,,,,,,
2015/01/09 22:00,09/01/2015 22:00,0,0,0,5.704,0,,,,,,,,,,,,,
2015/01/09 23:00,09/01/2015 23:00,0,0,0,5.584,0,,,,,,,,,,,,,
2015/01/10 00:00,10/01/2015 00:00,0,0,0,5.694,0,,,,,,,,,,,,,
2015/01/10 01:00,10/01/2015 01:00,0,0,0,6.021,0,,,,,,,,,,,,,
2015/01/10 02:00,10/01/2015 02:00,0,0,0,6.114,0,,,,,,,,,,,,,
2015/01/10 03:00,10/01/2015 03:00,0,0,0,6.189,0,,,,,,,,,,,,,
2015/01/10 04:00,10/01/2015 04:00,0,0,0,6.394,0,,,,,,,,,,,,,
2015/01/10 05:00,10/01/2015 05:00,0,0,0,6.726,0,,,,,,,,,,,,,
2015/01/10 06:00,10/01/2015 06:00,0,0,0,6.729,0,,,,,,,,,,,,,
2015/01/10 07:00,10/01/2015 07:00,0,0,0,6.614,0,,,,,,,,,,,,,
2015/01/10 08:00,10/01/2015 08:00,0.195,0.213,0.01,8.248,0,,,,,,,,,,,,,
2015/01/10 09:00,10/01/2015 09:00,0.445,0.48,0.027,11.343,0,,,,,,,,,,,,,
2015/01/10 10:00,10/01/2015 10:00,0.482,0.463,0.099,14.678,0,,,,,,,,,,,,,
2015/01/10 11:00,10/01/2015 11:00,0.583,0.555,0.144,16.71,0,,,,,,,,,,,,,
2015/01/10 12:00,10/01/2015 12:00,0.753,0.836,0.107,17.039,0,,,,,,,,,,,,,
2015/01/10 13:00,10/01/2015 13:00,0.757,0.834,0.114,16.81,0,,,,,,,,,,,,,
2015/01/10 14:00,10/01/2015 14:00,0.69,0.727,0.126,17.513,0,,,,,,,,,,,,,
2015/01/10 15:00,10/01/2015 15:00,0.513,0.464,0.147,17.814,0,,,,,,,,,,,,,
2015/01/10 16:00,10/01/2015 16:00,0.252,0.173,0.12,16.135,0,,,,,,,,,,,,,
2015/01/10 17:00,10/01/2015 17:00,0.16,0.144,0.044,12.363,0,,,,,,,,,,,,,
2015/01/10 18:00,10/01/2015 18:00,0,0,0,10.708,0,,,,,,,,,,,,,
2015/01/10 19:00,10/01/2015 19:00,0,0,0,9.866,0,,,,,,,,,,,,,
2015/01/10 20:00,10/01/2015 20:00,0,0,0,9.049,0,,,,,,,,,,,,,
2015/01/10 21:00,10/01/2015 21:00,0,0,0,8.3,0,,,,,,,,,,,,,
2015/01/10 22:00,10/01/2015 22:00,0,0,0,7.771,0,,,,,,,,,,,,,
2015/01/10 23:00,10/01/2015 23:00,0,0,0,7.58,0,,,,,,,,,,,,,
2015/01/11 00:00,11/01/2015 00:00,0,0,0,7.068,0,,,,,,,,,,,,,
2015/01/11 01:00,11/01/2015 01:00,0,0,0,6.66,0,,,,,,,,,,,,,
2015/01/11 02:00,11/01/2015 02:00,0,0,0,6.382,0,,,,,,,,,,,,,
2015/01/11 03:00,11/01/2015 03:00,0,0,0,6.04,0,,,,,,,,,,,,,
2015/01/11 04:00,11/01/2015 04:00,0,0,0,5.7,0,,,,,,,,,,,,,
2015/01/11 05:00,11/01/2015 05:00,0,0,0,6.142,0,,,,,,,,,,,,,
2015/01/11 06:00,11/01/2015 06:00,0,0,0,6.838,0,,,,,,,,,,,,,
2015/01/11 07:00,11/01/2015 07:00,0,0,0,7.064,0,,,,,,,,,,,,,
2015/01/11 08:00,11/01/2015 08:00,0.005,0,0.015,7.919,0,,,,,,,,,,,,,
2015/01/11 09:00,11/01/2015 09:00,0.159,0.073,0.112,9.498,0,,,,,,,,,,,,,
2015/01/11 10:00,11/01/2015 10:00,0.219,0.083,0.169,12.271,0,,,,,,,,,,,,,
2015/01/11 11:00,11/01/2015 11:00,0.109,0.002,0.133,14.938,0,,,,,,,,,,,,,
2015/01/11 12:00,11/01/2015 12:00,0.186,0.019,0.2,15.246,0,,,,,,,,,,,,,
2015/01/11 13:00,11/01/2015 13:00,0.12,0.004,0.144,15.182,0,,,,,,,,,,,,,
2015/01/11 14:00,11/01/2015 14:00,0.15,0.007,0.173,15.207,0,,,,,,,,,,,,,
2015/01/11 15:00,11/01/2015 15:00,0.159,0.036,0.153,14.616,0,,,,,,,,,,,,,
2015/01/11 16:00,11/01/2015 16:00,0.1,0.021,0.103,13.138,0,,,,,,,,,,,,,
2015/01/11 17:00,11/01/2015 17:00,0.038,0.014,0.042,11.38,0,,,,,,,,,,,,,
2015/01/11 18:00,11/01/2015 18:00,0,0,0,10.751,0,,,,,,,,,,,,,
2015/01/11 19:00,11/01/2015 19:00,0,0,0,10.605,0,,,,,,,,,,,,,
2015/01/11 20:00,11/01/2015 20:00,0,0,0,10.621,0,,,,,,,,,,,,,
2015/01/11 21:00,11/01/2015 21:00,0,0,0,10.696,0,,,,,,,,,,,,,
2015/01/11 22:00,11/01/2015 22:00,0,0,0,10.601,0,,,,,,,,,,,,,
2015/01/11 23:00,11/01/2015 23:00,0,0,0,10.497,0,,,,,,,,,,,,,
2015/01/12 00:00,12/01/2015 00:00,0,0,0,9.986,0,,,,,,,,,,,,,
2015/01/12 01:00,12/01/2015 01:00,0,0,0,9.305,0,,,,,,,,,,,,,
2015/01/12 02:00,12/01/2015 02:00,0,0,0,8.813,0,,,,,,,,,,,,,
2015/01/12 03:00,12/01/2015 03:00,0,0,0,8.473,0,,,,,,,,,,,,,
2015/01/12 04:00,12/01/2015 04:00,0,0,0,8.014,0,,,,,,,,,,,,,
2015/01/12 05:00,12/01/2015 05:00,0,0,0,7.786,0,,,,,,,,,,,,,
2015/01/12 06:00,12/01/2015 06:00,0,0,0,7.521,0,,,,,,,,,,,,,
