# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/11/22 19:00,2015/11/22 21:00,0,0,0,16.68,,,,,,,,,,,,,
2015/11/22 20:00,2015/11/22 22:00,0,0,0,16.606,,,,,,,,,,,,,
2015/11/22 21:00,2015/11/22 23:00,0,0,0,16.533,,,,,,,,,,,,,
2015/11/22 22:00,2015/11/23 00:00,0,0,0,16.424,,,,,,,,,,,,,
2015/11/22 23:00,2015/11/23 01:00,0,0,0,16.217,,,,,,,,,,,,,
2015/11/23 00:00,2015/11/23 02:00,0,0,0,15.903,,,,,,,,,,,,,
2015/11/23 01:00,2015/11/23 03:00,0,0,0,15.466,,,,,,,,,,,,,
2015/11/23 02:00,2015/11/23 04:00,0,0,0,15.199,,,,,,,,,,,,,
2015/11/23 03:00,2015/11/23 05:00,0,0,0,14.929,,,,,,,,,,,,,
2015/11/23 04:00,2015/11/23 06:00,0,0,0,14.843,,,,,,,,,,,,,
2015/11/23 05:00,2015/11/23 07:00,0.002,0.004,0.006,15.061,,,,,,,,,,,,,
2015/11/23 06:00,2015/11/23 08:00,0.061,0.025,0.058,16.39,,,,,,,,,,,,,
2015/11/23 07:00,2015/11/23 09:00,0.161,0.074,0.121,17.714,,,,,,,,,,,,,
2015/11/23 08:00,2015/11/23 10:00,0.281,0.166,0.166,18.613,,,,,,,,,,,,,
2015/11/23 09:00,2015/11/23 11:00,0.367,0.252,0.184,19.203,,,,,,,,,,,,,
2015/11/23 10:00,2015/11/23 12:00,0.427,0.337,0.175,19.541,,,,,,,,,,,,,
2015/11/23 11:00,2015/11/23 13:00,0.592,0.631,0.107,19.888,,,,,,,,,,,,,
2015/11/23 12:00,2015/11/23 14:00,0.52,0.544,0.092,19.829,,,,,,,,,,,,,
2015/11/23 13:00,2015/11/23 15:00,0.379,0.371,0.08,19.456,,,,,,,,,,,,,
2015/11/23 14:00,2015/11/23 16:00,0.177,0.16,0.052,18.572,,,,,,,,,,,,,
2015/11/23 15:00,2015/11/23 17:00,0,0.003,0.003,16.707,,,,,,,,,,,,,
2015/11/23 16:00,2015/11/23 18:00,0,0,0,16.002,,,,,,,,,,,,,
2015/11/23 17:00,2015/11/23 19:00,0,0,0,15.716,,,,,,,,,,,,,
2015/11/23 18:00,2015/11/23 20:00,0,0,0,15.508,,,,,,,,,,,,,
2015/11/23 19:00,2015/11/23 21:00,0,0,0,15.321,,,,,,,,,,,,,
2015/11/23 20:00,2015/11/23 22:00,0,0,0,15.142,,,,,,,,,,,,,
2015/11/23 21:00,2015/11/23 23:00,0,0,0,14.958,,,,,,,,,,,,,
2015/11/23 22:00,2015/11/24 00:00,0,0,0,14.763,,,,,,,,,,,,,
2015/11/23 23:00,2015/11/24 01:00,0,0,0,14.572,,,,,,,,,,,,,
2015/11/24 00:00,2015/11/24 02:00,0,0,0,14.316,,,,,,,,,,,,,
2015/11/24 01:00,2015/11/24 03:00,0,0,0,14.059,,,,,,,,,,,,,
2015/11/24 02:00,2015/11/24 04:00,0,0,0,13.859,,,,,,,,,,,,,
2015/11/24 03:00,2015/11/24 05:00,0,0,0,13.838,,,,,,,,,,,,,
2015/11/24 04:00,2015/11/24 06:00,0,0,0,13.925,,,,,,,,,,,,,
2015/11/24 05:00,2015/11/24 07:00,0,0.001,0.005,14.109,,,,,,,,,,,,,
2015/11/24 06:00,2015/11/24 08:00,0.042,0.011,0.05,15.192,,,,,,,,,,,,,
2015/11/24 07:00,2015/11/24 09:00,0.117,0.032,0.113,16.925,,,,,,,,,,,,,
2015/11/24 08:00,2015/11/24 10:00,0.188,0.062,0.163,17.816,,,,,,,,,,,,,
2015/11/24 09:00,2015/11/24 11:00,0.333,0.194,0.201,18.68,,,,,,,,,,,,,
2015/11/24 10:00,2015/11/24 12:00,0.505,0.447,0.168,19.445,,,,,,,,,,,,,
2015/11/24 11:00,2015/11/24 13:00,0.503,0.458,0.154,19.816,,,,,,,,,,,,,
2015/11/24 12:00,2015/11/24 14:00,0.274,0.157,0.169,19.605,,,,,,,,,,,,,
2015/11/24 13:00,2015/11/24 15:00,0.109,0.032,0.105,18.994,,,,,,,,,,,,,
2015/11/24 14:00,2015/11/24 16:00,0.026,0.007,0.035,17.73,,,,,,,,,,,,,
2015/11/24 15:00,2015/11/24 17:00,0,0,0.001,16.488,,,,,,,,,,,,,
2015/11/24 16:00,2015/11/24 18:00,0,0,0,16.15,,,,,,,,,,,,,
2015/11/24 17:00,2015/11/24 19:00,0,0,0,15.917,,,,,,,,,,,,,
2015/11/24 18:00,2015/11/24 20:00,0,0,0,15.673,,,,,,,,,,,,,
2015/11/24 19:00,2015/11/24 21:00,0,0,0,15.454,,,,,,,,,,,,,
2015/11/24 20:00,2015/11/24 22:00,0,0,0,15.226,,,,,,,,,,,,,
2015/11/24 21:00,2015/11/24 23:00,0,0,0,15.061,,,,,,,,,,,,,
2015/11/24 22:00,2015/11/25 00:00,0,0,0,14.961,,,,,,,,,,,,,
2015/11/24 23:00,2015/11/25 01:00,0,0,0,14.851,,,,,,,,,,,,,
2015/11/25 00:00,2015/11/25 02:00,0,0,0,14.622,,,,,,,,,,,,,
2015/11/25 01:00,2015/11/25 03:00,0,0,0,14.271,,,,,,,,,,,,,
2015/11/25 02:00,2015/11/25 04:00,0,0,0,14.204,,,,,,,,,,,,,
2015/11/25 03:00,2015/11/25 05:00,0,0,0,14.199,,,,,,,,,,,,,
2015/11/25 04:00,2015/11/25 06:00,0,0,0,14.161,,,,,,,,,,,,,
2015/11/25 05:00,2015/11/25 07:00,0.001,0.002,0.005,14.244,,,,,,,,,,,,,
2015/11/25 06:00,2015/11/25 08:00,0.059,0.025,0.055,15.405,,,,,,,,,,,,,
2015/11/25 07:00,2015/11/25 09:00,0.294,0.239,0.105,17.037,,,,,,,,,,,,,
2015/11/25 08:00,2015/11/25 10:00,0.536,0.563,0.088,17.99,,,,,,,,,,,,,
2015/11/25 09:00,2015/11/25 11:00,0.597,0.641,0.098,18.671,,,,,,,,,,,,,
2015/11/25 10:00,2015/11/25 12:00,0.604,0.643,0.107,18.851,,,,,,,,,,,,,
2015/11/25 11:00,2015/11/25 13:00,0.558,0.573,0.111,18.742,,,,,,,,,,,,,
2015/11/25 12:00,2015/11/25 14:00,0.467,0.454,0.107,18.497,,,,,,,,,,,,,
2015/11/25 13:00,2015/11/25 15:00,0.316,0.279,0.093,18.134,,,,,,,,,,,,,
2015/11/25 14:00,2015/11/25 16:00,0.127,0.103,0.053,17.566,,,,,,,,,,,,,
2015/11/25 15:00,2015/11/25 17:00,0,0.001,0.002,16.802,,,,,,,,,,,,,
2015/11/25 16:00,2015/11/25 18:00,0,0,0,16.455,,,,,,,,,,,,,
2015/11/25 17:00,2015/11/25 19:00,0,0,0,16.372,,,,,,,,,,,,,
2015/11/25 18:00,2015/11/25 20:00,0,0,0,16.439,,,,,,,,,,,,,
2015/11/25 19:00,2015/11/25 21:00,0,0,0,16.634,,,,,,,,,,,,,
2015/11/25 20:00,2015/11/25 22:00,0,0,0,16.522,,,,,,,,,,,,,
2015/11/25 21:00,2015/11/25 23:00,0,0,0,15.49,,,,,,,,,,,,,
2015/11/25 22:00,2015/11/26 00:00,0,0,0,14.617,,,,,,,,,,,,,
2015/11/25 23:00,2015/11/26 01:00,0,0,0,14.412,,,,,,,,,,,,,
2015/11/26 00:00,2015/11/26 02:00,0,0,0,14.278,,,,,,,,,,,,,
2015/11/26 01:00,2015/11/26 03:00,0,0,0,14.13,,,,,,,,,,,,,
2015/11/26 02:00,2015/11/26 04:00,0,0,0,13.932,,,,,,,,,,,,,
2015/11/26 03:00,2015/11/26 05:00,0,0,0,13.623,,,,,,,,,,,,,
2015/11/26 04:00,2015/11/26 06:00,0,0,0,13.16,,,,,,,,,,,,,
2015/11/26 05:00,2015/11/26 07:00,0.004,0.007,0.006,12.724,,,,,,,,,,,,,
2015/11/26 06:00,2015/11/26 08:00,0.178,0.154,0.055,13.956,,,,,,,,,,,,,
2015/11/26 07:00,2015/11/26 09:00,0.395,0.385,0.077,15.107,,,,,,,,,,,,,
2015/11/26 08:00,2015/11/26 10:00,0.545,0.57,0.085,15.894,,,,,,,,,,,,,
2015/11/26 09:00,2015/11/26 11:00,0.628,0.683,0.09,16.591,,,,,,,,,,,,,
2015/11/26 10:00,2015/11/26 12:00,0.652,0.719,0.092,17.109,,,,,,,,,,,,,
2015/11/26 11:00,2015/11/26 13:00,0.588,0.612,0.108,17.445,,,,,,,,,,,,,
2015/11/26 12:00,2015/11/26 14:00,0.244,0.133,0.153,17.32,,,,,,,,,,,,,
2015/11/26 13:00,2015/11/26 15:00,0.117,0.043,0.102,17.054,,,,,,,,,,,,,
2015/11/26 14:00,2015/11/26 16:00,0.036,0.014,0.039,16.145,,,,,,,,,,,,,
2015/11/26 15:00,2015/11/26 17:00,0,0,0.001,15.081,,,,,,,,,,,,,
2015/11/26 16:00,2015/11/26 18:00,0,0,0,14.698,,,,,,,,,,,,,
2015/11/26 17:00,2015/11/26 19:00,0,0,0,14.342,,,,,,,,,,,,,
2015/11/26 18:00,2015/11/26 20:00,0,0,0,13.928,,,,,,,,,,,,,
2015/11/26 19:00,2015/11/26 21:00,0,0,0,13.504,,,,,,,,,,,,,
2015/11/26 20:00,2015/11/26 22:00,0,0,0,13.235,,,,,,,,,,,,,
2015/11/26 21:00,2015/11/26 23:00,0,0,0,13.087,,,,,,,,,,,,,
2015/11/26 22:00,2015/11/27 00:00,0,0,0,13.115,,,,,,,,,,,,,
2015/11/26 23:00,2015/11/27 01:00,0,0,0,13.238,,,,,,,,,,,,,
2015/11/27 00:00,2015/11/27 02:00,0,0,0,13.653,,,,,,,,,,,,,
2015/11/27 01:00,2015/11/27 03:00,0,0,0,14.074,,,,,,,,,,,,,
2015/11/27 02:00,2015/11/27 04:00,0,0,0,14.408,,,,,,,,,,,,,
2015/11/27 03:00,2015/11/27 05:00,0,0,0,14.559,,,,,,,,,,,,,
2015/11/27 04:00,2015/11/27 06:00,0,0,0,14.447,,,,,,,,,,,,,
2015/11/27 05:00,2015/11/27 07:00,0,0.002,0.005,14.59,,,,,,,,,,,,,
2015/11/27 06:00,2015/11/27 08:00,0.087,0.045,0.066,15.489,,,,,,,,,,,,,
2015/11/27 07:00,2015/11/27 09:00,0.227,0.138,0.129,16.299,,,,,,,,,,,,,
2015/11/27 08:00,2015/11/27 10:00,0.272,0.144,0.175,16.8,,,,,,,,,,,,,
2015/11/27 09:00,2015/11/27 11:00,0.292,0.136,0.206,17.086,,,,,,,,,,,,,
2015/11/27 10:00,2015/11/27 12:00,0.225,0.065,0.2,17.035,,,,,,,,,,,,,
2015/11/27 11:00,2015/11/27 13:00,0.134,0.02,0.144,16.84,,,,,,,,,,,,,
2015/11/27 12:00,2015/11/27 14:00,0.082,0.009,0.097,16.669,,,,,,,,,,,,,
2015/11/27 13:00,2015/11/27 15:00,0.062,0.009,0.074,16.604,,,,,,,,,,,,,
2015/11/27 14:00,2015/11/27 16:00,0.028,0.008,0.036,16.329,,,,,,,,,,,,,
2015/11/27 15:00,2015/11/27 17:00,0,0,0.001,15.491,,,,,,,,,,,,,
2015/11/27 16:00,2015/11/27 18:00,0,0,0,14.847,,,,,,,,,,,,,
2015/11/27 17:00,2015/11/27 19:00,0,0,0,14.479,,,,,,,,,,,,,
2015/11/27 18:00,2015/11/27 20:00,0,0,0,14.192,,,,,,,,,,,,,
2015/11/27 19:00,2015/11/27 21:00,0,0,0,13.969,,,,,,,,,,,,,
2015/11/27 20:00,2015/11/27 22:00,0,0,0,13.889,,,,,,,,,,,,,
2015/11/27 21:00,2015/11/27 23:00,0,0,0,13.864,,,,,,,,,,,,,
2015/11/27 22:00,2015/11/28 00:00,0,0,0,13.862,,,,,,,,,,,,,
2015/11/27 23:00,2015/11/28 01:00,0,0,0,13.821,,,,,,,,,,,,,
2015/11/28 00:00,2015/11/28 02:00,0,0,0,13.604,,,,,,,,,,,,,
2015/11/28 01:00,2015/11/28 03:00,0,0,0,13.518,,,,,,,,,,,,,
2015/11/28 02:00,2015/11/28 04:00,0,0,0,13.706,,,,,,,,,,,,,
2015/11/28 03:00,2015/11/28 05:00,0,0,0,13.625,,,,,,,,,,,,,
2015/11/28 04:00,2015/11/28 06:00,0,0,0,13.253,,,,,,,,,,,,,
2015/11/28 05:00,2015/11/28 07:00,0,0.001,0.004,12.972,,,,,,,,,,,,,
2015/11/28 06:00,2015/11/28 08:00,0.087,0.048,0.063,13.593,,,,,,,,,,,,,
2015/11/28 07:00,2015/11/28 09:00,0.193,0.103,0.123,14.277,,,,,,,,,,,,,
2015/11/28 08:00,2015/11/28 10:00,0.224,0.095,0.166,14.772,,,,,,,,,,,,,
2015/11/28 09:00,2015/11/28 11:00,0.196,0.055,0.175,15.118,,,,,,,,,,,,,
2015/11/28 10:00,2015/11/28 12:00,0.214,0.065,0.185,15.391,,,,,,,,,,,,,
2015/11/28 11:00,2015/11/28 13:00,0.363,0.236,0.187,15.742,,,,,,,,,,,,,
2015/11/28 12:00,2015/11/28 14:00,0.397,0.328,0.138,15.946,,,,,,,,,,,,,
2015/11/28 13:00,2015/11/28 15:00,0.309,0.262,0.098,15.825,,,,,,,,,,,,,
2015/11/28 14:00,2015/11/28 16:00,0.149,0.126,0.052,15.014,,,,,,,,,,,,,
2015/11/28 15:00,2015/11/28 17:00,0,0.002,0.002,13.518,,,,,,,,,,,,,
2015/11/28 16:00,2015/11/28 18:00,0,0,0,13.133,,,,,,,,,,,,,
2015/11/28 17:00,2015/11/28 19:00,0,0,0,12.698,,,,,,,,,,,,,
2015/11/28 18:00,2015/11/28 20:00,0,0,0,12.285,,,,,,,,,,,,,
2015/11/28 19:00,2015/11/28 21:00,0,0,0,11.88,,,,,,,,,,,,,
2015/11/28 20:00,2015/11/28 22:00,0,0,0,11.624,,,,,,,,,,,,,
2015/11/28 21:00,2015/11/28 23:00,0,0,0,11.403,,,,,,,,,,,,,
2015/11/28 22:00,2015/11/29 00:00,0,0,0,11.222,,,,,,,,,,,,,
2015/11/28 23:00,2015/11/29 01:00,0,0,0,11.054,,,,,,,,,,,,,
2015/11/29 00:00,2015/11/29 02:00,0,0,0,10.915,,,,,,,,,,,,,
2015/11/29 01:00,2015/11/29 03:00,0,0,0,10.807,,,,,,,,,,,,,
2015/11/29 02:00,2015/11/29 04:00,0,0,0,10.733,,,,,,,,,,,,,
2015/11/29 03:00,2015/11/29 05:00,0,0,0,10.721,,,,,,,,,,,,,
2015/11/29 04:00,2015/11/29 06:00,0,0,0,10.824,,,,,,,,,,,,,
2015/11/29 05:00,2015/11/29 07:00,0.003,0.006,0.005,11.036,,,,,,,,,,,,,
2015/11/29 06:00,2015/11/29 08:00,0.174,0.149,0.054,12.243,,,,,,,,,,,,,
2015/11/29 07:00,2015/11/29 09:00,0.382,0.362,0.081,14.16,,,,,,,,,,,,,
2015/11/29 08:00,2015/11/29 10:00,0.515,0.514,0.097,14.992,,,,,,,,,,,,,
2015/11/29 09:00,2015/11/29 11:00,0.579,0.59,0.11,15.555,,,,,,,,,,,,,
2015/11/29 10:00,2015/11/29 12:00,0.57,0.562,0.127,15.939,,,,,,,,,,,,,
2015/11/29 11:00,2015/11/29 13:00,0.458,0.387,0.154,16.08,,,,,,,,,,,,,
2015/11/29 12:00,2015/11/29 14:00,0.242,0.124,0.159,15.84,,,,,,,,,,,,,
2015/11/29 13:00,2015/11/29 15:00,0.069,0.015,0.076,15.223,,,,,,,,,,,,,
2015/11/29 14:00,2015/11/29 16:00,0.021,0.006,0.029,14.348,,,,,,,,,,,,,
2015/11/29 15:00,2015/11/29 17:00,0,0,0.001,13.284,,,,,,,,,,,,,
2015/11/29 16:00,2015/11/29 18:00,0,0,0,12.616,,,,,,,,,,,,,
2015/11/29 17:00,2015/11/29 19:00,0,0,0,11.803,,,,,,,,,,,,,
2015/11/29 18:00,2015/11/29 20:00,0,0,0,11.106,,,,,,,,,,,,,
2015/11/29 19:00,2015/11/29 21:00,0,0,0,10.767,,,,,,,,,,,,,
2015/11/29 20:00,2015/11/29 22:00,0,0,0,10.623,,,,,,,,,,,,,
2015/11/29 21:00,2015/11/29 23:00,0,0,0,10.465,,,,,,,,,,,,,
2015/11/29 22:00,2015/11/30 00:00,0,0,0,10.036,,,,,,,,,,,,,
2015/11/29 23:00,2015/11/30 01:00,0,0,0,9.493,,,,,,,,,,,,,
2015/11/30 00:00,2015/11/30 02:00,0,0,0,9.017,,,,,,,,,,,,,
2015/11/30 01:00,2015/11/30 03:00,0,0,0,8.52,,,,,,,,,,,,,
2015/11/30 02:00,2015/11/30 04:00,0,0,0,8.12,,,,,,,,,,,,,
2015/11/30 03:00,2015/11/30 05:00,0,0,0,7.863,,,,,,,,,,,,,
2015/11/30 04:00,2015/11/30 06:00,0,0,0,7.666,,,,,,,,,,,,,
2015/11/30 05:00,2015/11/30 07:00,0.005,0.01,0.005,7.457,,,,,,,,,,,,,
2015/11/30 06:00,2015/11/30 08:00,0.222,0.211,0.041,9.049,,,,,,,,,,,,,
2015/11/30 07:00,2015/11/30 09:00,0.449,0.462,0.055,11.071,,,,,,,,,,,,,
2015/11/30 08:00,2015/11/30 10:00,0.595,0.645,0.062,12.158,,,,,,,,,,,,,
2015/11/30 09:00,2015/11/30 11:00,0.672,0.752,0.067,12.992,,,,,,,,,,,,,
2015/11/30 10:00,2015/11/30 12:00,0.694,0.786,0.069,13.601,,,,,,,,,,,,,
2015/11/30 11:00,2015/11/30 13:00,0.662,0.742,0.068,13.994,,,,,,,,,,,,,
2015/11/30 12:00,2015/11/30 14:00,0.574,0.622,0.065,14.101,,,,,,,,,,,,,
2015/11/30 13:00,2015/11/30 15:00,0.425,0.436,0.058,13.889,,,,,,,,,,,,,
2015/11/30 14:00,2015/11/30 16:00,0.211,0.205,0.04,12.702,,,,,,,,,,,,,
2015/11/30 15:00,2015/11/30 17:00,0,0.003,0.001,10.85,,,,,,,,,,,,,
2015/11/30 16:00,2015/11/30 18:00,0,0,0,10.527,,,,,,,,,,,,,
2015/11/30 17:00,2015/11/30 19:00,0,0,0,10.38,,,,,,,,,,,,,
2015/11/30 18:00,2015/11/30 20:00,0,0,0,10.356,,,,,,,,,,,,,
2015/11/30 19:00,2015/11/30 21:00,0,0,0,10.423,,,,,,,,,,,,,
2015/11/30 20:00,2015/11/30 22:00,0,0,0,10.577,,,,,,,,,,,,,
2015/11/30 21:00,2015/11/30 23:00,0,0,0,10.584,,,,,,,,,,,,,
2015/11/30 22:00,2015/12/01 00:00,0,0,0,10.643,,,,,,,,,,,,,
2015/11/30 23:00,2015/12/01 01:00,0,0,0,10.63,,,,,,,,,,,,,
2015/12/01 00:00,2015/12/01 02:00,0,0,0,10.709,,,,,,,,,,,,,
2015/12/01 01:00,2015/12/01 03:00,0,0,0,10.672,,,,,,,,,,,,,
2015/12/01 02:00,2015/12/01 04:00,0,0,0,10.608,,,,,,,,,,,,,
2015/12/01 03:00,2015/12/01 05:00,0,0,0,10.537,,,,,,,,,,,,,
2015/12/01 04:00,2015/12/01 06:00,0,0,0,10.449,,,,,,,,,,,,,
2015/12/01 05:00,2015/12/01 07:00,0.003,0.007,0.004,10.345,,,,,,,,,,,,,
2015/12/01 06:00,2015/12/01 08:00,0.206,0.193,0.044,11.383,,,,,,,,,,,,,
2015/12/01 07:00,2015/12/01 09:00,0.43,0.442,0.059,14.082,,,,,,,,,,,,,
2015/12/01 08:00,2015/12/01 10:00,0.574,0.627,0.067,15.52,,,,,,,,,,,,,
2015/12/01 09:00,2015/12/01 11:00,0.647,0.724,0.075,16.373,,,,,,,,,,,,,
2015/12/01 10:00,2015/12/01 12:00,0.585,0.611,0.101,16.714,,,,,,,,,,,,,
2015/12/01 11:00,2015/12/01 13:00,0.637,0.711,0.077,17,,,,,,,,,,,,,
2015/12/01 12:00,2015/12/01 14:00,0.543,0.583,0.073,17.016,,,,,,,,,,,,,
2015/12/01 13:00,2015/12/01 15:00,0.407,0.414,0.065,16.68,,,,,,,,,,,,,
2015/12/01 14:00,2015/12/01 16:00,0.076,0.055,0.044,14.897,,,,,,,,,,,,,
2015/12/01 15:00,2015/12/01 17:00,0,0.001,0.001,13.534,,,,,,,,,,,,,
2015/12/01 16:00,2015/12/01 18:00,0,0,0,13.086,,,,,,,,,,,,,
2015/12/01 17:00,2015/12/01 19:00,0,0,0,12.397,,,,,,,,,,,,,
2015/12/01 18:00,2015/12/01 20:00,0,0,0,11.833,,,,,,,,,,,,,
2015/12/01 19:00,2015/12/01 21:00,0,0,0,11.403,,,,,,,,,,,,,
2015/12/01 20:00,2015/12/01 22:00,0,0,0,11.077,,,,,,,,,,,,,
2015/12/01 21:00,2015/12/01 23:00,0,0,0,11.031,,,,,,,,,,,,,
2015/12/01 22:00,2015/12/02 00:00,0,0,0,11.056,,,,,,,,,,,,,
2015/12/01 23:00,2015/12/02 01:00,0,0,0,10.612,,,,,,,,,,,,,
2015/12/02 00:00,2015/12/02 02:00,0,0,0,10.19,,,,,,,,,,,,,
2015/12/02 01:00,2015/12/02 03:00,0,0,0,9.925,,,,,,,,,,,,,
2015/12/02 02:00,2015/12/02 04:00,0,0,0,9.701,,,,,,,,,,,,,
2015/12/02 03:00,2015/12/02 05:00,0,0,0,9.531,,,,,,,,,,,,,
2015/12/02 04:00,2015/12/02 06:00,0,0,0,9.387,,,,,,,,,,,,,
2015/12/02 05:00,2015/12/02 07:00,0.003,0.007,0.004,9.346,,,,,,,,,,,,,
2015/12/02 06:00,2015/12/02 08:00,0.193,0.176,0.046,10.928,,,,,,,,,,,,,
2015/12/02 07:00,2015/12/02 09:00,0.397,0.391,0.067,13.177,,,,,,,,,,,,,
2015/12/02 08:00,2015/12/02 10:00,0.559,0.6,0.072,15.124,,,,,,,,,,,,,
2015/12/02 09:00,2015/12/02 11:00,0.626,0.693,0.08,17.254,,,,,,,,,,,,,
2015/12/02 10:00,2015/12/02 12:00,0.57,0.592,0.105,17.741,,,,,,,,,,,,,
2015/12/02 11:00,2015/12/02 13:00,0.6,0.653,0.087,17.979,,,,,,,,,,,,,
2015/12/02 12:00,2015/12/02 14:00,0.533,0.571,0.075,17.874,,,,,,,,,,,,,
2015/12/02 13:00,2015/12/02 15:00,0.379,0.379,0.068,17.329,,,,,,,,,,,,,
2015/12/02 14:00,2015/12/02 16:00,0.157,0.144,0.043,15.69,,,,,,,,,,,,,
2015/12/02 15:00,2015/12/02 17:00,0,0.002,0.001,13.616,,,,,,,,,,,,,
2015/12/02 16:00,2015/12/02 18:00,0,0,0,12.979,,,,,,,,,,,,,
2015/12/02 17:00,2015/12/02 19:00,0,0,0,12.613,,,,,,,,,,,,,
2015/12/02 18:00,2015/12/02 20:00,0,0,0,12.353,,,,,,,,,,,,,
2015/12/02 19:00,2015/12/02 21:00,0,0,0,11.998,,,,,,,,,,,,,
2015/12/02 20:00,2015/12/02 22:00,0,0,0,11.569,,,,,,,,,,,,,
2015/12/02 21:00,2015/12/02 23:00,0,0,0,11.195,,,,,,,,,,,,,
2015/12/02 22:00,2015/12/03 00:00,0,0,0,11,,,,,,,,,,,,,
2015/12/02 23:00,2015/12/03 01:00,0,0,0,10.85,,,,,,,,,,,,,
2015/12/03 00:00,2015/12/03 02:00,0,0,0,10.657,,,,,,,,,,,,,
2015/12/03 01:00,2015/12/03 03:00,0,0,0,10.515,,,,,,,,,,,,,
2015/12/03 02:00,2015/12/03 04:00,0,0,0,10.393,,,,,,,,,,,,,
2015/12/03 03:00,2015/12/03 05:00,0,0,0,10.205,,,,,,,,,,,,,
2015/12/03 04:00,2015/12/03 06:00,0,0,0,9.986,,,,,,,,,,,,,
2015/12/03 05:00,2015/12/03 07:00,0.001,0.004,0.004,9.874,,,,,,,,,,,,,
2015/12/03 06:00,2015/12/03 08:00,0.146,0.118,0.055,11.658,,,,,,,,,,,,,
2015/12/03 07:00,2015/12/03 09:00,0.347,0.313,0.088,14.119,,,,,,,,,,,,,
2015/12/03 08:00,2015/12/03 10:00,0.438,0.395,0.118,15.101,,,,,,,,,,,,,
2015/12/03 09:00,2015/12/03 11:00,0.48,0.426,0.142,15.509,,,,,,,,,,,,,
2015/12/03 10:00,2015/12/03 12:00,0.51,0.462,0.146,15.747,,,,,,,,,,,,,
2015/12/03 11:00,2015/12/03 13:00,0.436,0.355,0.158,15.823,,,,,,,,,,,,,
2015/12/03 12:00,2015/12/03 14:00,0.232,0.119,0.151,15.616,,,,,,,,,,,,,
2015/12/03 13:00,2015/12/03 15:00,0.133,0.058,0.102,15.271,,,,,,,,,,,,,
2015/12/03 14:00,2015/12/03 16:00,0.063,0.039,0.045,14.274,,,,,,,,,,,,,
2015/12/03 15:00,2015/12/03 17:00,0,0.001,0.001,12.88,,,,,,,,,,,,,
2015/12/03 16:00,2015/12/03 18:00,0,0,0,12.29,,,,,,,,,,,,,
2015/12/03 17:00,2015/12/03 19:00,0,0,0,11.768,,,,,,,,,,,,,
2015/12/03 18:00,2015/12/03 20:00,0,0,0,11.463,,,,,,,,,,,,,
2015/12/03 19:00,2015/12/03 21:00,0,0,0,11.314,,,,,,,,,,,,,
2015/12/03 20:00,2015/12/03 22:00,0,0,0,11.22,,,,,,,,,,,,,
2015/12/03 21:00,2015/12/03 23:00,0,0,0,11.063,,,,,,,,,,,,,
2015/12/03 22:00,2015/12/04 00:00,0,0,0,10.82,,,,,,,,,,,,,
2015/12/03 23:00,2015/12/04 01:00,0,0,0,10.564,,,,,,,,,,,,,
2015/12/04 00:00,2015/12/04 02:00,0,0,0,10.357,,,,,,,,,,,,,
2015/12/04 01:00,2015/12/04 03:00,0,0,0,10.158,,,,,,,,,,,,,
2015/12/04 02:00,2015/12/04 04:00,0,0,0,9.964,,,,,,,,,,,,,
2015/12/04 03:00,2015/12/04 05:00,0,0,0,9.709,,,,,,,,,,,,,
2015/12/04 04:00,2015/12/04 06:00,0,0,0,9.511,,,,,,,,,,,,,
2015/12/04 05:00,2015/12/04 07:00,0.001,0.004,0.004,9.445,,,,,,,,,,,,,
2015/12/04 06:00,2015/12/04 08:00,0.157,0.133,0.05,10.586,,,,,,,,,,,,,
2015/12/04 07:00,2015/12/04 09:00,0.348,0.318,0.081,12.457,,,,,,,,,,,,,
2015/12/04 08:00,2015/12/04 10:00,0.506,0.503,0.09,13.029,,,,,,,,,,,,,
2015/12/04 09:00,2015/12/04 11:00,0.607,0.639,0.091,13.617,,,,,,,,,,,,,
2015/12/04 10:00,2015/12/04 12:00,0.613,0.643,0.098,14.017,,,,,,,,,,,,,
2015/12/04 11:00,2015/12/04 13:00,0.594,0.623,0.092,14.308,,,,,,,,,,,,,
2015/12/04 12:00,2015/12/04 14:00,0.511,0.52,0.085,14.473,,,,,,,,,,,,,
