# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/01/01 00:00,2015/01/01 02:00,0,0,0,4.038,,,,,,,,,,,,,
2015/01/01 01:00,2015/01/01 03:00,0,0,0,4.031,,,,,,,,,,,,,
2015/01/01 02:00,2015/01/01 04:00,0,0,0,3.987,,,,,,,,,,,,,
2015/01/01 03:00,2015/01/01 05:00,0,0,0,3.887,,,,,,,,,,,,,
2015/01/01 04:00,2015/01/01 06:00,0,0,0,3.624,,,,,,,,,,,,,
2015/01/01 05:00,2015/01/01 07:00,0,0,0.001,3.398,,,,,,,,,,,,,
2015/01/01 06:00,2015/01/01 08:00,0.044,0.015,0.045,3.216,,,,,,,,,,,,,
2015/01/01 07:00,2015/01/01 09:00,0.158,0.063,0.115,3.377,,,,,,,,,,,,,
2015/01/01 08:00,2015/01/01 10:00,0.277,0.138,0.165,3.552,,,,,,,,,,,,,
2015/01/01 09:00,2015/01/01 11:00,0.373,0.218,0.19,3.823,,,,,,,,,,,,,
2015/01/01 10:00,2015/01/01 12:00,0.371,0.205,0.202,4.101,,,,,,,,,,,,,
2015/01/01 11:00,2015/01/01 13:00,0.261,0.096,0.191,4.19,,,,,,,,,,,,,
2015/01/01 12:00,2015/01/01 14:00,0.102,0.014,0.107,3.956,,,,,,,,,,,,,
2015/01/01 13:00,2015/01/01 15:00,0.049,0.006,0.06,3.926,,,,,,,,,,,,,
2015/01/01 14:00,2015/01/01 16:00,0.011,0.002,0.02,3.81,,,,,,,,,,,,,
2015/01/01 15:00,2015/01/01 17:00,0,0,0,3.821,,,,,,,,,,,,,
2015/01/01 16:00,2015/01/01 18:00,0,0,0,4.056,,,,,,,,,,,,,
2015/01/01 17:00,2015/01/01 19:00,0,0,0,4.177,,,,,,,,,,,,,
2015/01/01 18:00,2015/01/01 20:00,0,0,0,4.3,,,,,,,,,,,,,
2015/01/01 19:00,2015/01/01 21:00,0,0,0,4.277,,,,,,,,,,,,,
2015/01/01 20:00,2015/01/01 22:00,0,0,0,4.231,,,,,,,,,,,,,
2015/01/01 21:00,2015/01/01 23:00,0,0,0,4.268,,,,,,,,,,,,,
2015/01/01 22:00,2015/01/02 00:00,0,0,0,4.389,,,,,,,,,,,,,
2015/01/01 23:00,2015/01/02 01:00,0,0,0,4.412,,,,,,,,,,,,,
2015/01/02 00:00,2015/01/02 02:00,0,0,0,4.329,,,,,,,,,,,,,
2015/01/02 01:00,2015/01/02 03:00,0,0,0,4.274,,,,,,,,,,,,,
2015/01/02 02:00,2015/01/02 04:00,0,0,0,4.228,,,,,,,,,,,,,
2015/01/02 03:00,2015/01/02 05:00,0,0,0,4.037,,,,,,,,,,,,,
2015/01/02 04:00,2015/01/02 06:00,0,0,0,3.713,,,,,,,,,,,,,
2015/01/02 05:00,2015/01/02 07:00,0,0.003,0.002,3.562,,,,,,,,,,,,,
2015/01/02 06:00,2015/01/02 08:00,0.206,0.187,0.043,4.415,,,,,,,,,,,,,
2015/01/02 07:00,2015/01/02 09:00,0.441,0.431,0.06,5.496,,,,,,,,,,,,,
2015/01/02 08:00,2015/01/02 10:00,0.592,0.612,0.067,6.213,,,,,,,,,,,,,
2015/01/02 09:00,2015/01/02 11:00,0.672,0.716,0.072,6.714,,,,,,,,,,,,,
2015/01/02 10:00,2015/01/02 12:00,0.696,0.75,0.073,6.964,,,,,,,,,,,,,
2015/01/02 11:00,2015/01/02 13:00,0.663,0.706,0.071,7.004,,,,,,,,,,,,,
2015/01/02 12:00,2015/01/02 14:00,0.569,0.586,0.066,6.856,,,,,,,,,,,,,
2015/01/02 13:00,2015/01/02 15:00,0.403,0.391,0.058,6.439,,,,,,,,,,,,,
2015/01/02 14:00,2015/01/02 16:00,0.153,0.138,0.037,5.457,,,,,,,,,,,,,
2015/01/02 15:00,2015/01/02 17:00,0,0,0,3.806,,,,,,,,,,,,,
2015/01/02 16:00,2015/01/02 18:00,0,0,0,3.255,,,,,,,,,,,,,
2015/01/02 17:00,2015/01/02 19:00,0,0,0,2.865,,,,,,,,,,,,,
2015/01/02 18:00,2015/01/02 20:00,0,0,0,2.562,,,,,,,,,,,,,
2015/01/02 19:00,2015/01/02 21:00,0,0,0,2.311,,,,,,,,,,,,,
2015/01/02 20:00,2015/01/02 22:00,0,0,0,2.105,,,,,,,,,,,,,
2015/01/02 21:00,2015/01/02 23:00,0,0,0,2.058,,,,,,,,,,,,,
2015/01/02 22:00,2015/01/03 00:00,0,0,0,2.152,,,,,,,,,,,,,
2015/01/02 23:00,2015/01/03 01:00,0,0,0,2.22,,,,,,,,,,,,,
2015/01/03 00:00,2015/01/03 02:00,0,0,0,2.251,,,,,,,,,,,,,
2015/01/03 01:00,2015/01/03 03:00,0,0,0,2.254,,,,,,,,,,,,,
2015/01/03 02:00,2015/01/03 04:00,0,0,0,2.258,,,,,,,,,,,,,
2015/01/03 03:00,2015/01/03 05:00,0,0,0,2.203,,,,,,,,,,,,,
2015/01/03 04:00,2015/01/03 06:00,0,0,0,2.17,,,,,,,,,,,,,
2015/01/03 05:00,2015/01/03 07:00,0.001,0.004,0.003,2.273,,,,,,,,,,,,,
2015/01/03 06:00,2015/01/03 08:00,0.22,0.199,0.044,3.752,,,,,,,,,,,,,
2015/01/03 07:00,2015/01/03 09:00,0.435,0.417,0.068,6.098,,,,,,,,,,,,,
2015/01/03 08:00,2015/01/03 10:00,0.373,0.282,0.134,7.024,,,,,,,,,,,,,
2015/01/03 09:00,2015/01/03 11:00,0.272,0.13,0.175,7.475,,,,,,,,,,,,,
2015/01/03 10:00,2015/01/03 12:00,0.251,0.107,0.174,7.97,,,,,,,,,,,,,
2015/01/03 11:00,2015/01/03 13:00,0.573,0.554,0.111,8.988,,,,,,,,,,,,,
2015/01/03 12:00,2015/01/03 14:00,0.544,0.554,0.077,9.704,,,,,,,,,,,,,
2015/01/03 13:00,2015/01/03 15:00,0.379,0.363,0.066,9.992,,,,,,,,,,,,,
2015/01/03 14:00,2015/01/03 16:00,0.137,0.121,0.04,8.943,,,,,,,,,,,,,
2015/01/03 15:00,2015/01/03 17:00,0,0,0,7.414,,,,,,,,,,,,,
2015/01/03 16:00,2015/01/03 18:00,0,0,0,7.171,,,,,,,,,,,,,
2015/01/03 17:00,2015/01/03 19:00,0,0,0,6.969,,,,,,,,,,,,,
2015/01/03 18:00,2015/01/03 20:00,0,0,0,6.804,,,,,,,,,,,,,
2015/01/03 19:00,2015/01/03 21:00,0,0,0,6.673,,,,,,,,,,,,,
2015/01/03 20:00,2015/01/03 22:00,0,0,0,6.923,,,,,,,,,,,,,
2015/01/03 21:00,2015/01/03 23:00,0,0,0,6.871,,,,,,,,,,,,,
2015/01/03 22:00,2015/01/04 00:00,0,0,0,6.665,,,,,,,,,,,,,
2015/01/03 23:00,2015/01/04 01:00,0,0,0,6.635,,,,,,,,,,,,,
2015/01/04 00:00,2015/01/04 02:00,0,0,0,6.454,,,,,,,,,,,,,
2015/01/04 01:00,2015/01/04 03:00,0,0,0,6.131,,,,,,,,,,,,,
2015/01/04 02:00,2015/01/04 04:00,0,0,0,6.01,,,,,,,,,,,,,
2015/01/04 03:00,2015/01/04 05:00,0,0,0,6.109,,,,,,,,,,,,,
2015/01/04 04:00,2015/01/04 06:00,0,0,0,6.263,,,,,,,,,,,,,
2015/01/04 05:00,2015/01/04 07:00,0,0.001,0.002,6.662,,,,,,,,,,,,,
2015/01/04 06:00,2015/01/04 08:00,0.064,0.03,0.053,7.839,,,,,,,,,,,,,
2015/01/04 07:00,2015/01/04 09:00,0.106,0.028,0.1,9.526,,,,,,,,,,,,,
2015/01/04 08:00,2015/01/04 10:00,0.107,0.016,0.113,10.493,,,,,,,,,,,,,
2015/01/04 09:00,2015/01/04 11:00,0.135,0.02,0.141,11.325,,,,,,,,,,,,,
2015/01/04 10:00,2015/01/04 12:00,0.145,0.022,0.149,11.867,,,,,,,,,,,,,
2015/01/04 11:00,2015/01/04 13:00,0.17,0.039,0.16,12.445,,,,,,,,,,,,,
2015/01/04 12:00,2015/01/04 14:00,0.288,0.169,0.162,13.102,,,,,,,,,,,,,
2015/01/04 13:00,2015/01/04 15:00,0.207,0.131,0.109,13.135,,,,,,,,,,,,,
2015/01/04 14:00,2015/01/04 16:00,0.083,0.057,0.048,11.906,,,,,,,,,,,,,
2015/01/04 15:00,2015/01/04 17:00,0,0,0.001,10.637,,,,,,,,,,,,,
2015/01/04 16:00,2015/01/04 18:00,0,0,0,10.156,,,,,,,,,,,,,
2015/01/04 17:00,2015/01/04 19:00,0,0,0,9.593,,,,,,,,,,,,,
2015/01/04 18:00,2015/01/04 20:00,0,0,0,9.169,,,,,,,,,,,,,
2015/01/04 19:00,2015/01/04 21:00,0,0,0,8.774,,,,,,,,,,,,,
2015/01/04 20:00,2015/01/04 22:00,0,0,0,8.34,,,,,,,,,,,,,
2015/01/04 21:00,2015/01/04 23:00,0,0,0,7.824,,,,,,,,,,,,,
2015/01/04 22:00,2015/01/05 00:00,0,0,0,7.678,,,,,,,,,,,,,
2015/01/04 23:00,2015/01/05 01:00,0,0,0,7.399,,,,,,,,,,,,,
2015/01/05 00:00,2015/01/05 02:00,0,0,0,7.061,,,,,,,,,,,,,
2015/01/05 01:00,2015/01/05 03:00,0,0,0,6.859,,,,,,,,,,,,,
2015/01/05 02:00,2015/01/05 04:00,0,0,0,6.563,,,,,,,,,,,,,
2015/01/05 03:00,2015/01/05 05:00,0,0,0,6.465,,,,,,,,,,,,,
2015/01/05 04:00,2015/01/05 06:00,0,0,0,6.387,,,,,,,,,,,,,
2015/01/05 05:00,2015/01/05 07:00,0,0,0.002,6.279,,,,,,,,,,,,,
2015/01/05 06:00,2015/01/05 08:00,0.029,0.007,0.037,6.497,,,,,,,,,,,,,
2015/01/05 07:00,2015/01/05 09:00,0.086,0.017,0.089,6.866,,,,,,,,,,,,,
2015/01/05 08:00,2015/01/05 10:00,0.15,0.033,0.14,7.097,,,,,,,,,,,,,
2015/01/05 09:00,2015/01/05 11:00,0.206,0.056,0.176,7.148,,,,,,,,,,,,,
2015/01/05 10:00,2015/01/05 12:00,0.316,0.146,0.205,7.138,,,,,,,,,,,,,
2015/01/05 11:00,2015/01/05 13:00,0.356,0.206,0.191,6.952,,,,,,,,,,,,,
2015/01/05 12:00,2015/01/05 14:00,0.263,0.132,0.161,6.446,,,,,,,,,,,,,
2015/01/05 13:00,2015/01/05 15:00,0.151,0.064,0.11,5.875,,,,,,,,,,,,,
2015/01/05 14:00,2015/01/05 16:00,0.038,0.014,0.039,5.111,,,,,,,,,,,,,
2015/01/05 15:00,2015/01/05 17:00,0,0,0,4.61,,,,,,,,,,,,,
2015/01/05 16:00,2015/01/05 18:00,0,0,0,4.552,,,,,,,,,,,,,
2015/01/05 17:00,2015/01/05 19:00,0,0,0,4.51,,,,,,,,,,,,,
2015/01/05 18:00,2015/01/05 20:00,0,0,0,4.44,,,,,,,,,,,,,
2015/01/05 19:00,2015/01/05 21:00,0,0,0,4.278,,,,,,,,,,,,,
2015/01/05 20:00,2015/01/05 22:00,0,0,0,4.086,,,,,,,,,,,,,
2015/01/05 21:00,2015/01/05 23:00,0,0,0,3.949,,,,,,,,,,,,,
2015/01/05 22:00,2015/01/06 00:00,0,0,0,3.717,,,,,,,,,,,,,
2015/01/05 23:00,2015/01/06 01:00,0,0,0,3.601,,,,,,,,,,,,,
2015/01/06 00:00,2015/01/06 02:00,0,0,0,3.478,,,,,,,,,,,,,
2015/01/06 01:00,2015/01/06 03:00,0,0,0,3.311,,,,,,,,,,,,,
2015/01/06 02:00,2015/01/06 04:00,0,0,0,3.121,,,,,,,,,,,,,
2015/01/06 03:00,2015/01/06 05:00,0,0,0,2.926,,,,,,,,,,,,,
2015/01/06 04:00,2015/01/06 06:00,0,0,0,2.602,,,,,,,,,,,,,
2015/01/06 05:00,2015/01/06 07:00,0,0.001,0.002,2.425,,,,,,,,,,,,,
2015/01/06 06:00,2015/01/06 08:00,0.075,0.04,0.053,2.774,,,,,,,,,,,,,
2015/01/06 07:00,2015/01/06 09:00,0.234,0.144,0.114,3.521,,,,,,,,,,,,,
2015/01/06 08:00,2015/01/06 10:00,0.386,0.282,0.143,4.296,,,,,,,,,,,,,
2015/01/06 09:00,2015/01/06 11:00,0.476,0.373,0.157,4.822,,,,,,,,,,,,,
2015/01/06 10:00,2015/01/06 12:00,0.462,0.342,0.171,4.912,,,,,,,,,,,,,
2015/01/06 11:00,2015/01/06 13:00,0.394,0.263,0.172,4.821,,,,,,,,,,,,,
2015/01/06 12:00,2015/01/06 14:00,0.324,0.206,0.15,4.612,,,,,,,,,,,,,
2015/01/06 13:00,2015/01/06 15:00,0.173,0.087,0.108,4.171,,,,,,,,,,,,,
2015/01/06 14:00,2015/01/06 16:00,0.041,0.017,0.039,3.578,,,,,,,,,,,,,
2015/01/06 15:00,2015/01/06 17:00,0,0,0,3.132,,,,,,,,,,,,,
2015/01/06 16:00,2015/01/06 18:00,0,0,0,3.041,,,,,,,,,,,,,
2015/01/06 17:00,2015/01/06 19:00,0,0,0,2.874,,,,,,,,,,,,,
2015/01/06 18:00,2015/01/06 20:00,0,0,0,2.724,,,,,,,,,,,,,
2015/01/06 19:00,2015/01/06 21:00,0,0,0,2.622,,,,,,,,,,,,,
2015/01/06 20:00,2015/01/06 22:00,0,0,0,2.603,,,,,,,,,,,,,
2015/01/06 21:00,2015/01/06 23:00,0,0,0,2.612,,,,,,,,,,,,,
2015/01/06 22:00,2015/01/07 00:00,0,0,0,2.634,,,,,,,,,,,,,
2015/01/06 23:00,2015/01/07 01:00,0,0,0,2.666,,,,,,,,,,,,,
2015/01/07 00:00,2015/01/07 02:00,0,0,0,2.723,,,,,,,,,,,,,
2015/01/07 01:00,2015/01/07 03:00,0,0,0,2.6,,,,,,,,,,,,,
2015/01/07 02:00,2015/01/07 04:00,0,0,0,2.575,,,,,,,,,,,,,
2015/01/07 03:00,2015/01/07 05:00,0,0,0,2.594,,,,,,,,,,,,,
2015/01/07 04:00,2015/01/07 06:00,0,0,0,2.558,,,,,,,,,,,,,
2015/01/07 05:00,2015/01/07 07:00,0,0.001,0.002,2.552,,,,,,,,,,,,,
2015/01/07 06:00,2015/01/07 08:00,0.059,0.024,0.052,2.835,,,,,,,,,,,,,
2015/01/07 07:00,2015/01/07 09:00,0.172,0.074,0.119,3.259,,,,,,,,,,,,,
2015/01/07 08:00,2015/01/07 10:00,0.269,0.127,0.168,3.618,,,,,,,,,,,,,
2015/01/07 09:00,2015/01/07 11:00,0.312,0.145,0.197,4.053,,,,,,,,,,,,,
2015/01/07 10:00,2015/01/07 12:00,0.282,0.107,0.204,4.612,,,,,,,,,,,,,
2015/01/07 11:00,2015/01/07 13:00,0.192,0.045,0.17,4.827,,,,,,,,,,,,,
2015/01/07 12:00,2015/01/07 14:00,0.131,0.024,0.127,4.602,,,,,,,,,,,,,
2015/01/07 13:00,2015/01/07 15:00,0.092,0.021,0.09,4.212,,,,,,,,,,,,,
2015/01/07 14:00,2015/01/07 16:00,0.038,0.013,0.04,3.571,,,,,,,,,,,,,
2015/01/07 15:00,2015/01/07 17:00,0,0,0.001,2.916,,,,,,,,,,,,,
2015/01/07 16:00,2015/01/07 18:00,0,0,0,2.599,,,,,,,,,,,,,
2015/01/07 17:00,2015/01/07 19:00,0,0,0,2.238,,,,,,,,,,,,,
2015/01/07 18:00,2015/01/07 20:00,0,0,0,2.062,,,,,,,,,,,,,
2015/01/07 19:00,2015/01/07 21:00,0,0,0,2.046,,,,,,,,,,,,,
2015/01/07 20:00,2015/01/07 22:00,0,0,0,2.056,,,,,,,,,,,,,
2015/01/07 21:00,2015/01/07 23:00,0,0,0,1.97,,,,,,,,,,,,,
2015/01/07 22:00,2015/01/08 00:00,0,0,0,1.671,,,,,,,,,,,,,
2015/01/07 23:00,2015/01/08 01:00,0,0,0,1.806,,,,,,,,,,,,,
2015/01/08 00:00,2015/01/08 02:00,0,0,0,1.588,,,,,,,,,,,,,
2015/01/08 01:00,2015/01/08 03:00,0,0,0,1.505,,,,,,,,,,,,,
2015/01/08 02:00,2015/01/08 04:00,0,0,0,1.48,,,,,,,,,,,,,
2015/01/08 03:00,2015/01/08 05:00,0,0,0,1.265,,,,,,,,,,,,,
2015/01/08 04:00,2015/01/08 06:00,0,0,0,1.052,,,,,,,,,,,,,
2015/01/08 05:00,2015/01/08 07:00,0,0.002,0.003,1.205,,,,,,,,,,,,,
2015/01/08 06:00,2015/01/08 08:00,0.133,0.096,0.056,2.344,,,,,,,,,,,,,
2015/01/08 07:00,2015/01/08 09:00,0.319,0.25,0.099,3.586,,,,,,,,,,,,,
2015/01/08 08:00,2015/01/08 10:00,0.458,0.386,0.121,4.114,,,,,,,,,,,,,
2015/01/08 09:00,2015/01/08 11:00,0.5,0.415,0.144,4.587,,,,,,,,,,,,,
2015/01/08 10:00,2015/01/08 12:00,0.474,0.368,0.161,5.022,,,,,,,,,,,,,
2015/01/08 11:00,2015/01/08 13:00,0.467,0.37,0.152,5.369,,,,,,,,,,,,,
2015/01/08 12:00,2015/01/08 14:00,0.329,0.221,0.142,5.583,,,,,,,,,,,,,
2015/01/08 13:00,2015/01/08 15:00,0.236,0.159,0.103,5.644,,,,,,,,,,,,,
2015/01/08 14:00,2015/01/08 16:00,0.071,0.044,0.045,5.064,,,,,,,,,,,,,
2015/01/08 15:00,2015/01/08 17:00,0,0,0.001,3.527,,,,,,,,,,,,,
2015/01/08 16:00,2015/01/08 18:00,0,0,0,3.138,,,,,,,,,,,,,
2015/01/08 17:00,2015/01/08 19:00,0,0,0,3.054,,,,,,,,,,,,,
2015/01/08 18:00,2015/01/08 20:00,0,0,0,2.89,,,,,,,,,,,,,
2015/01/08 19:00,2015/01/08 21:00,0,0,0,2.824,,,,,,,,,,,,,
2015/01/08 20:00,2015/01/08 22:00,0,0,0,2.819,,,,,,,,,,,,,
2015/01/08 21:00,2015/01/08 23:00,0,0,0,2.834,,,,,,,,,,,,,
2015/01/08 22:00,2015/01/09 00:00,0,0,0,2.622,,,,,,,,,,,,,
2015/01/08 23:00,2015/01/09 01:00,0,0,0,2.091,,,,,,,,,,,,,
2015/01/09 00:00,2015/01/09 02:00,0,0,0,1.88,,,,,,,,,,,,,
2015/01/09 01:00,2015/01/09 03:00,0,0,0,1.814,,,,,,,,,,,,,
2015/01/09 02:00,2015/01/09 04:00,0,0,0,1.796,,,,,,,,,,,,,
2015/01/09 03:00,2015/01/09 05:00,0,0,0,1.842,,,,,,,,,,,,,
2015/01/09 04:00,2015/01/09 06:00,0,0,0,2.057,,,,,,,,,,,,,
2015/01/09 05:00,2015/01/09 07:00,0.003,0.007,0.004,2.411,,,,,,,,,,,,,
2015/01/09 06:00,2015/01/09 08:00,0.256,0.241,0.04,3.726,,,,,,,,,,,,,
2015/01/09 07:00,2015/01/09 09:00,0.475,0.478,0.054,5.897,,,,,,,,,,,,,
2015/01/09 08:00,2015/01/09 10:00,0.616,0.652,0.062,6.85,,,,,,,,,,,,,
2015/01/09 09:00,2015/01/09 11:00,0.694,0.756,0.066,7.57,,,,,,,,,,,,,
2015/01/09 10:00,2015/01/09 12:00,0.713,0.785,0.068,8.071,,,,,,,,,,,,,
2015/01/09 11:00,2015/01/09 13:00,0.678,0.739,0.066,8.525,,,,,,,,,,,,,
2015/01/09 12:00,2015/01/09 14:00,0.582,0.615,0.062,8.903,,,,,,,,,,,,,
2015/01/09 13:00,2015/01/09 15:00,0.418,0.418,0.054,8.983,,,,,,,,,,,,,
2015/01/09 14:00,2015/01/09 16:00,0.171,0.159,0.037,8.003,,,,,,,,,,,,,
2015/01/09 15:00,2015/01/09 17:00,0,0.001,0.001,7.144,,,,,,,,,,,,,
2015/01/09 16:00,2015/01/09 18:00,0,0,0,6.999,,,,,,,,,,,,,
2015/01/09 17:00,2015/01/09 19:00,0,0,0,6.787,,,,,,,,,,,,,
2015/01/09 18:00,2015/01/09 20:00,0,0,0,6.433,,,,,,,,,,,,,
2015/01/09 19:00,2015/01/09 21:00,0,0,0,6.107,,,,,,,,,,,,,
2015/01/09 20:00,2015/01/09 22:00,0,0,0,5.831,,,,,,,,,,,,,
2015/01/09 21:00,2015/01/09 23:00,0,0,0,5.871,,,,,,,,,,,,,
2015/01/09 22:00,2015/01/10 00:00,0,0,0,6.101,,,,,,,,,,,,,
2015/01/09 23:00,2015/01/10 01:00,0,0,0,6.093,,,,,,,,,,,,,
2015/01/10 00:00,2015/01/10 02:00,0,0,0,6.029,,,,,,,,,,,,,
2015/01/10 01:00,2015/01/10 03:00,0,0,0,5.647,,,,,,,,,,,,,
2015/01/10 02:00,2015/01/10 04:00,0,0,0,5.435,,,,,,,,,,,,,
2015/01/10 03:00,2015/01/10 05:00,0,0,0,5.74,,,,,,,,,,,,,
2015/01/10 04:00,2015/01/10 06:00,0,0,0,6.046,,,,,,,,,,,,,
2015/01/10 05:00,2015/01/10 07:00,0,0.001,0.003,6.404,,,,,,,,,,,,,
2015/01/10 06:00,2015/01/10 08:00,0.115,0.081,0.056,7.668,,,,,,,,,,,,,
2015/01/10 07:00,2015/01/10 09:00,0.337,0.288,0.093,10.147,,,,,,,,,,,,,
2015/01/10 08:00,2015/01/10 10:00,0.394,0.322,0.128,11.355,,,,,,,,,,,,,
2015/01/10 09:00,2015/01/10 11:00,0.504,0.456,0.132,12.224,,,,,,,,,,,,,
2015/01/10 10:00,2015/01/10 12:00,0.574,0.566,0.116,13.009,,,,,,,,,,,,,
2015/01/10 11:00,2015/01/10 13:00,0.623,0.667,0.086,13.665,,,,,,,,,,,,,
2015/01/10 12:00,2015/01/10 14:00,0.539,0.565,0.076,13.992,,,,,,,,,,,,,
2015/01/10 13:00,2015/01/10 15:00,0.384,0.38,0.065,13.845,,,,,,,,,,,,,
2015/01/10 14:00,2015/01/10 16:00,0.148,0.133,0.042,12.351,,,,,,,,,,,,,
2015/01/10 15:00,2015/01/10 17:00,0,0.001,0.001,11.172,,,,,,,,,,,,,
2015/01/10 16:00,2015/01/10 18:00,0,0,0,10.883,,,,,,,,,,,,,
2015/01/10 17:00,2015/01/10 19:00,0,0,0,10.46,,,,,,,,,,,,,
2015/01/10 18:00,2015/01/10 20:00,0,0,0,9.961,,,,,,,,,,,,,
2015/01/10 19:00,2015/01/10 21:00,0,0,0,9.488,,,,,,,,,,,,,
2015/01/10 20:00,2015/01/10 22:00,0,0,0,9.123,,,,,,,,,,,,,
2015/01/10 21:00,2015/01/10 23:00,0,0,0,8.849,,,,,,,,,,,,,
2015/01/10 22:00,2015/01/11 00:00,0,0,0,8.664,,,,,,,,,,,,,
2015/01/10 23:00,2015/01/11 01:00,0,0,0,8.554,,,,,,,,,,,,,
2015/01/11 00:00,2015/01/11 02:00,0,0,0,8.437,,,,,,,,,,,,,
2015/01/11 01:00,2015/01/11 03:00,0,0,0,8.321,,,,,,,,,,,,,
2015/01/11 02:00,2015/01/11 04:00,0,0,0,8.294,,,,,,,,,,,,,
2015/01/11 03:00,2015/01/11 05:00,0,0,0,8.376,,,,,,,,,,,,,
2015/01/11 04:00,2015/01/11 06:00,0,0,0,8.356,,,,,,,,,,,,,
2015/01/11 05:00,2015/01/11 07:00,0.003,0.007,0.004,8.267,,,,,,,,,,,,,
2015/01/11 06:00,2015/01/11 08:00,0.239,0.225,0.045,9.438,,,,,,,,,,,,,
2015/01/11 07:00,2015/01/11 09:00,0.445,0.45,0.064,11.926,,,,,,,,,,,,,
2015/01/11 08:00,2015/01/11 10:00,0.567,0.598,0.076,13.294,,,,,,,,,,,,,
2015/01/11 09:00,2015/01/11 11:00,0.633,0.685,0.085,14.429,,,,,,,,,,,,,
2015/01/11 10:00,2015/01/11 12:00,0.646,0.704,0.089,15.315,,,,,,,,,,,,,
2015/01/11 11:00,2015/01/11 13:00,0.595,0.629,0.093,15.676,,,,,,,,,,,,,
2015/01/11 12:00,2015/01/11 14:00,0.435,0.401,0.111,15.639,,,,,,,,,,,,,
2015/01/11 13:00,2015/01/11 15:00,0.164,0.091,0.103,14.981,,,,,,,,,,,,,
2015/01/11 14:00,2015/01/11 16:00,0.04,0.018,0.04,13.452,,,,,,,,,,,,,
2015/01/11 15:00,2015/01/11 17:00,0,0,0.001,12.239,,,,,,,,,,,,,
2015/01/11 16:00,2015/01/11 18:00,0,0,0,11.829,,,,,,,,,,,,,
2015/01/11 17:00,2015/01/11 19:00,0,0,0,11.425,,,,,,,,,,,,,
2015/01/11 18:00,2015/01/11 20:00,0,0,0,10.981,,,,,,,,,,,,,
2015/01/11 19:00,2015/01/11 21:00,0,0,0,10.374,,,,,,,,,,,,,
2015/01/11 20:00,2015/01/11 22:00,0,0,0,9.931,,,,,,,,,,,,,
2015/01/11 21:00,2015/01/11 23:00,0,0,0,9.917,,,,,,,,,,,,,
2015/01/11 22:00,2015/01/12 00:00,0,0,0,10.051,,,,,,,,,,,,,
2015/01/11 23:00,2015/01/12 01:00,0,0,0,10.315,,,,,,,,,,,,,
2015/01/12 00:00,2015/01/12 02:00,0,0,0,10.731,,,,,,,,,,,,,
2015/01/12 01:00,2015/01/12 03:00,0,0,0,11.063,,,,,,,,,,,,,
2015/01/12 02:00,2015/01/12 04:00,0,0,0,11.229,,,,,,,,,,,,,
2015/01/12 03:00,2015/01/12 05:00,0,0,0,11.03,,,,,,,,,,,,,
2015/01/12 04:00,2015/01/12 06:00,0,0,0,10.666,,,,,,,,,,,,,
2015/01/12 05:00,2015/01/12 07:00,0.001,0.003,0.004,10.441,,,,,,,,,,,,,
2015/01/12 06:00,2015/01/12 08:00,0.145,0.107,0.064,11.728,,,,,,,,,,,,,
2015/01/12 07:00,2015/01/12 09:00,0.176,0.082,0.123,12.943,,,,,,,,,,,,,
2015/01/12 08:00,2015/01/12 10:00,0.144,0.03,0.141,11.6,,,,,,,,,,,,,
2015/01/12 09:00,2015/01/12 11:00,0.08,0.006,0.094,8.645,,,,,,,,,,,,,
2015/01/12 10:00,2015/01/12 12:00,0.09,0.007,0.103,7.827,,,,,,,,,,,,,
2015/01/12 11:00,2015/01/12 13:00,0.12,0.015,0.127,8.664,,,,,,,,,,,,,
2015/01/12 12:00,2015/01/12 14:00,0.243,0.108,0.167,9.52,,,,,,,,,,,,,
2015/01/12 13:00,2015/01/12 15:00,0.279,0.204,0.11,9.422,,,,,,,,,,,,,
2015/01/12 14:00,2015/01/12 16:00,0.086,0.054,0.053,8.58,,,,,,,,,,,,,
2015/01/12 15:00,2015/01/12 17:00,0,0,0.001,7.467,,,,,,,,,,,,,
2015/01/12 16:00,2015/01/12 18:00,0,0,0,6.663,,,,,,,,,,,,,
2015/01/12 17:00,2015/01/12 19:00,0,0,0,6.124,,,,,,,,,,,,,
